,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X000709.SZ,X601158.SH,X000898.SZ,X600660.SH,X000792.SZ,X000883.SZ,X000539.SZ,X600309.SH,X600583.SH,X600160.SH,X600623.SH,X600352.SH,X000027.SZ,X000630.SZ,X002466.SZ,X000629.SZ,X600547.SH,X600578.SH,X600489.SH,X002470.SZ,X600098.SH,X600021.SH,X600022.SH,X000060.SZ,X600176.SH,X300072.SZ,X600808.SH,X600863.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802300211686813,0.105250186767572,0,0,0,0,0,0.0440772337196062,0,0,0,0,0.0138292690912597,0,0,0.0178752590172066,0.0422437697659258,0,0,0,0,0,0,0,0,0,0.041008668614281,0,0,0.114784385435778,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170947956141322,0,0,0,0,0,0.00360858835165114,0,0,0,0.175264835557306,0,0,0,0,0.0188909293797076,0.0512186432162483,0,0,0,0,0,0,0,0,0,0,0,0.0401420019402224,0,0,0,0.00255392687411073,0.00906453736498215,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.391659292737721,0,0,0,0,0,0,0,0.0846820133419746,0,0,0,0,0,0,0,0,0.0298793539294939,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0407207826655415,0,0,0,0,0,0,0.0837725415013476,0.0213012970733142,0,0,0,0,0,0,0,-0.0174970960845807,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0856611342760358,0,0,0,0,0,0,0,0,0,0,0.176655969353724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0950087572366611,0.107709817992832,0,0,0,0,0,0,0,0,0,0.00830698540108085,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0965778487879365,0,0,0,0,0,0,0,0.0247008204664163,0.307632417215574,0,0.043146196344762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448286808116812,2.71050543121376e-20,0.157070128486335,0,0,0,0.0058415200572673,0,0,0,0.148955525158434,0,0,0,0,0,0,0,-0.00836357151222308,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866591071145672,0,0.161338711409347,0,0,0.132119881567371,0,0,0,0,0,0,0,0,0,0,0.0716217839490404,0,0,0,0,0.0824468439413307,0,0,0,0,0,0,0.0137575953315815,0,0,0.112764027465987,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181773329754781,0,0.0105343074615297,0,0,0,0.00292371672446269,0,0,0,0,0.0212806966519805,0,0,0.0259483818064779,0.0247240613063529,0.0359986676713722,0.0919856412133607,0,0,0,0,0,0,0,0,0,0,0.0870296009503719,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11892502749356,0,0,0,0.249411456523947,0,0,0,0,0,0.0639610193578025,0,0,0,0,0,0,0,0.0741593772331099,0,0,0.112487372099293,0,0,0,0,0.0498110737292241,0,0.127871872089848,0.0615485549989001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803119775654937,0.0503620347204436,0,0,0.184050304257707,0,0,0,0,0,0,0,0,0,0,0.0463489403415726,0,0,0.00831138655404389,0,0,0.113213265061904,0,0,0,0,0,0,0,0.168260605263998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983217466631118,0,0,0.0177738315035134,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0556291851462401,0,0.0782246913665698,0.0135785134331239,0,0.0013129623119126,0.0145741806581919,0,0,0,0,0.0108404509634664,0.298137168473114,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0371856989800872,0,0,0,0,0,0,0,0,0,0,0.276769947650565,0.0336163742544545,0.0643694183546177,0,0,0,0.0342218453630719,0,0,0,0,0.00184689598845682,0,0,0,0.00511511172547584,0,0.0539543704430773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
