,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X600547.SH,X601600.SH,X601991.SH,X300072.SZ,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000723.SZ,X000898.SZ,X000408.SZ,X600583.SH,X600352.SH,X000983.SZ,X000883.SZ,X600549.SH,X000539.SZ,X000027.SZ,X000959.SZ,X600176.SH,X002470.SZ,X000012.SZ,X600021.SH,X601699.SH,X000630.SZ,X002460.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0147595814049041,0,0,0.0520074156751233,0.000981510201757514,0,-0.0166546474995432,0,0,0,0,0,0.0227491081143218,0,0,0.0137909036052277,0,0,0,0,0.0234433951538352,0,0,0,0,0,0,0,0,0,0,0,0,0.0367746900801811,0,0,0,0,0.0105142380891496,0,0,0.0361375639887435,0,0,0,0,0,0.0197707349157599,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0223915213190291,0.0131624627448095,0.0438987304257948,0,0,0,0,0.0134465441378838,0,0,0,0,0,0,-0.0432425386507142,0,0,0.0241430282844336,0,0,0,0.0285667891082967,0,0,0,0,0.019806102993122,0,0,0.0396493393468575,0,0.0552093086260962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.161593650142691,0.0802127771065412,0,0,0,0,0,0,0,0,0.048463005205114,0,0,0,0,0,0,0,0.0541176264425594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545194538915376,0,0.0221602462509724,0,0,0,0.0561809487860196,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.136147512318259,0,0.0537330928553174,0,0,0,0,0.0148335722702887,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0288212643549398,0.0161759346213484,0,0,0,0,0,0,0,0.155934920191927,0,0,0.125912751802803,0,0,0,-0.0876166967354452,0.0042281624011638,0,0,0,0,0.00458961192057281,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0359301595330341,0,0,0,0,0,0,0.105021328472059,0,0,0,0,0,0.0056321449063872,0,0,0,0,0,0,0,0,0,0,0,0.122425660517798,0,0.108029179205542,0,0,0,0,0,0.0342902597962997,0,0,0,0,0.0308306122348124,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.120844728675469,0,-0.0115783481726614,0,0,0,0,0,0,0,0,0.0885656730786712,0,0,0.156267136658244,0.142270122800169,0,0,0,-0.0780405972065698,0,0,0,0,0,0,0,0,0,0.0822655210840801,0,0,0,0,0,-0.0200031637999033,0,0,0,0,0,0,0.0160063993431081,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0282436496283898,0,0,0,0,0,0,0,0,0,-0.0282854395961313,0.019719596447701,0,0.00263696903780624,0,0,0,0.00608499607435709,0,0,0,0,0,0,0,0,0,0.0161183272588135,0,0,0,0,0,0,0,0,0,0.0101219376171995,0,0,-0.0461666778578866,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796340443082391,0,0,0,0,0,0,0,0,0,0,0,0.0847857834694415,0,0,0,0,0,0,0,0,0,0.360572145756212,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.117584138642233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477382725435631,0,0,0.0639430615897561,0,0,0,0.0319241449018457,0,0,0,0,0,0,0,0.169879331769932,0,0,0,0,0,0,0.10164744686564,0,0,0,0,0.0777733988684568,0,0,-0.0039605766652698,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.177286464162273,0,0,0,0,0,0,0,0,-0.0643346152500604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285488368276433,0,0,0,0,0,0,0,0.640715928547232,0,0.00866568913608208,0,0,0,0,-0.106076774183834,0.158433651029311,0,0,0,0,0.131697788780212,0,0,0.0138673959562309,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0291866491212198,0,0,0,-0.00832335340843308,0,0,0,0,0,0.031736399623312,0,0,0,0,0,0,0,0,0,0.00490783719716091,0,0,0,0,0,0,0,0.0774250970494873,0.058194057489546,0,0.0332351879618125,0,0,0,0,0.0362494454153397,0,0,0.0222618930318026,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599990694495474,0,0,0.124520094888752,0,0,0,0,0,0,0,0,0,0,0,-0.121612912333937,0,0,0,0,0,-0.171423312247165,0.115365988472892,0,0,0,0,-0.0656964231581948,0,0,0.026451839560552,0.144636824882432,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579046642512558,0,0,0,0,0.0463406638036371,0,0,0,0,0,0,0,0.0586860959766021,0,0,0,0,0,0,0,0.124938585045771,0,0,0.017228787168968,0,0,0.0884525854344502,0,0.154674441007603,0,0,0.0475140952491152,0,-0.0317460119193312,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278616006308022,0,0,0,0,0,0,0,0,0,0,0.0330826542486004,0,0,0,0.0313107818913011,0.203459495431681,0,0.0496804381985232,0,0.0134564364317919,0,0,0,0,0.116060574105441,0,0,0.0146027991707649,0,0,0.0173590468176002,0,-0.0188200116994814,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180736861071958,0,0,0.124460543980923,0,0,0,0,0,0,0,0,0,0.0645328157008443,0,0,0,0,0,0.0342333296364233,0,0,0,-3.46944695195361e-18,0,0,0,0.389638282639085,0,0,0,0.158029972345327,0,0.00821687285045388,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0305529990624865,0,0,0,0,0,0,0,0.302537249841168,0,0,0,0.0593327544148257,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0414691662046557,0,0,0.0546216466985071,0,0,0,0,0,0,0,0,0,0,0,0,0.0132843265551616,0,0,0,0,-0.0130057425638349,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0317835649297715,0.00539920717112903,0,-0.0140289357387161,0.1355347067562,0,0,0,0,0,0.104338094702132,0,0,0,0,0,0,0,0,0.0404563205743436,0.0541543051104176,0,0,0,0,0.0831308754653413,0,0,0,0,0,0,0,0,0,0,0,0,0.241795908663779,0,0,0,0,0,0.00779976823308254,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.122159421667032,0,0,0,0,0,0.0283582944909904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743878728378526,0,0,0,0,0,0,0,0.133526981880861,0.376404062966956,0,0.2987013537482,0,0.00636202612669769,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134151788260791,0,0.0279641667363841,0,0,0,0,0,0,0,0,0,0,0.0834757255604942,0.0618019709002657,0,0,0,0,0,0,0,0,0,0.148728039685336,0,0,0,0,0,0,0,0.0697198738935475,0,0,0.332203401307204,0,0,0.0619155703795178,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.103644209856915,0,0,0,0,0,0,0.0112106250550228,0,-0.0433762157005837,0.0973206990978919,0,0,0,0,0,0,0,0.075881857357175,0,0,0,0,0,0,0,0.0253310611946564,0,0.160795887860461,-0.00715716713575369,0,0.0947902282508735,0,0,0,0,0.0152790453672081,-0.0800223500285759,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.106666467880444,0,0.096249074026215,0,0,0,0,0,0,0,0,0,0.148309179649826,0,0,0,-0.159144169839189,0.0807845629697125,0,0.111237072797442,0,0,0.071922688818786,0,0,0,0,0,0,0,0,0,0,0.0116746394137292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.186790117119299,0,0,0,0.634207744326986,0,0,0,0,0,0.34330917960463,0,0,0,0,0,0,0,0,0.017921584171169,0.0152701122131953,0,0,0,0,0,-0.0609725049825341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544590604633665,0.0782965433299997,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193273982896092,0,0,0.158510006727471,0,0,0,0.0394309833649598,0,0.0784440827926815,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,-0.0129766942157956,0,0,0,0.159413297061416,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.101904085138304,0,0,0,0,0,0,0,0,0.0317152194734945,0,0,0,0,0,0,0,0.248251447504414,0,0,0,-0.0481540591555343,0,0,0,0,0,0,0,0.117409271803467,0,0,0,0,0,0,0,0.0891203413570794,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449512075050684,0,0
X600623.SH,0,0,0,0,0,0,0,0,0.207913665808329,0.00502319271721289,0,-0.039833420247915,0,0,0.0115251022217866,0,0,0,0,0,0,0,0.0219513314027332,0,0,0,0.0729078815929396,0,0.16138023368922,0,0,0,0,0.22428179154763,0,0.265349052381341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280060912953734,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0484046397151582,0,-0.0605453613816636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888899261324966,0,0,0,0,0,0.140529718340132,0,0,0.0499586741755358,0,0,0,0,0,0,0,0.192948922765357,0,0,0,0,0,0,0,0.0614422512332203,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0388756153380479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142841992285147,0,0,0,-0.00503559456081865,0,0,0,0,0,0,0,0,0,0.0846868007185603,0,0,0,-0.094207627969476,0,0,0,0.0394757709124518,0,0.471466600607568,0.0112317205857848,0,0,0.0651153927841057,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0800603494925446,0,0,0,0,0,0,0,0,0.108191394391578,0,0,0,0,0.0391932875450359,0.0986741718213435,0,0,0.193897687793463,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.258533659814286,0.111047212537403,0.264803287431066,0.218470841035932,0,0.0181398579648055,0,0.213694243007447,0,0,0.0149101795568844,0,0,0,0,0,0,0
