,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600111.SH,X600352.SH,X600176.SH,X601992.SH,X000553.SZ,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600315.SH,X601158.SH,X600426.SH,X000408.SZ,X601699.SH,X600489.SH,X000830.SZ,X600808.SH,X000883.SZ,X600219.SH,X000630.SZ,X600339.SH,X002470.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.111451475861833,0,0,0,0,0,0.0317602715563481,0,0.0252592949602554,0,0,0,0,0,0,0,0,0.029530282373915,0,0,0,0,0,0.0848845672436798,0,0,0,0,0,0.0139677974111082,0,0,0,0,0,0,0,0.099813396951055,0,0.0193086064690509,0,0,0,0,0,0,0.130517394210234,0,-0.007413317169486,0,0,0,0,0,0,0
X600028.SH,0.171778937536696,0,0.126616597130001,0,0,-0.0147989961451586,0,0,0,0,0,-0.0528065897890842,0.558014102563132,0,0,0,0,0,0,0,0,0,0,-0.0381298671361762,0,-0.0414201998777725,0,0,0,0,0,0,0,0,0,0,0,0.138027184390781,0,0.172132612370533,0,0,0,0,0,0,0,-0.016337806445922,0,0,-0.0147788533615011,-0.00113362146126606,0,-0.251499913185895,0,0,0,0
X601088.SH,0,0.0436722787773946,0,0.273233191584389,0.0306401748133153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420875016573085,0,0,0,0,0,0,0,0,0,0,0,-0.0166765340945663,0,0,0,0,0,0
X600019.SH,0,0,0.195309002747798,0,0,0,0,0,0.310862145564823,0,0.0425000050169705,0,0,0,0,0,0,0,0,-0.071670740288799,0,0,0,0,0,0,0,0,0,0,0,-0.0219131657367505,0,-0.137638416843566,0,0,0,0,0,0,0,0,0.129686119294738,0,0,0,0,0,0,0,0,-0.00303678723126659,0,0,0,0,0,0
X600585.SH,0,0,0.227967055610323,0.1163756704046,0,0,0,0,0,0,0,0,0,-0.186450764223647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112957384572019,0,-0.0678004439419257,0,0,-0.0129060931603656,0,0,0,0.158580062581889,0,0,0,0.247015592476674,0,0,0,0,0,0,0,0,-0.0474821629653225,0.0184029020054148,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014665964357697,0.0365344051651951,0,0,0,0,0,0,0,0.35528076015205,0,-0.0723240154446627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604561183927426,-0.0100322881981455,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13351297855901,0,0,0,0,0.019267080073306,0,0,0,0.0378835906265325,0,0,0.0346142763945169,0,0.143726844000997,0,0,0,0,0,0,0,0,0,0.108257153505692,0,0,0.014291032441797,0,0,-4.33680868994202e-19,0,0.0401458696786484,0,0.135341261767997,0,0.00186750520929992,0.0177200894275113,0,0,0,0,0,0
X600188.SH,0,0,0,0.10824369577429,0,0,0,0,0,0,0,0.0297281501314047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147785699531971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431803237542878,0,0,0,0,0,0,0.0849034208445318,0,0.281365189820558,0,-0.00555263841305788,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0386681456290186,0,0,0,0,0,0,0,0,0,0,0.0210571497796167,0.0188518250976966,0,0.0601037417397755,0,0.0729708669995741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691969260147488,0,0.0357656473061823,0.0675419073099059,0,0,0,0,0,0,0,0.00921302705494,0,0,0,0,0,0,0
