,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X002409.SZ,X000723.SZ,X002128.SZ,X002353.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.675135221283522,0.156350826891365,0,0,0,0,0,0,0,0,0,0,0,0.148279469138909,0,0,0,0,0,0,0,0,0,0,-0.159944296694593,0,0,0,0,0,0,0,0,-0.0241832030320609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662549726354105,0,0.00869989219655484,-0.00383152903306441,0.00673111690794534,0,0,0,0,0,0
X600028.SH,0.477748151995763,0,0,0,0,0.00847691039923733,0,0,0,0,0,0,0,0,0,-0.0268209575542231,0,0,0,0,0,0,0,0,0.0756359900525006,0,0,0,0.0769443709282972,0.0553494948352044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839665459559974,0,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0.0582507115042135,0,0
X601088.SH,0.110810979579805,0.0904793624130454,0,0,0.0735466283085562,0,0,0,0.133034106009174,0,0,0,0.0579871482079944,0,0,-0.0177331985252634,0,0,0,0.0343645874064459,0,0,0,0,0.0980773078511965,0,0,0.0140427369661062,0,0,0,0.0508598061622977,0,0,0,0,0,0,0,0,0,-0.048285682646653,0,0,0,-0.0342901274914196,0,0,0,0,0,0.0053594917382863,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.105788405700424,0,0,0,0,0,0,0,0,0,0,0,0.176707313430497,0,0,0,0,0,0,0,0.0975414956032052,0,0,0,0,0,0,0,0,0,0,0.22075604230852,0,0,0,0,0,0.0316375370716106,0,0,0,0.0809066067441858,0,0,-0.113521589802886,0,0,0.0154753683037546,-0.00134525441718941,0,0,0,-0.191812320719232,0,0
X600188.SH,0,0,0,0,0,0.0687662273290018,0,0,0.269353628308555,0,0,0,0,0,0,0,0,0,0,0,0,0.0798372019404276,0,0,0.118701519461728,0,0,0.335062953883316,0,0,0,0,0,0,0,0,0,0,0.10043140285236,0,0,-0.0986136984802403,0,0,0,0,0,0,0,0,0,-0.00110177764735373,-0.00468107661505125,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0891216312657439,0,0.232716889160301,0,0,0,0.0198721640906176,0,0.0517725504906896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821699494386961,0.25243345431995,0.357690783574535,0,0,0,0.13867845119444,-0.0805231524778303,0,0,-0.151447233572925,-0.0481466673289888,0,0,0,0,0,0.00503764778673118,-0.00508040238948095,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068360997869588,0.30935358841193,0,0,0.122562508708142,0,0.034950458176344,0,0,0,0.013555112075335,0,0,0.0525144875836013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.00548536327616532,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.111917422230962,0,0,0,0,0,0,0,0.185197919449334,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.352522126359447,0,0,0.0288300545906404,0,0.0691776376523397,0,0,0,0,0,0,0,0,0,0.113678589765286,0,0,0,0,0,0,0,0,0.0364069969240793,-0.0135818579215028,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.227102492170992,0,0,0,0,0.00890558386699839,0,0,0,0,0,0.0515675727270713,0,0,0,0,0,0,0,0,0.247206597818316,0,0,0,0.0420165546062581,0.137456521970167,0,0,0,0,0.0328136141190653,0,0,0,0.080917898753273,0,0,0,0,0,0,0,0,0,0,0,0,-0.00369845282382029,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0263052003628746,0,0,0,0,0,-0.144219745563127,0,0,0,0,0,0,0,0,0,0,-0.0039635839389858,0,0,0,0,0,0,0.473421250880019,0,0,0,0,0,0,0,-0.0201016645293659,0,0,0,0,0,0,0,0,0,0,0,0.0838646021450138,0,0,0.00710961373787352,0,0,0,0,0,0,0
