,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X601600.SH,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X000983.SZ,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X000629.SZ,X600995.SH,X000786.SZ,X600160.SH,X000807.SZ,X000408.SZ,X600219.SH,X000723.SZ,X600096.SH,X000831.SZ,X600378.SH,X600489.SH,X002080.SZ,X000933.SZ,X600348.SH,X000932.SZ,X600157.SH,X000630.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.123055364359358,0,0,0,0,0,0,0,0,0.0343577144029624,0,0,0,0,0.0370292154715438,0,0.133924377513266,0,0.0361938394957275,0,0,0,0,0,0,0,0.01398989656247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-3.46944695195361e-18,0,-0.00213702115786264,0.0124660037906592,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.308696219483243,0,0,0,0,0,0.0296259812109254,0,0,-0.0089010685379903,0,0,0,0.105602681889112,0,0,0,0,0,0,0,0,0,0,0.0230492360599036,0.0621419746727163,0,0,0,0,0,0,0,0,0,0,0,-0.141246974455585,0,0,0,0,0,0,0,0,-0.0187222297617321,-0.044141890438976,0.0339218192838507,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0689706337239062,0,0,0,0,0,0.130208615271285,0,0,0,0,0.0122294309538495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063187057110783,0.0272010238859498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187737413208582,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0834374573359657,0,0,0.0928798363464081,0,0,0.0250586521638147,0,0,0.0624317687097341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282524082584387,0,0,0,0,0,0,0,0,0,-0.105198907548252,0.0997794344571769,0,0,0,0,0,0.0419949672139864,0.0175191024077193,-0.0164759279299647,0,0,0,0,0,0
X600188.SH,0,0.509177298662001,0,0,0,0,0,0,0,0,0,0,0,0.0266301920998608,0,0,0,0,0,0,0,0,0,0.0639034698285232,0,0,0.125289967947629,0,0,0.216529689041858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13347619042858,0.162159455507247,0,0,0,0,-0.0170035666763034,-0.0240641540428144,0.0262742238189885,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113281247377282,0,0,0,0,0,0,0.356653717514129,0,0,0,0,0,0,0,0,0,0,0,0,0.129758859557731,0,0,0,0,0,0,0,0,0,0,0.134891946952607,0,0,0,0,0.122823614411942,0,0.00218997317808408,0.00245148673002216,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0405382513167217,0,0,0.587825961368841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222208677634855,0,0,0,0,0,9.3400637839633e-05,0.0041961445000481,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0127846782830575,0,0.548822885023322,0,0,0,0,0,0.126560367758152,0,0,0,0,-0.0370526783844276,0,0,0,0,0,0,0,0,0,-0.0744433843875436,0,0,0,0,0,0,0,0.0529284069876924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00089837973277932,0.00724718842647244,0,0,0,0,0,0
X000792.SZ,0,0,0,0.000198455810895826,0,0,0.305816518093936,0.167257072741277,0,0,0,0,0,0,0,0,0,-0.0146706339522644,0,0,0.13957882673365,0,0,0,0,0.110939372944113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110586246644536,0.0011396032229674,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183595090733279,0,0,0.0490063212494848,0,0.170763451772594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143882545472454,0.255633858913156,0,0,-0.00925400589261857,0,0,0,0,0,0
