,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600352.SH,X600299.SH,X600489.SH,X600808.SH,X000786.SZ,X000629.SZ,X600801.SH,X601158.SH,X600219.SH,X300072.SZ,X000825.SZ,X000883.SZ,X000553.SZ,X600583.SH,X000408.SZ,X002271.SZ,X601699.SH,X000792.SZ,X000539.SZ,X002110.SZ,X600339.SH,X000301.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296659685240255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064678230215282,0,0,0,0.00338573466839054,0,0,0.13770518388038,0,0,0,-0.0213626522499137,0.00430048651575006,0,0,0,0,0,0
X600028.SH,0.283594098480923,0,0,0.13567760142295,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784801014947134,0,0,0,0,0,0,0,-0.00154392424969973,0,0,0.116478792105112,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170914610743455,0.219848839438511,0,0,0,-0.0113401747620438,0.0533943595901809,0,0,0,0,0,0
X601088.SH,0.0102450314855142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743552809915451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015279968901339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202655047710074,0.094723046337306,0.120678466689881,0,0,0,-0.011461202658437,0,0,0,0,0,0
X600585.SH,0,0,0.315818269132207,0,0,0.263760616244874,0,0,0,0,0,0,0,0,0.0230704193483981,0,0,0,0,-0.0635611932682255,0,0.0456044829746658,0,0,0,0,0,0,0,0,0,0,0,0.426104378250777,0,0,0,0,0,0,0,0,0,0,0.0569593009867876,0,0,0,0,0,0,0.00304816300020252,0.00654646534429192,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,8.67361737988404e-19,0.13285417799089,0,0,0,0,0,0,0,0,0,0.0566862747321665,0,0,0,0.334432697619454,0.0641905692532697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589242499597877,0,0,0,0,0,0,0,0,0,0,0.000753062650022596,0,0,0,0,0,0
X600011.SH,0,0,0,0.0108151912095408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501609986978982,0,0,0.177849765109396,0,0,0,0,0,0,0,0,0,0.0308673346557962,0,0,0,0,0,0,0,0,0,0,0,0,0.0261724772877138,0,0,0,0,0,0,-0.00246353126230462,0.0332082655636521,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.281013524433756,0,0,0,0,0,0,0,0,0,0,0.171435430094027,0,0,0,0,0.215779759846695,0.0480246057898213,0,0,0,0,0,0,-0.091675142257493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204370693461402,0,0,0,-0.109181198846134,-0.0481165101569195,0.153313002116188,0,0,0,0,0,0
X600010.SH,0.0966238938338726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184917517857531,0.121254861241968,0,0,0,0.299898350995467,0,0,0,0,0,0,0,0,0.112565233888831,0.074362055548493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138280573949021,-0.0184043658045874,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231025455847724,0,0,0,0,0,0,0.0540996654273891,0,0,0,0,0,0,0,0.227944484576254,0.297720051239919,0,0,-0.00456928856366795,-0.00354183019607269,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0381616785058795,0.0187801099780424,0,0,0,0,0,0,0,0,0,0,0,-0.0442208016879767,0,0,0.0842227130189235,0,0,0,0.0807732844633097,0,0,0,0.581094499558074,0,0,0,0,0,0,0,0.195238138667523,0,0,0,0,0,0,-0.0226321049616418,0,0,0,0,0,0,0.00240435839859173,0.0283350473848816,0,0,0,0,0,0
X601991.SH,0.0146005636930188,0,0,0,0,0,0,0,0.0572672098766857,0,0,0,0,0,0,0,0.0112743900436561,0,0,0,0,0.128671323457615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298533626481688,0,0,0.00784811385615408,0,0,0,0,0,0.011368611428575,0,0,-0.0200837551052124,-0.0120966213246543,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0548263045787335,0,0,0,0,0,0,0,0.0848297251571433,0,0,0,0.203267530708825,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.029254018926697,0,0.199789291522851,0,0.00507556201760037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519549963693006,0,0,0,-0.00984432741255555,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0118268299191196,0,0,0,0,0.0809627603507257,0,0,0,0,0.188528077762515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698423496794185,0.0227939016046959,0,0,0,0,0,0,0,0.0244446978360421,0,0.171046459739552,0,0.0238876739441686,0,0,0,0,0,0,-0.00679901131131415,0.0156899524112968,0,0,0,0,0,0
X601600.SH,0,0,0,0.0462278212781334,0,0,0.0727916229745165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138204244238708,0,0.0861127460065811,0.0247619397651973,0.0336578731153783,0,0,0,0,0,0,0.0212836223037432,0,0,0,0.0171655764480891,0,0,0,0,0,0,0.0792804323573045,0,0,0,0.110933752829887,0,0,0,-0.00648379642462391,-0.0459888841543658,0,0,0,0,0,0
X600886.SH,0,0,0,0.0561455274476539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488739302327246,0.0365747500158757,0,0,0,0,0,0.0413368234162154,0,0,0,0.0419789827768186,0,0,0,0,0,0.0448266506192217,0,0,0.0556504316162633,0,0,0,0,0,0,0.00741978330104424,0,0,0,-0.00424207041488544,0.00381657435739382,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269244800203942,0.120861374938642,0,0.132382277230266,0,0,0.0386572694741182,0,0,0,0,0,0,0,0.00782626007049646,0,0,0,0,0,0,0,0,0,0,0,0.00824958443033064,0,0,0,0.0178354077319759,0,0,-0.00039103208805138,-0.0138652227238784,0,0,0,0,0,0
X600188.SH,0,0,0.303542212511364,0.0705872124685976,0,0,0.153722385728137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705821597600075,0,0.0757162764580248,0,0,0,0,0,0,0,0.154098638927711,0,0.13061419786656,0,0,0,0,0,0,0,0,0,0,0.0466853703790267,0,0,0,0,0.0487081094817511,0,0,-0.00881387600437918,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.00458869856066375,0.00583158230428671,0,0,0,0,0,0.0307268878721261,0,0,0,0,0,0,0,0,0,0,0.185279879586228,0.0625009801002293,0,0,0,0,0,0,0.0605810791709961,0.0376723675993694,0,0,0,0,0,0,0,0,0,0,0,0,0.0871821178962646,0.0126164426752376,0.0737744050397257,0,0,-0.00201622108603757,-0.00751148722761455,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.545104651315418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778865155658463,0,0,0,0,0,0,0,0,0.165050572086501,0,0,0.0153684891507983,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.112359321764308,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127635007626713,0,0.122863038167909,0,0,0,0,-0.0196244451673385,0,0,0,0,0,0,0,0.10766863950076,0,0,0.122666565984527,0.0137526764077865,0.102933419505994,0,0,0.142055059066342,0,0,0,0,0,0.00574852546903256,-0.0558689088990344,0,0,0,0,0,0
X000898.SZ,0,0.172029856312445,0,0,0.135221557967845,0,0.0557692013180272,0,0,0,0,0,0,0,0,0,0,0,0,0.0659567717386159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199212486903598,0,0,0,0.0899826634344609,0,0,0,0,0,0,0,0,0.0432655864587884,0,0.127063970868268,0,0,-0.00397884994124047,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0285518321308597,0.0486622717493659,0,0.032215751932291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974203976526133,0.629657101959148,0,0,0,0,0,0,0,0,0,0,0.0831604143769437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125256932450698,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111652675925876,3.46944695195361e-18,0.147199555704268,0,0,0.198575089425939,0,0,0.275090584806886,0,0,0,0,0,0,0.0317741411834707,0,0,0,0,0,-0.0279237167161391,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0261027205863795,0,0,0,0,0,0,0.257358715055203,0,0,0,0,0.00718381332955326,0.148241727781626,0,0,0,0,0.0827027024738049,0.0100191891799692,0,0,0,0,0,0,0.0375740042561468,0,0,0,0,0.0327983828639283,0,0,0,0,0,0,0,0,0,0.0786987876092178,0,0,0,0.0101823408486541,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.085414920075947,0,0,0,0,0,0,0.0755468806099106,0,0,0,0,0,0,0,0.245540257168924,0,0,0,0.0283004060499943,0.167761254535448,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.24090089683279,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,-0.0799060626390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921424043886728,0,0,0,0,0,0,0,0,0,0,0.10298534966864,0,0,0,4.33680868994202e-19,0,0,0,0,0.0491477683092098,0,-0.100252335218105,0,0,-0.0675166565952147,0,0,0,0.0231209941571248,0,-0.0221774094229925,0,0,0,0,0,0
X000709.SZ,0,0.0758479344410041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455613051248022,0,0,0,0,0.24400233431448,0,0,0,0,0,0,0.0204686863989878,0.0661202414651036,0,0,0,0.103602249921976,0,0,0,0,0,0.0194072428644413,0,0,0,0,0,0,0,0,-0.00804564538452318,-0.00404887604457623,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.107059134264042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184590744283207,0.0507593307435203,0,0.227526179670873,0,0,0,0,0,0,0,0,0,0,0,0.0305996565448812,0,0,0,0,0,0.190543267682658,0,0,0,0,0,0,0,0,-0.0125100717819025,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205716940370802,0,0.144122218886059,0,0,0,0,0,0,0,0,0.209863000144837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656758099592885,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.0252715626227479,0,0.701214600627261,0,0,0,0,0,0,0,0,0.174182824270248,0,0,0,0,0,0,-0.00493698850611672,0,0,0,0,0,0,0,0.0333875919493672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192174695288541,0,0,-0.00732464394701808,0,0,0,0,0,0,0
X600808.SH,0.0313290031228101,0,0,0,0,0,0.0389854663788013,0,0,0,0,0,0,0,0,0,0.0277507190283175,0,0,0,0.108258210655266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368404326403227,0,0.0818989807082985,0,0,0.0103329042829293,8.67361737988404e-19,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.0789504308860166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210846171148088,0.0344923404711283,0,0.10970765206465,0,0,0,0,0,0,0,0.0953249343947655,0,0,0,0,0,0,0.0623568841359131,0,0,0.340107309123521,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0187944396139849,0,0,0,0,0,0
X000629.SZ,0,0,0,0.102694813369544,0,0.0764776031307198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275427788993559,0,0,0,0,0,0,0,0,0,0,0.166701867490918,0,0,0,0,0,0,0.352749274656861,0,0,0,0,0.206773187840005,0,0,-0.0248663699842978,0.0201356231178325,0,0,0,0,0,0
X600801.SH,0,0,0,0.194161577439373,0,0,0.0149914339643631,0,0,0,0,0,0,0,0,0,0,0,0.123236566104795,0,0,0,0.101641674275711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282871117645645,0,0,0,0,0,0,0,0,0,0,0,-0.0149759827696781,0,0,0,0,0,0,0
X601158.SH,0.0822263617361861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612701698924305,0,0,0,0,0.148323003217626,0,0,0,0,0,0,0.00967522141359915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033024522435359,0,0,-0.0121662292546876,-0.00677824479418866,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0.0851205450408739,0.18236824581285,0,0,0,0,0,0,0,0,0,0,0,0.0724514953939796,0,0,0,0,0.0437132691776536,0,0.151567860389791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190891526513681,0,0,0,0,0,0,0,0,0,-0.100756726255789,0.0118671528747913,-0.0215353163565227,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.0570956172200599,0,0,0.0223521320345917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104021735418591,0,0.297391709469197,0,0,0,0,0,0,0.145409475211886,0.289845673982327,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.082305649738929,0.194991235505653,0,0,-0.036795037100149,-0.156621300703606,0,0,0,-0.0822621260956457,0,0
X000825.SZ,0,0,0,0,0,0,0.150082830975775,0,0,0,0,0,0,0,0,0,0,0,0,0.0938526415290248,0,0,0,0.0369128259367881,0.0109699218628048,0.0589440716429696,0,0,0,0,0,0,0.0199294519493738,0,0,0,0.0670310603198664,0,0,0,0,0,0,0.19744549200834,0,0,0,0,0,0,0,-0.0167340427677244,-0.0356174408988967,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0.0561172292730155,0,0,0,0,0,0,0,0,0.103309837144591,0,0,0.0397156320126289,0,0,0,0,0,0.0494451560637584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422808312593377,0,0,0,0,0.0775503311646024,0.169977961166206,0,0,0.0469060795254738,0,0,0.000313160989553352,-0.0514688027340345,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100641662905696,0,0,0,0,0,0,0,0,0,0.130310598014788,0,0,0,0,0.138603652683036,0,0,0,0,0,0,0,0,0.0262919470303343,0.164702641881951,0,0.17465290096308,0,0,-0.0287136235299003,-0.0403851862587374,0,0,0,0,0,0
X600583.SH,0.469029744210777,0,0,0,0,0.0978045758023079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273464992185631,0,0.0784588234693071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268216786293639,0,0,0,0,0,0.394267331460682,0,0,0,-0.0128016183656792,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0.0403725961636897,0,0,0.127233488030567,0,0,0,0,0,0,0,0.257060811379736,0,0,0,0,0,0,0.0786851167492021,0,0,0,0,0,0,0,0.162297124278313,0,0,0,0.0251152569573004,0,0,0,0.0261003711749451,0,0,0,0.0420342679092887,0,0,-0.00314409114388682,0,0,0,0,0,0,0
