,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X000539.SZ,X002466.SZ,X600309.SH,X000630.SZ,X000792.SZ,X600623.SH,X600352.SH,X000709.SZ,X600660.SH,X600098.SH,X000883.SZ,X000898.SZ,X600160.SH,X600021.SH,X002470.SZ,X601918.SH,X600863.SH,X600489.SH,X600808.SH,X000060.SZ,X600578.SH,X600307.SH,X600547.SH,X000629.SZ,X002004.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.483162011212666,0,0,0,0,0,0.130411357944042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293743304983613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225310524521769,0,0,0.0607640220279257,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.166691677557806,0,0,0,0,0,0,0.0669406105216563,0,0,0,0,0,-8.67361737988404e-19,0,0.0414225689705771,0,0.0123839759936128,0,0,0,0,0,0,0,0,0,0,0,0.00337493058727326,0,0,0,0,0.0165337574794634,0.0851523266252578,0,0.000921043665836075,0,0.0485584972904529,0,0,0,-0.0108296952223006,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.208383215515057,5.42101086242752e-20,0,0,0,0,0,0,0,0.0994373644720562,0,0,0,0,0,0,0.0951890094955844,0,0,0.153632970631884,0,0.133024796815913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310200663346636,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.477104388345772,0.0434256650269938,0,0,0,0,0,0,0.0650364128544212,0,0,0,0,0,0,0,0.0131954599714764,0,0,0,0,0,0.0613738498093418,0,0,0,0.0998806124737961,0,0,0,0,0,0,0,0,0,0,0,0,-0.00956442433701576,0.00932523887473975,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0237074978059102,0,0,0,0,0.0523254062469442,0,0,0.0668881483822387,0,0,0,0,0,0.0463089004787048,0,0,0,0,0,0,0,0,0.0112518871850154,0,0,0,0,0,0,0,0,0.286993279175143,0,0,0,0,0,0,0,-0.0703786699282954,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0298920489814605,0,0,0,0.0538501664323814,0,0.123513878985081,0,0,0,0,0,0,0,0.0335518214490051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126087705104238,0,0,0,0,0.0302957487504086,0,0,-6.93889390390723e-18,0,0,-0.044375193829183,0,0,0,0,0,0,0
X600585.SH,0,0,0.0318407784378886,0,0.00939042145378711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852085163343993,0,0.0204729967923256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222891260161446,0,0,0,0.110824534771662,0,0,0,0,0.0503360295030472,0,0,-0.0545600533924133,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165074601103704,0,0,0,0,0,0.115751548993612,0.0605323082221113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405140237812809,0,0.094491991689908,0,0,0,0,0,0,0,0.0585071935676294,0,0,0,-0.0190812512885519,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.00241169302058739,0,0,0,0,0,0,0.122106461365122,0,0,0,0,0,0,0,0,0,0,0,0.195479021271422,0.0280032209330579,0,0,0,0,0,0,0,0,0.0471026921676519,0,0,0,0.0530560204688487,0,0,0,0,0,0,0,0,0,0.0551333797352624,0,0,-0.0401404539348406,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.101890033257301,0,0,0,0,0,0,0.201152252479649,0,0,0.0334093679984297,0,0,0.0433161395420183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173633706755764,0,0,0,0.122600815872762,0,0.155314548075512,0,0,0,-0.0247252211372582,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137416970920736,0,0,0,0.346452684407904,0,0,0.144500363164974,0,0,0.0834204811267492,0,0,0,0,0,0,0,0.0451019664393505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021968521688439,0,0,0,0,0,0,0
