,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X002466.SZ,X002460.SZ,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X000301.SZ,X600489.SH,X601699.SH,X000983.SZ,X600160.SH,X000877.SZ,X600803.SH,X601991.SH,X600426.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X600985.SH,X601168.SH,X600176.SH,X600612.SH,X600219.SH,X002128.SZ,X002271.SZ,X000932.SZ,X000883.SZ,X600096.SH,X600348.SH,X000027.SZ,X000831.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.120654965632136,0,0,0.195872818813343,0.124520151968109,0.102787923241707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012164883302421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306258598884346,0,0.0170810421097553,0,0,0,0,0
X601088.SH,0.0277204876588108,0,0,0,0.182488987957787,0,0.121992277815138,0,0,0,0,0,0,0,0.026424973388721,0,0,0,0,0,0,0,0,0,0,0.0623751752976131,0,0,0,0,0,0,0,0,0,0,0.253939148077352,0,-0.0281178680217058,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156638238247224,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0953477418600778,0.104976584597472,0,0.0779707077701252,0,0,0,0,0,0,0,-0.1181062906157,-0.0359735420069912,0,0,0,0,0,0,0.00769506182835587,0,0,0,0,0,0,0,0,0,0,0,0,0.149306148144996,0,0,0,0,-0.0148474782370506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134163077191517,0,0,0,0.0750448033057193,0,0,0,0.138381256716448,0,0,0,0.244620207603074,0,0,0,0.0331863058524837,0,0,0,0.116237937338634,-0.093350457284991,0,0,0,0,0,0,0,0,0,0.0608670999425673,0,0,-0.0647785564748505,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.169365027740824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681057105166185,0.36477915277979,0.137069947541363,0,0,0,0,0,0,0,0,0,0,0,0.0125206966187233,0,0,0,0.149793264620449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.177327358096011,0,0.110025848206341,0,-0.0379050226153513,0,0,0,0,0,0,0,0,0,0,0,0,0.243971006938073,0,0,0.214639346831677,0,0,0,0,0,0,0,0,0,0,0,0.224449324145141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205563778321226,-0.00474786703884758,0,0.189664063027308,0,0,0,0,0
X600011.SH,0.0453855391653771,0,0,0,0.0083550494691662,0.104174623191226,0,0,0,0,0,0,0,0,0.144274975590036,0,0,0,0,0,0,0.226522219304143,0,0,0,0,0,0,0,0.135420851339045,0,0,0,0,0,0,0,0.00893805612041922,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.00596800557917121,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.15002986865121,0,0,0,0,0,0,0,0,0,0.013518915115243,0,0,0,0,0,0,0,0,0.0610263467304796,0,0,0.0171044041424009,0,0,0,0,0,0,0,0,0,0,0.0560554468785139,0,0,0,0,0,0.0810615998608258,0,0,0,0,0,-0.0564649805411536,0,0,0.00236124035116723,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0991869392638541,0,0,0,0,0,0,0,0,0,0,-0.0648291580934465,0,0,0,0.0090625996454033,0,0,0.765969017203898,0,0,-0.0359417866999156,0,0,4.33680868994202e-19,0,0,0,0,0.145450755021199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0207741555969,0,-0.01971330213419,0,0,0,0,0
X601600.SH,0.262180101048986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124474542710979,0,0,0,0,0,0,0,0,0.0352131211386955,0,0,0,0.141402398220399,0,0,0.124033716995914,0.0280416268180419,0.138649679826448,0,0,0,0.117873751501541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0540988018592571,0,0,0,0,0,0,0,0,0,0.0280820092979013,0,0,0.0570994474795359,0,0,0,0,0,0,0,0,0,0,-0.0420079782612923,0,0,0,0.0411269701283359,0,0,0,0,0.22829918261111,0,0,0,0.0334273324422516,0,0,0,0,0,0.040484305220627,0,0.0799570040830814,-0.027127400513607,0.0291259284120012,-0.0222528294698577,0,0,0,0,0
X600660.SH,0.0414813332405369,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0433087309460486,0,0,0,0,0,0,0,0.00223932152596457,0,0,0,0.109368714150908,-0.0312868330615376,0.045386782122739,0,0,0,0,-0.0924634353212103,0,0,0,0.0734056072769977,-0.113911459169514,0,0,0,0,0,0,0,0,-0.00450604942327298,0.0799544606766533,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.128772216450874,0,0,0,0,0,0,0,0,0,0.343518959918494,0,0,0,0,0,0,0,0,0,0,0,0.0283481451828352,0,0,0,0,0,0,0,0,0,0,0.0796769456198389,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.00960407849576808,0,-0.0163456973946434,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102702525701634,0.151883920323082,0,0.0497821665497492,0,0,0,0.046392595062318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396828328623186,0.10830737196283,0,0,0,0,0,0,0,0,0,0.0455997089206736,8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.188143990373064,0,0.00183364084672965,0,0,0,0,0,0.294482346898222,0,0,0,0,0,-0.00554950325310708,0,0,0.37200803554719,0,2.16840434497101e-19,0,0,0.00168369121560012,0,0,0.0767562039210052,0,0,-0.000425023089770343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443595684969175,0,0,0,0,0.0499427930706721,0,0,0,0,0,0,0,0,0,0.177764599911639,0,0,0.15189445279325,0,0,0.178348512046051,0.0203234961529003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0157503894537194,0,0,0,0,0,0,0,-0.0900534395506613,0,0.121663225440881,0,0,0,0.711238680141102,0,0.0562393584852729,0,-0.0546038963857655,0,0,0,0,0,0,0,0,0,0,0.127442435297108,0,0,0,0,0,0,0.0192099745697137,0,0,0,0,0,0,0,0,0,0,3.84844314030297e-06,0,-0.000963147548572849,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0596715145591984,0,0,0,0,0,0,0,0,0,0,0,0,0.703666998575722,0,0,0,0,0,0,0,0,0,0.00575809407043209,0,0,0.035694284698222,0,0,0.0834114600694408,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0218419214171828,-0.0772469346649842,0,0,0,0,0,0
X600010.SH,0,0,0,0.0400062254945624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197765603026294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246406765450101,0,0,0,0.0194981567111867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515155063555778,0,0,0.125913758176582,0.00287818707229325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109273346135549,0,0,0,0.0476255189008582,0,0.0486351409381277,0,0,0,0,0,0,0,0,0,0,0.0553854712022461,0.10930235904954,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.109830519656185,0.0279743781491912,0,0,0,0,0.0812159004313292,0,-0.0594596500691839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883132629789659,0,0,0,0,0,0,0,0,0.145502049457396,0,0,0,0,0,0,0,0,0.0371857770092906,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.366244989239257,0,0,0,0,0,0,0,0.323311075512496,0,0,0,0,0,0,0,0,0,0,0,-0.125000810611916,0,0,0,0,0.180181215025103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0381904390426122,0,0,0,0,0,0,0.0849083417139441,0.0137371370404811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100993409938757,0,0,0,0,0,0.00864346067841911,0,0,0.0426655672285191,0,0,0.106019782180813,0,0,0.0936488839213432,0,0,-0.0433795147722947,0.0224139719117706,-0.0182769012668117,0,0,0,0,0
X600489.SH,0,0,0.0482773128721592,0,0,0,0,0,0.568182288623738,0.0163311609256254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126044569069534,0.0312970525366043,0,0,0,0,0,0,0.139224865769184,0,0,0,0,0,0,0,0.0659915284328419,0,0,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,-0.0721126695917912,0.0936695538597209,0.26020421758978,0,0,0,0,0,0,0,0,-0.0782765496886131,0,0,-0.0318180623596204,0,-0.015898910358429,0,0,0,0,0,0.249263658900432,-0.0222589281832459,-0.0503419793307387,0,0,0,0,0,0,0,0,0,0.137547797758952,-0.0889100939124753,0,0,0,0,0,0,0,0.345772094764251,0,0,0.00605302501956301,0,-0.129919720288286,0.0548423736398927,0,0,0,0,0,0
X000983.SZ,0.148182368101565,0.111877253957278,0,0,0,0.0245036054636821,0,0,0,0,0,0,0,0,0,0,-0.0700593500798977,0,0,0,0,0,0,0,0.14613737714053,0,0,0,0,0,-0.0175608362003615,0,0,0,0,0,0.478324368758674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600160.SH,0,0,0,0.210432714353476,0,0,0,0,0,0,0,0,0.0764231645815356,0,0,0,-0.122095778388692,0,0,0,0,0,0,0.033397447301449,0,0,0,0,0.196340174441049,0,0,0,0,0,0,-0.177443288520233,0,-0.20933932586654,0,0,0,0,0,0.387091673682328,0,0.328669244948449,0,0.120728075761026,0,0,0,-8.67361737988404e-19,-0.0143308670630214,0,0,0,0,0,0
X000877.SZ,0,0,0,-0.100920955733948,0,0,-0.0898084119839635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815392291938626,0,0,0,0.368892865347695,0.0988432403151103,0,0,0,0,-0.108524702488211,0,0,0,0.136368353419492,-0.169377826494333,0,0,0.151460469900463,0.027223105037334,0,-6.93889390390723e-18,0,0,-0.082660053580016,0,0,0.0156169628072589,0,0,0,0,0,0,0
X600803.SH,0.148855953122418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579779471680862,0,0,0,0,0,0,0,0,0.055438607367029,0,0,0,0,0,0,0,0,0,0,0.0436287785451524,0,0.0876344808004706,0,0,0,0.0395811077224857,0,0,0,0.0991590238398047,0,0,0,0,0.0937288640845535,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.125240624262641,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00950170916149574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828288674040816,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.378418042861014,0,0.168740634863288,0.0762437385701067,0.0548683442312507,0,0,0.0361168194575894,-4.33680868994202e-19,0,0,0,0,0,0
X600426.SH,0,0,0.0146771679465363,0.32185615901012,0.0301811738476177,0,0,0,0,0,0,0.101978394020961,0,0,0,0,0,0.0275618910916623,-0.0328212404642486,0,0,0,0,0.0643662829528259,0.0632614099095689,0.0719963228415206,0,0,0,0,0,-0.0802308672662204,0,0.0266412726492631,0,0,0,0,0.444478150705219,0,0,0,0.0224964571612072,0,0,0,0,0,0,0,0,0,0.0365181295477442,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0.0252151949151911,0,0,0,0.0620601868051979,0,0,0,0,0,0.433853206352465,-0.00676538247108972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240938201485242,0,0,0,0,0,0,0,0,0.0270305616345236,0,0,0,0,0,0.0139825243472739,0,0,0,0,0,0
X000408.SZ,0.125959567115274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225505990752612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467403422313635,0,0,0,0,0,0,0,0.307563511999807,0,0,-0.0601935225332651,0,0,0,0.0106101993467877,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.185309721541237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670091608944927,0,0,0,0.0501231195883671,0,0.0988329062599087,0,0,0,0,0,0,0,0,0,-0.138215675696391,0.0197797753278721,0,0,0,0,0.110406705384754,0,0,0,0,0.134576052220513,0.102091413023724,0,-0.0375073033259916,0,0,0,0,0,0,0
