,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X002466.SZ,X601898.SH,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X600886.SH,X300072.SZ,X600111.SH,X000898.SZ,X600176.SH,X601992.SH,X000786.SZ,X600352.SH,X000553.SZ,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X002271.SZ,X000825.SZ,X000408.SZ,X601699.SH,X600426.SH,X601158.SH,X600489.SH,X002470.SZ,X600808.SH,X600219.SH,X000883.SZ,X600157.SH,X600315.SH,X000830.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0538627746168633,0,0,0,0,0,0,0,0,0,0,0,0,0.0679518705093075,0,0,0,0,0,0,0,0,0.121871509285424,0,0,0.144364328227123,0,0,0,0,0,0.010300286764916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393916773608073,0,0.0184878038422638,0,0,0,0,0,0,0
X600028.SH,0,0,0.2189118860676,0,0,0,0,0,0,0,0.00170043848985473,0,0,0,0.446259041274189,0,0,0,0.0589014925403915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154838095274617,0,0,0,0,0,0
X601088.SH,0,0.081187571939372,0,0.296553549460137,0.0326630261395637,0,0,0,-0.0187255044768404,0,0,0,0,0,0,0,0,0,0,0,0,-0.00940741431141413,0,0,0,0,0,0,0,-0.117316345401691,0,0,0,0,0,0.349118370267834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019475281080916,0,0,0,0,0,0
X600019.SH,0,0,0.490787152059904,0,0,0,0,0.206605317255487,0,0,0,0,0,0,0,0,-0.0272652328840095,0,0,0,0,0,0,0,0,0,0,0,0,-0.107916448127423,0,0,-0.193388979438622,0.0757739968771081,0,0,0,0,0,0,0.140448889968887,0,0,0,0,0,0,0,0,0.0055321671775768,-0.000415396749761059,0,0,0,0,0,0
X600585.SH,0,0,0.535061154062677,0,0,0,0,0.0637271646797749,0,0,0,0,0,0,0,0,0,0.077920474751024,0,0,0,0,0,0,-0.0100372667178224,0,0,-0.0375684009930888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697036771981195,0,0.155141127197808,0,0,0,-0.00530504427800665,0.055006799364178,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107071604418058,0,0,0,0,0,0,0.168776466126906,0,-0.173518805049691,0,0,0.152944224169459,0,0,-0.00297395732361617,0,0.0426168950390834,0,0,0,0,0,0.00691211100280678,0,0,0,0,-0.00124025842543538,-0.00648542429437254,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.043711592540542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200971765879978,0,0,0.00415276528593974,0,0.0740888266713162,0,0,0,0.0340052418380235,0,0,0.0320270521567394,0,0,0,0,0,0.0480639826058832,0,0,0,0,0.0150846554594926,0,0,0.172994947472016,0,-0.00437582360990784,0.000575435162407894,0,0,0,0,0,0
X600188.SH,0,0,0,0.571749041182084,0,0,0,0,0,0,0.0691971654726716,0,0,0,0,0,0,0.0595217051001836,0,0,0,0,0,0.33546189016333,0,0,0,0,0,0,0,0,0,0,0.0283726697392608,0.0232108641887684,0,0,0,0,0,0,0,0.12429863293525,0,0.0933052323663566,0,0.211302859380609,0,-8.67361737988404e-19,0.0244113138193133,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675033910035157,0.508382648802819,0,0,0,0.135297859882092,0,0,0,-0.0179935700061928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328487544563391,0,0,0,0,0,0,0,0,0,0.0396221664696821,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0395383684190077,0,0,0,0,0,0,0.22121020137726,0,0,0,0,0,0,0,0,0,0,0.0791302162126725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09837158724133,0,0,0,0,0.0542745807730019,0,0.105388490829241,0,0.0125044698973715,0,0,0,0,0,0,0
