,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X300072.SZ,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600886.SH,X600547.SH,X000709.SZ,X600027.SH,X600339.SH,X002466.SZ,X600157.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600008.SH,X600489.SH,X600299.SH,X002460.SZ,X000883.SZ,X600352.SH,X600219.SH,X600583.SH,X600578.SH,X000723.SZ,X600176.SH,X000630.SZ,X002271.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000792.SZ,X000027.SZ,X000600.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.18800422479387,0,0.00845866818939226,0,0,0,0.0637686924955502,0.0433967672132283,0,0,0,0,0,0.158485896272617,0,0,0,0.0491945695617435,0,0,0,-0.00522105191152214,0,0,0,0,0,0,0,0,0,-0.0263353265947341,0,0,0,0.0164539077766047,0,0,0,0,0,0,0,0,0,0,-0.0279391944578308,0,0,-0.0131890394077859,-0.00102542850808197,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0252453037084309,0.0451258324481923,0,0.098435918571067,0,0,-5.42101086242752e-20,0,0,0,0.0745575871268224,0,0,0.0299637439499748,0,0,0,0,0,0,0,0,0,0,0,-0.0349860650270375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721858099360527,0,0,-0.00260602605749479,-0.0081144197636514,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00171408232236814,0,-0.040662166197119,0.0210543029963615,0,0,-0.0452598238088319,0,0,0,0,0,0,0.0570836142273227,1.73472347597681e-18,0,0,0,0,0,0,0.108756745815863,0,0.00951963263493893,0,-0.0273438929076845,0,0,0,0,0,0,0,0,0,0,0.00905430507368823,0,1.73472347597681e-18,0.194173554194918,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.000262111563962034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198017972982158,0,0,0.511179636971369,0,-0.0642557697355765,0,0.0460349008387101,0,0,0,0,0,0,0.0644986640991037,0,0,0,0,0,-0.0259419684585066,0,0,0,0,0,0,0,-0.0198383111570626,0,0,0,0,0,0
X600011.SH,0,0,0.123382948436695,0,0,0,0,0,0,0,0,0.107346830883136,0,0,0,0,0,0,0,0,0.0422295446161741,0.409846176840567,0,0,0,0,0,0,0.00282935739735366,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0607170702966243,0,0,2.16840434497101e-19,0,0,0.091931758512305,0,0,0.0195790388148264,-0.0176907586002518,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0980002101009778,0,0,0,0,0,0,0,0,0,0,0,0.168774613843258,0,0,0,0.021373147297301,0,0,8.67361737988404e-19,0,0,0.0517207779183576,0,0,-0.00749998398790875,0,0,0.11327977376777,0,0,0,0,0,0,0,0,0.0368060644794888,0,0,0,0,0,-0.0734529927526589,-0.0184609704185758,0,-0.0181527732653634,-0.00746277245966759,0,0,0,-0.109372692006564,0,0
X600010.SH,0,0,0,0.125679255195552,0,0,0,0,0,0,0,0,0,0,0.179289802976499,0,0,0,0,0,0.0553334478150282,0,0,0,0,0,0.0407238559545999,0,0,0.139541107735056,0.0882784538832735,0,0,0,0,0,0,-0.0310279756068969,0,-0.0419105171560304,0,0,0,0,0,0,0.0745964154440178,-0.088569924993528,0,0,0.00513735953778215,0.0082740670997076,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644370098429234,0,0,-0.0971490187628234,0,0,0,0,0.265347258304152,0.242002757124451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817592821832843,0,0,0.023465725341203,0,0,0,0,0,0,0
X601898.SH,0,0,0.156167087051376,0.0313234143313391,0,0,0,0,0,0,0,0,0,0.0243868107854253,0,0,0.265726555863143,0.0162104112690188,0,0,0,0,0.0218968629241531,0.0524389641966241,0,0,0,0,0,0,0,0,0,0,0,0,0.109271760000884,0.0412860073177147,0,0,0,0,0,0,0,0,0,0,0,0,-0.01570095053084,0.00403478545396283,0,0,0,0,0,0
X600688.SH,0.207306587347802,0.126329088761676,0,0,0,0,0,0,0,0,0,-0.0626388059919618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442395930579278,0,-0.012001962137946,0,0,0,0.05394340720543,0,0,0,0,-0.0192853552879,0,0,0,0,0,-0.00875896099159076,-0.0266899651552138,0,-0.0198113620606828,-0.00351671346187977,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.393730085240627,-0.115635720010373,0,0,0,0,0,0,0,0.456805585004517,0,0.293663646545085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177182270252378,-0.022790361651864,0,-0.252165193100185,0,0,0,0,0,0,0,0,0.0539086718473825,0,0.151156359895008,0,0,0,0,0,0,0.105126048355969,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940730251772321,0,0,0.0232572581306544,0.00550365457063891,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0170200909674547,0,0,0,0,0,0.0570369303727019,0,0,0.00882923121481773,0,0.0272266333752684,0,0,0,0.0199713731831797,0.0797382844582688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168474536891217,0.00879167643349377,0,0,0,0,0,0,0,0,0,0.0148103429175967,0,0,0,0.0193624414402284,0,0,0,0,0,0
X600309.SH,0,0,0,-0.254398410732324,0,0.0956997788905826,0,-0.0443425591339706,0,0,0.0996573103731591,0,0,0,0,0,0,0.383674243265649,0,0,0.0657275378313045,0,0,0,0,0,0,0,0,0,0,0,-0.0801826084432377,0,0,0,0,0,0,0.0659021152525257,0,0,0,0,0,0,0,0.0682021084554474,0,0,0,0.00506668446594079,0,0,0,0,0,0
X601600.SH,0.23854443813525,0,0,0,0,0.0179158616022955,0,0.0406103924224744,0,0,0,0.0512693339625478,0,0,0,0,0.528555574267608,0,0,0,0,0.282961472695001,0.155412743575112,0,0,0,0,0,0,0,0,0,-0.0150650274585928,0,0,0.0273648707414562,0,0,0,0,0,-0.0222408352881283,-0.0959929594921315,0,0,0,0,0,0,0,0,0.00869914890198244,0,0,0,0,0,0
