,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600803.SH,X600489.SH,X000708.SZ,X000807.SZ,X000301.SZ,X600027.SH,X002466.SZ,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600426.SH,X600176.SH,X002128.SZ,X000983.SZ,X601168.SH,X000630.SZ,X000933.SZ,X002353.SZ,X600096.SH,X601699.SH,X000877.SZ,X600378.SH,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600995.SH,X000883.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0560550923924681,0.369242420643155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271893315168821,0,0,0,0.0183506245156147,0,0,0,0,0,0.014024279884039,0,0,0.0760723758327515,0,0,0,0,0,0,0,0.102505050985664,0,0,0,0,0,0,0,0,0,0,0.0232850896515108,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.567499795169275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255784143487091,0,0.00698209714833199,0.0987394782337893,0,0,0.0373453438612476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108453313524232,-0.0155307158828966,0,0,0,0,0,0
X600028.SH,0.0335666509515266,0.195023178218429,0,0,0,0.1664555647889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903963264328485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211879624766718,0,0,0,0,0,0,0,-0.0688983766803994,0.00784095751462966,-0.00455252233303994,0,0,0,-0.0101115922815324,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135168150074988,0.0368070926797251,0,0,0.169178281107221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651726492393739,0,0,0,0,0.100205729813993,0,0,0.0197302560439857,0,0.0311409305804221,0,0,0,-0.0831738288702875,-0.0163522322754713,0.00492243320509256,0,0,0,0,0,0
X600660.SH,0.0170042004713912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141033253150971,0.144086470855854,0,0.19799921603662,0,0.0545810589605909,0,0,0,0,0,0,-0.0793729067172848,0,0,0,0,0,0,0,0,0,0,0,0,0.169590906640443,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00977290819835678,0.00861956793994993,0,0.0545962886914547,0,-0.159860409447013,0,0
X601898.SH,0.068052606177425,0.289733687812948,0,0,0,0,0.166759305092351,0.441813633381386,0,0,0,0,0,0,0,0,0,0,0,0,0.00659347759376759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314980615827959,-0.0279626677829416,0,0,0,0,0,0,0,0,0,0,0,0,0.0166213863818366,-0.00569442314311038,0,0,0,0,0,0
X600019.SH,0,0.0789774744050969,0,0,0,0.137408902716668,0,0,0.208081460914941,0,0,0.158646717706126,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0195966584943523,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.033286010072187,0,0,0,0,0,0,0,0,0,0.00861605541220744,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0699949574870366,0,0,0,0,0,0,0.144995323285115,0,0,0,0.0319714812963968,0,0,0,0,0,0,0,0,0.0320198303756133,0,0,0,0,0,0,0,0,0,0.110391228564962,0.000644215173041571,0.0146361126716977,0,0,0,0,0,0.167096077535309,0.0908247047014364,0,0,0,0,0,0,0,-0.00949189942324806,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399169254605561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139649457083728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169165239579046,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270949535055486,0,0.0279686914789168,0,0,0,0,0,0,0,0,0,0,0,0.23061528778413,0,0.0591417426647528,-0.00619071502258439,0,0,0,0,-0.0220915378034079,0,-0.0214604712678605,0.00923010915770021,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0156762494046145,0,0,0,0,0,0.0210400525116977,0,0,0,0,0,-0.0236002477174175,0.511951577719945,0,0,0.00701658790001578,0,0.068567813928237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500609038395126,0,0,0,0,0,0,0,0,0,-0.00145118845770751,-0.00021012383103414,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.134741869145989,0,0,0,0,0,0,0,0,-0.103548464570785,0,0,0,0.0421538544166063,0,0,-0.0665024460847524,0,0,0,0,-0.0183090512070924,-0.056737023705539,0.014018517873039,0,0,0,0,0,0,0,0,0,0,0,0.159430974083472,0,0,0,0,0.164212131608909,0,0,0,0,-0.0711677636908852,0.0115317351118268,-0.0229864117563264,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00601672286297939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192711236087323,0,0,0.181338184487006,0,0,0,0,0,0,0,0,0.075180937342583,0,0,0,0,0,0.0833376295919522,0,0,0,0.103463602570767,0,0,0,0,0,0,-0.0058293219782637,-0.0123784409862995,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411244203455595,0.0964948955949767,0,0,0.00372560923754228,0,0,0,0,0,0,0,0.284110637045034,0,0,0.0240916718593984,0,0,0,0,0,0,0,0.148714100716215,0,0,0,0,0,0,0.100794534492281,0,0,0,0,0,0,-0.00433514781793275,-0.00258458225111302,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298331617288414,0,0,0,0,0,0,0,0,0,0,0.0163338653212913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275854399762372,0,0,0,0,0,0.0525886815721191,-0.0464114409314269,0.039128076700667,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398331722896323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155279969469971,0,0,0,0.042205249324901,0,0,0,0,0,0,0.0191005486329196,0,0.11011351755527,0,0,0.368482678861739,0,-0.0197835984913195,0.00845871629600753,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.116561064909135,0,0,0,0,0,0,0,0,0,0,0,0.0448576584278955,0,0,0,0,0,0.0967380513424589,0,0,0.0350136506574533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791967528902334,0,0,0,0,0,0,-0.00521133770834944,-0.0114769641102902,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.267111976541196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969037932144747,0,0,0,0,0,0,0.0213581075805201,0,0.0475496349485654,0.200898271665277,0,0,0,0.0732252646557659,0,0.0278651670989276,0,0,0,0,0,0,0,-0.00483780326018602,0,0.00264081354709464,0,0,0,0,0,0
X600160.SH,0,0,0,0,0.153596739074675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110533110372936,0,0,0,0,0.15040698019771,0,0,0.00830438496259788,0,0,0,0,0.0675742964210972,0.150317151315351,0,0,0,0.268697328892737,0,0,0,0.112926865585205,0,0,0,0,0.0329656817533997,-0.0877604119327062,0,0,0,0,0,0
X002460.SZ,0,-0.0379733107603997,0,0,0,0,0,0,0,0,-0.0651732747436339,0,0,0,0,0.0447837825524647,0,0,0,0,0,0,0,0,0.0380857156158552,0,0.965010426318871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609459050826428,0,0,0,0,0,0.0279469783884564,0,0,0,0,-0.0281412187726973,0.0244843592213406,0,0,0,0,0,0
X600803.SH,0,0,0,0.038382689533109,0,0,0.145883450357699,0,0,0,0,0.109022616178114,0,0,0,0,0,0,0,0,0,-0.0895770856722792,0,0,0,0.132181704686393,0,0,0,0,0,0.0977430673948902,0,0,0,0,0,0,0,0.0210441381226641,0,0,0,0,-0.0321658636947917,0,0,0,0,0,0,-0.00956922916737166,0,0,0,0,0,0,0
