,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X600188.SH,X601600.SH,X300072.SZ,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000723.SZ,X000898.SZ,X000408.SZ,X600583.SH,X000883.SZ,X600352.SH,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X000959.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X000060.SZ,X000012.SZ,X002460.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0619175710500415,-0.0143381790397439,0,0.0151222287889275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489470184596925,0,0,0,0,0.000258773182714045,0,0,0,0,0,0.040792391597714,0,0,0.010328722586519,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0395132600901725,0,0.0361792698061367,0,0,0,0,0,0,-0.0414391664731453,0,0,0,0.028937979956181,0,0,0,0.0125200937393678,0,0,0,0,0.0103019584067243,0,0,0,0.0596079636349436,0.0507104416784922,0,0,0,0,0,0,0,0,0,0,0,0,-0.00711949395484201,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.156461771594893,-1.73472347597681e-18,0,0.0678667595221338,0,0,0,0,0,0,0.0584886597515364,0,0,0,0,0,0,0,0.0571323197761526,0.00348460039558913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142797665546572,0.0874209300304897,0,0,0.0556605208467905,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.125608114427481,0,0.00132694027099374,0,0.0639969348267175,0,0.0280498464006549,0,0,0,0,0,0,0,0,0,0,0,0,0.0343842616809907,0.0162373780382945,0,0,0,0,0,0,0,0,0.111442835891269,0,0.141650872931091,0,0,0,-0.0776649883857807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.159588623723669,0,0,0,0,0,0.00247351156693293,0,0,0.0179425541019854,0,0,0,0,0,0,0,0,0,0.054040753237302,0.0904545666129811,0,0,0,0,0,0,0,0.00801273449122281,0.0215295817109223,0,0.0998700841307256,0,-0.0144575928452808,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.00197727203907214,0,0.136411469662627,0,0,0,0,0,0,0,0,0,0.0991503967483437,0,0.140209528921122,0.130895384669094,0,0,0,-0.0928264171240939,0,0,0,0,0,0,0,0,0,0.0930043461465619,0,0,-0.0320335053726965,0,0,0,0,0,-0.00673507349966278,0,0,0,0.00826563481325912,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0308861769267984,0,0,0,0,0,0,0,0,0,0,-0.0413578639267412,0,0.0269891719835462,0,0.00906673744410327,0,0,0,0.00267825994446396,0,0,0,0,0,0,0,0,0,0.0235057330093981,0,0,0,0,0,0,0,0,0,0,0,0,-0.069834493159223,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.016130826374297,0,0.000690892040710963,0,0,0,0,0,0,0,0,0,0,0.0503644657799746,0,0,0,0.0840770696215278,0,0,0,0,0.05617519794968,0,0,0,0.064024601777768,0,0,0,0,0,0,0,0,0,0.0139337788700331,0,0.402199623514413,0,-0.00615350742114096,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.125460076199036,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415988541098335,0,0,0,0.0407903000047984,0,0.0171634731622269,0,0.0226300928705763,0,0,0,0,0,0,0,0,0.168028537174469,0.000305756792439737,0,0,0,0,0.0940618619610987,0,0,0,0,0.0729573511777358,0,0,-0.00512133574502557,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584620003723882,0,0.0705055346341514,0,0.0360619833362941,0,0,0,0,0,0,0,0,0,0,0,0,-0.262519722223742,0,0,0,0,-0.199483904026888,0.224497243774895,0,0,0,0,-0.0622260506386272,0,0,0.0463361828603291,0,0,0,0,0,0,0
