,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X600489.SH,X601992.SH,X600111.SH,X600309.SH,X600660.SH,X600886.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X002075.SZ,X000792.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600352.SH,X000935.SZ,X600549.SH,X000539.SZ,X000027.SZ,X000630.SZ,X600176.SH,X600021.SH,X600126.SH,X601699.SH,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265255805068203,0,0,0,0,0,0,0,0,0,0.0325896312881623,0,0.0881069402905793,0,0,0,0,0,0,0.0589454442148228,0,0,0,0,0,0,0,0,0,0,-0.00132749566619765,-0.0167582191196065,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0130829976123822,0,-0.0444089716971808,0,0.0531323672393307,0,0,0.0184578757377079,0,0,0,0,-0.00567852865785588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377542178498564,0,0,0,0,0,0,0.0409950656067476,0,0,0,0,0,0,-0.0166196421582888,0,0.073238120408284,0,0,-0.0199867157382897,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.162836104830432,0,0,0,0,0,0.0181356055089159,0,0,0,0,0,0,0,0,0.077757618956957,0,0,0,0,0,0,-0.0407568032463038,0,0,0,0,0,0,0,0,0,0.0160052845710325,0,0,0,0,0,0,0.0585239658163477,0.0624320050179901,0,0,0,0,-0.0472360249136666,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0344788344307532,0,0.0998295269081915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177807036550381,0,0,0,0,0,0,0,0,0,0,0,0,0.114353609860506,0.04404742670477,0,0,0,0,0,0,0,0,0,0,0,-0.0630550321873205,0.0658475840249656,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527215310796259,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300406098276521,0,0,0,0,0,0,0,0,0,0.15505892395581,0,0,0,0,-1.0842021724855e-19,0,0.100494679118317,0,0.010848623177296,0.0259586355775552,0,0,0,0.0939965072160473,0,0.0092936557002861,0.0964954324005443,0,0,0,0,0,0,0,0,0.0683331651994674,0,-0.004827736051168,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0852297153889872,0,0.255356284453072,0,0,0.0136116881744731,0,0,0,0,0,0.150232927836106,0,0,0.127956407429282,0,0,0,0,0,0,-0.280195404684615,0,0,0.0141306272348374,0,0,0,0,0,0.0359005656468835,0.0503929738846714,0,0,0,0,0,0,0,0,0,0,0,0,0.0151784103646986,0,0,0,0,0,0
X601898.SH,0,0,0.0307204185054622,0,0,0,0,0,0,0,0.104220594900763,0,0,0.0247279152130822,0,0,0,0,0,0,0,0,0,0,0.007908852407063,0.0983467820004798,0,0,0,0,0,0,0.0115015954127606,0,0,0,0,0,0,0.0103053426994308,-0.0908321057011097,0,0,0,0,0,0,0.437326426294442,0.0897988667757738,0.0199673816583492,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902602700343437,0,0,-0.0116127320061925,0,-0.109646148439941,0,0.0657641188519728,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194816529690356,0.0605516795546261,0,0,0,0,0,-0.00389103149003528,-0.125756357739686,-0.18403779137334,0,0.161294453794193,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000693759337125236,0,0,0.0692882697977399,0,0,0,0,0,0,0.00854868396208698,0,0,0,0,0,0,0,0,0.0969578520969194,0,0.0260190395460822,0,0,0,0,0,0,0.043657103088197,0,0.106033064947394,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623343252502074,0,0,0,0,0.0953977413488444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100207450233991,0,0,0.587498919894315,0,0,0.0679077020894139,0,0,0,0,0,0,0,0,0.111604818878019,0,0.031936467265028,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203236006173074,0,0,0,0,0,0,0,0.046092539315604,0,0.0144317062807699,0,-0.0243253046956283,0,0,0.0769292891514017,0,0.0349246448018415,0,-8.67361737988404e-19,0,0,0,0,0,0.019521664831776,0.00569943364860418,0,0,0,0,0.0575948744590404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
