,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X000786.SZ,X600188.SH,X600111.SH,X002466.SZ,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X000027.SZ,X601991.SH,X600795.SH,X600803.SH,X600219.SH,X600352.SH,X600489.SH,X000932.SZ,X600801.SH,X000408.SZ,X000807.SZ,X600688.SH,X000825.SZ,X000898.SZ,X000959.SZ,X300037.SZ,X601699.SH,X002353.SZ,X600315.SH,X000830.SZ,X600157.SH,X002080.SZ,X600486.SH,X600299.SH,X000983.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278031959602251,0.0129129369309057,0,0.0658788231712875,0.09575391642364,0,0,0,0.00428495452009695,0,0,0,0,0,0,0,0,0.00134952340186431,0,0.218558524279857,1.73472347597681e-18,0,0.0235655927699178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142116402260862,0.0742740932244742,0,0,0,0.00723096903577789,0,0,0,0,0,0,0.00583579573604332,0,0,6.93889390390723e-18,0,1.73472347597681e-18,0.0795950576419926,0,0,0,0,0.00816355360444615,0.147247252889468,0,-0.140126860445971,0,0,0.0305985944003164,0,0,0.0330277784974716,0,0,0,0,-0.0238260047724479,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116647587531161,0.0300707378831236,0,0,0,0,0,0.0963430307210614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359925865317116,0,0,0,0,0,0,0,0,0,0.099094144179919,0,0,0.00537695204813313,0,0,0,0,-2.16840434497101e-19,0,0
X600309.SH,0,0,0,0,0,0,0.0669967671661511,0,0,0,0,0,0,0,0,0.258461113942136,0,0,0,0,0.126738106347391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977329390683759,0,0.0220131362083443,0,0,0,0,0,0.0384376374136505,0.0478835792911069,0,0,0.0851141283396044,0,0,0,0,0,-0.0241047643146865,0,0,0,-0.0250287551250578,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0229632095669529,0,0,0,0,0,0,0,0.0313906407750263,0,0,0,0.0133841927323016,0,0,0,0.0374025410622058,0,0,0.0275150522209863,0,0.00582643719195289,0.00308849436365552,0,0,0,0,0,0,0,0,0,0,0,0.0210649718608118,0,0,0,0,0,0,0,0,0,-0.00734637009224426,0,0
X600019.SH,0,0,0,0,0,0,0.0621064715432516,0,0,0.0524962236316209,0,0,0,0,0,0,0.0191365286507171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186317951673517,0,0,0.103100901698322,0,0.124742391154028,0.126791956041076,0,0,0,0,0,0.00620375943140463,0,0,0,0,0,0,0,0,-0.00877380845280523,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.207024066805245,0,0,0,0,0,0,0.0740877955071533,0,0,0,0.528399859923033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237734893910482,0,0.0681532287077639,0,0.0587912455386649,0,0,0,0,0,0,0,-0.0215338883105337,-0.00959753731247577,0,0,0,0.015034497926086,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.147293676935317,0,0,0,0.154989551824776,0.0437412617593356,0,0,0.0386342794905591,0,0,0,0,0.183833966605654,-0.0440764552378611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234529823206201,0,0,0,-0.0194334789790098,0,0,0,0,0,0,0,0,-0.0123096433427627,0,0,0,-0.0132708198415685,0,0
X002271.SZ,0,0,0,1.73472347597681e-18,0,0,0.0667869318303721,0,0,0,0,0,0,0.0211229440280981,0,0,0,0,0.0524183422832457,0,0.0976986027294822,0,0,0,0,0,0,0,0.0350442939996026,0,0.0228897088537957,0,0,0.162138698733842,0.0167127506852654,0,0.031159126585019,0,0,0,0,-0.043235925776549,0.0831581909004338,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.151122343460584,0,0,0,0.0223996358255955,0,0
X000708.SZ,0,0,0,0.0828112970436165,0,0,0,0,0,0,0,0,0,0,0.0432147127224156,0,0,0,0.00427059913160592,0,0,0,0,0.0459163032207993,-0.0572653098465381,0,0,0,0,0,0,0.110623876080579,0,0,0,0,0,0.177743394991067,0,0,0,0,0.136769647249506,0,0,0.0206396294608748,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271232247858621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260608379677717,0,-0.0674884649721659,0.239045378873387,0,0,0,0,0,0,0,0.0134914094104856,0,0,0,0.181293067274163,0,0.11474772327677,0,0,0,0,0,0,0,0.0147497778666112,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229279175688273,0,0,0,0,0,0,0,0.0357379297044375,0,0,0,0,0,0.139300527862463,0,0,0.0780918093910574,0,0,0.0780407622665115,0,0,0,0,0,0,0,0.0539113755557635,0,0,0,0,0,0,-0.0262222908382913,-0.0165002095663664,0,0,0,0.012269001925473,0,0
X601600.SH,0,0,0,0.00982647210920406,0,0,0,0,0,0,0,0,0,-0.1241445214684,0.114895866778516,0,0,0,0,0,0,0,0,0,-0.045258320122005,-0.0601199486095332,0,0,0,0,0,0,0,0,0.392324127832591,0,0.00954798066288195,0.123757975886416,0,0,0.0481541236552755,0,0,0,0,0,0,0,0.0853553582699252,0,0,0,0,0,0,0,0,0,0
