,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X600801.SH,X002460.SZ,X600188.SH,X002466.SZ,X600795.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X002271.SZ,X600111.SH,X601992.SH,X000723.SZ,X600176.SH,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600489.SH,X000898.SZ,X600299.SH,X600219.SH,X000709.SZ,X000883.SZ,X601158.SH,X600612.SH,X000553.SZ,X000629.SZ,X000630.SZ,X000027.SZ,X000792.SZ,X600808.SH,X000825.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0135509458287019,0,0,0,0,0,0,0.0793610302906723,0,0,0,0,0.0507222966008254,0.0310052639835553,0,0,0.0256702337792419,0,0,0.214912107395831,0,0,0,0,0,0,0.0260135676045391,0,0,0,0,0,0.17161015000051,0,0,0,0,0,0,0,0.0252423353166163,0,0,0,0,0.0513403141319425,0,0,0,-0.00641571175788674,0.00624305958418612,0,0,0,0,0,0
X600028.SH,0.0079034899828409,0,0,0,0,0,0,0,0.026924984335049,0.0543221544572508,0,0,0,0,0,0,0,0,0,0,0,0.226718923936112,0,0,0.0220605835344431,0,0,0,0,0.0698401679616431,0,0,0,0,0.0740968826286203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146874604346303,0,0,0,0,0.00463594625284483,0,0
X601088.SH,0,0,0,0,0,0,-0.0165088344491235,0.00560733628171463,0,0,0,0,0,0,0,0.0631127856160936,0,0.351067272406816,0,0,0,0.0594867885358779,0,0,0,0,0,0.0751500057205223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924104004118207,0.00870588257501434,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0627484458372866,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.400803105395985,-0.00758506453843624,0,0,0,0,0,0,0.0280489098902199,0.0389753851090616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795879318226281,-0.00531994522628321,0,0,0,0.0256143416226386,0,0
X600309.SH,0,0,0,0.117832652098008,0,0,0.104709004275444,0,-0.0317966276369474,0,0,0,0,0,0,0.280777447902837,0,0,-0.0300314947297637,0,0,0,0,-0.0534028242915958,0.0203481904006865,0,0,-0.261318483696407,0,0,0,0,0.108304473695206,0.12755159301367,0,0,0,0,0,0,0,0,0,0,0,0,-0.041684770792718,0,0.206088433653344,0,0.0412222178459571,0,-0.04419115826788,0,0,0,-0.0443857011915468,0,0
X600019.SH,0,0,0,0,0,0,-0.0271937562357618,0,0.052998956863959,0,0,0.0646451441831837,0,0,0.159840058300456,0,0,0.0620053251516129,0,0,0.0247990475421518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00893941827319531,0,0.0251158331428179,0.0238119026731859,0,0,0,0.0444212525371053,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00653385340298887,0.0412834582221292,-0.0565968819736946,0,0,-0.271859724628676,0,0,0,0,0,0,-0.00748191728101031,0,0,0,0,0,0,0.838914534010323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328365868941969,0.0477797380754184,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0389755670633713,0,-0.0697716762811473,0,0,0,0,0,0,0,0,0,-0.0769822355789161,0.17843762054537,0,0,0,0,0,0,0.109478916052718,0,0,0,0.241968689902783,0.0762054245074505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250162141575922,0,0,0,0,-0.0085263283794789,0,0,0,0.00288072856289157,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.173355700385172,0,0,0,0,0,0.226117125931636,-0.0135112411496325,0,0,0,0.23541034633296,0,0,0,0,0,0,0.137893320596433,0,0,0,0,0,0,0,0,0.195563119649802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293674792429129,0.0310153486138313,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0167907217435725,0,0,0,0,0,0,0,0.0763921666914571,0.452812742561805,0,0,0,0,0,0,0,0,0,0.0206297191555034,0.096331032965788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286256456531019,0.0350291052428399,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0105562667262209,0,0.0715839560921389,0,0,0,0,0,0,0,0,0.00920885324098497,0,0,0,0,0,0,0,0.0635920990804768,0.00764770141378573,0,0.141983274404703,0,0.0111103458068994,-0.0413005955661002,0,-0.0883543523398822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585950151779993,0,0,0,-0.00963837595312997,0,0
X600010.SH,0,0,0,0,0,0.152824221359946,0,0,0.160888841482364,0.0780506505261744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894564404262352,0.0345768888399212,0,0,-0.0925049576152793,0,0,0,0,0,0,0,0,0,0.0106406156330032,0,0,0,0,0,0.25070222088398,0,0,0,0.00713752096702938,0.022752746807823,0,0,0,0,0,0
