,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X000877.SZ,X600010.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X000408.SZ,X600688.SH,X600027.SH,X300073.SZ,X300037.SZ,X000807.SZ,X002353.SZ,X600352.SH,X002326.SZ,X000825.SZ,X600489.SH,X600801.SH,X600516.SH,X000630.SZ,X600157.SH,X600486.SH,X600141.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148130791548192,0,0,0,0,0.0377043586620377,0,0.00561078778136339,0,0,0,0,0,0,0,0,0,0,0,0,0.0526823269224146,0.0855977561591815,0,0,0,0,0,0,0,0,0,0,0.163313080406714,0,0,0,0,0,-0.0094903174819424,0,0,0,0,0,0,0
X600028.SH,0.161453826296413,0,0,0,0,0,-0.0166670809418631,0,0,0,0,0,0,0,0,0,0.0477848491559977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116028594038353,0,0,0,0,0,0,0,0,0,0,0,0.0740435636781701,0,0,0,0,0,-0.0188391353736558,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229688740084012,0,-0.0464230157885239,0,0,0,0,0,0.0375314362485185,0,0,0,0,0,0,0,0,0.189473539881911,-0.00559277982338866,0,0,0,0.11101908872703,0,0,0.0721592209360335,0,0,0,0,0,0,0,0,0,-0.0190021825533016,0,0,0,0,-0.0128521893587926,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.00858175138069026,0.121981231464829,0,0,-0.0347828501060848,0,0,0,0,0,0,0,0,0,0,0,0.0141877196171424,0,0,0.0765316991575813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890157926047209,0,-0.0225271382851431,-0.00044740461791414,0,0,0,0,0,0
X600585.SH,0,0,-0.0187659030935755,0,0,0,0,0,0,0,0,0,0.0549296093964241,0.0129367346258041,0,0,0,0,0.00531575846531164,0,0,0,0,0.09905842521667,0,0,0.140315630041845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793163095091965,0,0,0.32836237789407,0,0,0,0,0,0.0221939801814408,0,-0.0301963298653333,0.0174926458162978,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.56289746776431,0.174567454772432,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240245037606534,0,0,0,0,0.0682429858916749,0,0,0,0,0,0,0.237142216181809,-0.0848857436793778,0,0,0,0,0,0,0,0,0,0,0.117264124971319,0,0,-0.000807040218294484,0,0,0,0,-0.0834252278740579,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0255938820400719,0.287780814326073,0,0,0,0.140535631707404,0,0,0.0639594428973042,0,0,0,0,0,0,0,0,0,-0.118386970761093,0,0,0.100324262832846,0,0,0.275999312323236,0,0,0,0.0248244447789421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015607583404061,8.67361737988404e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409441713535259,0,0.0588509834818216,0,0,0,0,0,0,0.0544029974938736,0,0,0,0,0,0.0019717922085051,0,0.0482833667463008,0.00336687313074697,0,0,0,0,0.101509299383769,0,0,0,0.0197134415833464,0,0.0710778565421776,0,0,0,0,0,0.0751402919291133,0,0,0.0237707752253438,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.412111135322287,0,0,0,0.21472004772084,0,0,0,0,0,0,-0.0337096388556926,0,0,0,0.0197466975027228,0,0,0,-0.0528956448256924,0,0,0,0,0,0,0.148177653857267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00721804489990798,0,0,0,0,-0.0593948960151139,0,0
X002466.SZ,0,0,0,0,0,0.541852262579451,0.0604800440404663,0,0.0792687304164632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272605622867013,0,-0.00879472205851863,0.0712963322413262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051440114895971,0,0,0,0,0.00524014820629341,0,0
X600660.SH,0,0,0,0.0475322571674832,0,0,0,0,0,-0.0983062483849346,0,0.0194186068304101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417493322712596,0,0,0,0,0,0,0,0,0,0,-0.0381693034338362,0,0,0,0.0161696257375229,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.149160741586721,0,0,0,-0.0241941860199571,0,0,0.0479118176600839,0,0,0,0,0,0,0,0,0.788137534093897,-0.0510533165236749,0,0,0,0,0,0,-0.0598351923929089,-0.0887573474620774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267457314232092,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0.0599904184783207,0,0,0,0.0547606434223535,0,0.0560981875348596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178381027591327,0,0,0.272460789253574,0,0,0,0,0.0876359159358194,0,0,-0.0480150466963387,-0.0161918471559556,0,0,0,0.0431402628478847,0,0
X600010.SH,0,0,0,0,0,0,0.0239462427278424,0,0.310523004428346,0,0,0,0,0,0,0,0.0973901593037831,0,0.0242489874295631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185902817561923,0,0.115456038742679,0.0277269662091124,0,0,0,0,0,0,0,-0.0205141628372409,0,0,0,0.0123475497391417,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0340099074245109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151427119893081,0,0,0,0,0.353191410712376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820190187436491,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0963511832590993,0,0,0.101069462957364,0,0,0,0,0.066054217045212,0,0,0,0,0,0.0218697800270854,0,0,0,0.033281998119373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141339131353737,0,0,0,0,0.0393427228250053,0,0,0,0.0287887158792317,0,0,0,0,0,0
X600188.SH,0,0,0.157597091074482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025503603551772,0,0,0.506421960137867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181775798115258,0.306242972034982,0,0,0,0,0,0.0161539632060291,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0232379837619827,0,0,0.0829853964148405,0,0.0531863499144613,0,0,0.0951229683433296,0,0.060998634489638,0,0.0721179483934811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512142594669269,0,0,0.0811162166874965,0,0,0,0,0.0231937225448503,0,0,0,0,0,0.00328626072540674,0,0,0,0,0,0,0
X000301.SZ,0,0,-0.115081919116521,0,0,0,0,0,0,0,0,-0.00688211191410466,0,0.453469809346695,0.100708405842674,0,0,0,0,0,0,0,0,0,0,0,0,0.218197360470523,0,0,0,0,0,0,0,0.0998655833307015,0,-0.188656077815686,0,0,0.10278479761347,0,0,0,0,0,0.139764415623401,0,0.0468271423485806,0,0,0.00229360507580308,0.0708469418485513,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.017093744496718,0,0,-0.0568481948346009,0,0,0,0,0,-0.0414502220546512,0,0,0,-0.0241706933133661,0,0.0990542349033231,0,0,0,0,0,0,0,0,0,0,0,0.0248283610844981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129549025624884,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262953452834101,0.00514406197100086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716742442347892,0,0,0,0,0,0,0,0,0,0,0.0628346948605286,0.183591378615731,0,0,0,0,0,-0.0161470548313292,0,0,0,0,-0.0254948417705355,0,0
