,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600188.SH,X600010.SH,X600362.SH,X600111.SH,X600795.SH,X600886.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000898.SZ,X601158.SH,X000792.SZ,X000709.SZ,X000883.SZ,X002353.SZ,X600489.SH,X600547.SH,X000539.SZ,X000630.SZ,X000629.SZ,X000027.SZ,X601699.SH,X000831.SZ,X000825.SZ,X000937.SZ,X000983.SZ,X600660.SH,X600315.SH,X600578.SH,X600352.SH,X000959.SZ,X600549.SH,X600808.SH,X002470.SZ,X600307.SH,X600008.SH,X600863.SH,X000878.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.17664165377779,0,0.028279170014911,0,0.113119369521286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494822883992219,0,0,0,0,0,0,0,0,0,0,0,0,0.0303838505490138,0,0.00551600587465892,0,0,0,0,0.00777071160501046,0,0,-5.85253893417062e-05,-0.00471774680250065,0,0,0,-0.0181242698213889,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.00266965282374957,0,0,0,0,0,0.0869048579767828,0,0,0,0,0,0,0,0,0.141574082183954,0,0,0,0,0,-0.00631760489623894,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627257810572675,0,0,0,0.109942635070049,0,0,-0.012225318497712,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0435935069990761,0,0.20518102731156,0,0.0581301912101775,0.0843765810250681,0,0,0,0,0,0,0,0,0.0399160900623163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459909712819662,0,0.0906839920839575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.269251946579678,1.73472347597681e-18,0,0,0,0.0729986584320898,0,0,0,0.0774187665321924,0.29955322425672,0.0132141771546071,0,0,0,-0.0288434262783704,0,0,0,-0.0183408324922609,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0520662082537887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839198994346872,-0.0073620569380913,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.174576348545782,0,0.15246512818101,0,0,0,0,0,0,0,0.00636999672515576,0,0,0,0,0,0,0.0193756017859464,0.0358455771064265,0,0,0,0.0269757527647098,0,0,0.0296096187526937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195413589387522,-0.00102707833964388,0,0,0,0,0,0
X600019.SH,0,0,0,0.16079277066721,0.0106440296067543,0,0,0,0,0.0882202727736976,0,0,0,0,0,0,0,0,0,0,0.0925538820467093,0,0,0.331494866999742,0,0.0288064290283649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113821842683605,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.243854416844565,0.0345022207890503,0.0316318458590513,0,0,0,0,0,0,0,0.104842889437477,0,0,0,0,0,0,0,0.0664688456708045,0,0,0,0,0,0.0894754451582181,0.143255993717747,0,0.0389835553777354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296605306878408,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0440835981518238,0,0,0,0,0,0,0,0,0.1397803450446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137379409010407,0,0.0347202339578626,0,0.000192669574912504,0,0,-4.33680868994202e-19,0,0.129475274587258,0,0,0,0,0,0.00567907442653851,0.0886329796011035,0,0,0,0,0.00581169520537507,-0.0212324187591126,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0433395463772948,0,0,0,0,0.485961882637957,0,0,0,0,0,0,0.0326781117145088,0,0.0320652229570285,0,0,0.0589449726139291,0,0,0.017780777702504,0,0,0,0.0643140914678448,0,0,0,0,0,0,0,0,0,0,0.000579135513011361,0,0,0,0,0,0,0,0,0,0.00452310529297209,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.118217423640787,0,0,0,0,0,0,0,0,0,0.387011957840621,0,0,0,0,0,0,0.0476932662516523,0,0,0,0,0,0,0,0,0,0,0,0.428807031164651,0,0.0190226912038173,0.0312656095351841,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217472260887753,0,0,0,0,0,0,0
