,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X601992.SH,X000723.SZ,X600516.SH,X600027.SH,X000898.SZ,X002466.SZ,X600111.SH,X600801.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600219.SH,X002271.SZ,X000629.SZ,X000990.SZ,X600808.SH,X000553.SZ,X000825.SZ,X002110.SZ,X600489.SH,X601158.SH,X600583.SH,X600157.SH,X000630.SZ,X600985.SH,X000883.SZ,X600339.SH,X600426.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0391029363193621,0,0,0,0,0,0,0,0,0,0,0.145920723670489,0,0,0,0,0,0,0,0,0.0353409684055547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799624025240717,0,0.0928501529367603,0,0.022530080444975,0,0,0,-0.0110232021257045,0,0,0,0,-0.00233317538523655,0,0
X600028.SH,0,0,0,0,0,0,0,0.0141758224434664,0,0,0,0,0,0,0,0,0,0,0,0,0.00855099836987935,0.0530046958953541,0,0,0,0,0.0761768194810095,0,0,0,0,0,0,0.266477427294169,0,0,0,0.0588340493939956,0,0,0,0,0,0,0,0.00436754209411166,0,0,0,0,0,0.0338277455701221,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.108565533875709,0.0650945128377724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281343376836377,0,0,0,0.00715937872676844,0,0,0,0,0,0,0,0,0,0,0,0,0.0281308773602302,0,0,0,0,0.119127512473713,0,0,-0.0272779348646403,-0.00119804698718165,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.04783512314468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481205579536977,0,0,0,0,0,0,0,0,0,0,0,0,0.0737424657507147,0,0,0,0.0143614716792072,0,0,0,0,0,0,0,-0.0135637014247169,0,0,0,0,-0.0103865248845161,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0512120108430178,0,0,0,0,0,0,0,0,0,0,0.0642852573939317,0,0,0,0,0.00101943744805434,0.119749410511001,0,0.102421385121288,0,0,0,0,0,0,0,0,0,0,0,0.17605880036369,0,0,0,0.0366437768518964,0,0,0,0,0.0227667826978817,0,0,-0.000350081056490502,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.112988925961543,0,0,0,0,0,0,0,0.0788393503293594,0,0,0,0,0,0,0,0,0.0217808921633579,0.0319813136847789,0,0,0,0,0,0,0,0,0.164976930276728,0,0,-3.46944695195361e-18,0,0.0243019079416864,0,0,0,0.0400086162198022,0,0,0,0,0,0,0,0,0.362599263880207,0,0,-0.0154961554006478,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449764329331394,0,0.0863060845103596,-0.0519345526493615,0.426761024759992,0,0,0,0,0,-0.0326344138920631,0,0.0422513699817985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391485258545132,0,0,0,0,0,0,0,0.0474731990877492,0,0,0,-0.00395018419969479,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618238937516882,0,0,0,0,0.066804501472266,0,0,0,0.32071450298098,0,0,0,0,0,0,0.346145412835914,0.0455084080552939,0.0940747024470535,-0.0456299891105868,0,0,0,0,0,0,0,0.00632695229726739,0,0,0,0,0,0,0,0.00474296371855257,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0113852382273156,0,-0.00271320662151577,0,0,0,0,0,0,0.150828843897955,0,0,0,0,-2.16840434497101e-19,0,0,0.0386544971621945,0.0389394172691242,0,0,0.0729921286870363,0,0,0,0.360606837108333,0,0,0,0,0.0501333915662865,0,0,0,0,0,0.00770825432612142,0,0,0,0,0.197543174857155,0,0,-0.00663966332759004,-0.0244872622401628,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00900096314454213,0,0,0,-0.0986427866837345,0,0,0,0,0,0.0587498232904867,0,0,0,0,0,0,0,0,0.889048977271945,0,0,0.0209463098632105,0,-0.00145464561102573,0,0,0,0,-0.0767019984209366,-0.00309163217807101,0,0,0,0,0.0125679995724679,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.199771113707373,0,0,0,0,0,0,0,0.263839616891221,0.0891301944546141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585070857047929,0,0,0,0.0202146471404244,0,-0.00782764771456067,0,0,0,0,-0.0179613591481128,0,0
