,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X600157.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X600008.SH,X600660.SH,X002470.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600219.SH,X600315.SH,X000629.SZ,X600098.SH,X600578.SH,X600549.SH,X600021.SH,X600307.SH,X601699.SH,X000983.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.395030452898537,0,0,0,0,0,0,0.0237065678961113,0,0,0.132840360986722,0.18534168438452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131790532509204,0,0,0,0,0,0,0,0,0,0,0,0,0.0216745741084572,0,0,0,0,0,0
X600028.SH,0.589032193393557,0,0,0.00704822128500156,0,0,0,0,0,0,0,0,0,0,0,0,0.0199402977708644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174830220230236,0,0,0,0,0,0,0,0,0.109456849445548,0.0523131864062474,0,0,0,0,0,0,0,-0.0333597558984814,0.0111560764733938,0,0,0,0,0,0
X601088.SH,0.0479110058838588,0,0,0,0,0.0549776200580045,0,0.299818500423511,0,0,0,0.199915218201413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200594911917566,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.119816490796548,0,0,0,0,0.0775407774672263,0.0695760831650693,0.0519332175101142,0.101051670667923,0.0422835364216563,0.0274941582801884,0,0,0,0,0.097093118239042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926726138631038,0,0,0,0,0.161350841322792,0,0,0,0,0.0346158438616818,0,0,0,0.000704762803462993,0,0,0,0,0,0
X600585.SH,0,0.00309914322982974,0,0,0,0,0.0143092123940576,0,0,0,0,0,0,0,0,0.0627603345357913,0,0,0,0.131268107649088,0,0,0,0,0,0.049256616235115,0,0,0,0.0395588940837046,0,0,0,0.105091069864144,0,0,0,0,0,0,0,0.206714559569455,0,0,0,0,0.0654017957078198,0.0506994069969235,0,0,0,0.00503346309941391,0,0,0,0,0,0
X600019.SH,0,0.077952847179445,0,0,0,0,0,0,0,0,0,0,0.0536392079631359,0,0,0.0171182467164107,0,0,0,0,0,0,0,0.450742464169882,0.14765989955122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016131927587465,0.00270133955190865,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100794152560935,0,0.429092062582666,0,0,0,0,0,0.0987454278751317,0,0,0,0,0,0,0.110928640589011,0,0,0.111837735142151,0,0.0682063206873728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0526953895153115,0.18623543385568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150652409992821,0,0.00880205181418584,0,0,0,0.0932091090149649,0,0,0,0.108365143362597,0.391236408136878,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0334721443758456,0,0.0571660331548807,0,0,0.170792832029525,0,0,0,0,0,0,0,0,0,0,0,0.147206495983439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029275867742684,0,0.282306612275397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0420202061318013,0.289996413847625,0,0,0,1.73472347597681e-18,0,0,0,0.265700791655249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0862412132269471,0,0,0,0,0,0.193891780916191,0,0,0,0,0,0,-0.00557704544875744,0,0,0,0,0,0
