,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X600352.SH,X600489.SH,X000792.SZ,X000709.SZ,X002353.SZ,X000883.SZ,X000831.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600549.SH,X000825.SZ,X600808.SH,X002470.SZ,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X600021.SH,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.575746893541226,3.46944695195361e-18,0,0,0,0,0,0.00104952163208068,0.0652901932823241,0,0.0707295450449331,0.0684005561139557,0,0,0,0,0.136596660572321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254948317741235,0,0,0,0,0,0,0
X600028.SH,0.492611795522774,0,0,0,0,0,0,0,0,0,0,0,0.0414267599032089,0,0,0,0,0,0.364309606290997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407060108767311,-0.00874741819523906,0,0,0,0,0,0
X601088.SH,0,0.0908823094987527,0,0,0,0.0742532850901798,0.107724479929531,0,0,0,0,0.00869941303845616,0.0913005677816478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395341883966887,0.0137550115046386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0963248252252241,0.0485357068116091,0.0408173002604577,0.0516568179795978,0.106601922596438,0,0.115595039715333,0.0389558088056815,0,0,0.0828308231071427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130402605340366,0,0,0,0,0,0,0,0,0,0.0383821676513857,0,0,0,0.0453553127777561,0,0,0,0,0,0.000337840762431738,0,0,0,0,0,0
X600585.SH,0.00547145807212176,0.023346942273377,0,0,0,0,0,0.0659579842939175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404497041308085,0,0,0,0,0,0.0413278365892861,0,0,0,0,0,0,0,0.296178052962906,0,0,0.143710975142593,0,0,0,0,0,0.00289202249492049,0,0,0,0,0,0
X600019.SH,0.0239117374508895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343630433874993,0,0,0,0,0,8.9705469643094e-06,0,0,0,0,0,0,0,0,0,0,0.0390706001287399,0,0,0,0,0,0.229451227787707,0,0,-0.00970096679998892,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0937260404205462,0.11771135197952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109474477224625,0,0,0,0,0,0,0,0.380954374583703,0.189453042739266,0,0,0,0,0,0,0,0,-0.00471631719055622,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458388201723204,0,0,0,0,0,0,0,0.471874418568981,0,0,0,0.0928144334375914,0,0,0,0,0,0,0,0,0,0,0,0.130368961382819,0,0,0.12505513467208,0,0,0,0,0,0,0,0,0,0,0,-0.00899520734567294,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.167075008011917,0,3.46944695195361e-18,0,0,0,0.0550789717870934,0,0,0,0.103453188772225,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0107770952425475,0,0,0,0.0564617594291229,0,0,0.0467114570122726,0,0,0.0804873954546705,0,0,0,0,-0.0174316619306063,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.203361971395912,0,0.313656062925939,0,0,0,0,0,0.108719029004964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443414917172489,0,0,0,0,0.127830862555695,0,0,0.011321246161107,0.121853181191746,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432735243738712,0,0,0,0,0,0
