,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X000883.SZ,X600583.SH,X002353.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000825.SZ,X000831.SZ,X600352.SH,X600660.SH,X601699.SH,X600808.SH,X000027.SZ,X600307.SH,X600549.SH,X000630.SZ,X002470.SZ,X600578.SH,X000983.SZ,X600490.SH,X000959.SZ,X000937.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186749240410639,0,0,0.0386946394684458,0.0404171720847386,0,0,0,0.0483895029125323,0,0,0,0,0,0,0,0,0,0,0,0.0438931230121306,0,0,-3.46944695195361e-18,-1.73472347597681e-18,0.0037127093786939,0,0,0,0,0.0528822664358245,0,0,0,0,0,0.0397350883299844,0,0,0,0,0,0,0,0,0.0139062557517913,0,0,0,-0.00210406293936358,-0.00825217544646931,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0804252310136809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915936298441568,0,0,0,0.00964564203664403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222878727019027,0.00856528869773876,0,0,0,0,0.0743498770815786,0.105386331943777,0.0551962104220713,0,-0.0142331482821095,0,0,0,0,-0.0245023971381642,0,0
X601088.SH,0,0,0,0,0,0,0.0743371626562044,0,0,0.103731323451679,0,0,0,0,0.150440419032275,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0288731369838095,0,0,0,0,0,0,0,0.0258736518522539,0,0.0309816968056849,0,0,0,0,-0.00062134593473138,-0.00884298316622781,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.15775784143104,0,0,0,0,0,0.0589691713266082,0,0.0501300504851393,0,0.28450883952652,0.0755047241708567,0,0,-0.063348106070835,0,0,0,0,0,0,0,0,0,0,-0.0547287620735067,0.15276891569763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118148160678626,-0.0189752789660176,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.19296587455768,0,0,0,0.0602830272212975,0,0,0,0.106527709758733,0.023007982277618,0,-0.0183721157250173,0,0,0,0,0.0474848565635114,0,0,0,0,0,0,0,0,-0.0115458950274623,0,0,0,0,0,0,0,0,0,0,0,0.152708977495753,0,0,0,0,0,0,0,-0.00538359845216002,0,0,0,0,-0.0113004176611749,0,0
X600019.SH,0,0,0,0.095397868214045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184627312657706,0.105415842470935,0,0,0,0,0,0,0,0,0.0676160071994366,0,0,0,0,0,0,0,0.0497589338048123,0.0373067194323421,0,0.0466079109341155,0,0,0,2.16840434497101e-19,0.00876849807278724,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0764268303533844,0,0.293937088614593,0,0,0,0,0.114710812396091,0,0,0,0.0173921425795129,0,0,0,0,0,0,0,0,0.0579528996529176,0,0,0,0.178857916851131,0,0.00916772614573939,0.124271512727025,0,0,-0.0292372764717431,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148873195609878,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0815553892934994,0,0,0,0,0,0.18479218644079,0,0,0,0.0357086995470475,0.027241376935161,0,0,0,0,0,0.105341517664648,0,0.0279082006168001,0,5.42101086242752e-20,0,0,0,0.00255794232396516,0,0,0,0,0,0,0.110740268698639,0,0,0,0,0,0,0,0,0.0199695196378388,-0.0349105860016236,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172571108928622,0,0,0,0.110476527617567,0,0,0,0,0,0,0,0.0496242510707629,0,0,0,0.0691530145968575,0.0695427515475214,0,0,0,0,0,0,0.18685464304228,0,0,0,0.0522649856744205,0,0,0,0,0.125417197018694,0,0,-0.011987786878362,0.0134315491828127,0,0,0,0.00729522859432256,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.355980620003964,0,0,0,0,0,0,0,0,0,0,0,0.0553224084816521,0,0.119301687165485,0,0,0,0,0,0,0,0.0512329799574297,0.0283553439580769,0,0.0213658643416993,0,0,0,0,0,0.0514332942688396,0.086809572635665,0,0,0.0628806180839612,0,0,0,0,0,0,0,0,0,0
