,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X000708.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600426.SH,X002466.SZ,X000301.SZ,X600111.SH,X601600.SH,X600011.SH,X600352.SH,X600886.SH,X601898.SH,X600219.SH,X600010.SH,X600486.SH,X002353.SZ,X600803.SH,X600188.SH,X600801.SH,X601168.SH,X601991.SH,X600795.SH,X600489.SH,X600299.SH,X002080.SZ,X600688.SH,X600315.SH,X000723.SZ,X300037.SZ,X000932.SZ,X600549.SH,X600399.SH,X600027.SH,X000807.SZ,X000830.SZ,X600157.SH,X601992.SH,X600409.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.114592345119788,0,0,0,0,0,0.0115905559413308,0,-0.0380812277158005,0,0.0699657935710367,0,0,0.00360108040044634,-0.00131254245407104,0,0,0,0,0,0,0,0,0,0,0.0874817376633542,0,0.00792501021135597,0,0.0285936158443182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000239917944586205,-0.00629491271476039,0,0,0,-0.00187961485682598,0,0
X600028.SH,0,0,0,0,0,0,0.0810213261755817,0,0,0,0,0,0,0,0.0476598849944625,0,0,0,0.0249529526981306,0,0,0,0.0662241269196907,0,0,0,0,0,0,0,0,0,0,0,0,0.0369494942866278,0,0,0,0,0,0,0,0,0,0,0,0,0.0149490543154676,0,0,0,-0.0264526302824095,0,0,0,0.00982738968823609,0,0
X600309.SH,0,0,0,0,0,0.00651061963619644,0,0,0,0.200103173578349,0,0,0,0,0.118985644429198,0,0,0.0671019902453795,0,0,0,0,0,0,0,0.144053751795137,0.00591718138126181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695168810757657,0,0,0,0,0,0,0,0.0138678097683438,0,0.0158777863535996,0,0,0,0,0,0,0
X601088.SH,0,0,-0.0271814281288608,0,0,0,0,0,0,0,0,0.0484147750708237,0,0,0,0.0211330067038023,0,0,0,0,0,0,0.0507762497464787,0,0,0,0,0,0.366566568155917,0,0.0221124966797804,0,0,0,0,0,0,0,0,0,0.209081332509686,0,0,0,0,0,0,0,0,0,0,0.0243347897633191,0,0,0,0,-0.0197090724244491,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0168430977324121,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.185262034493543,0.0613637651018172,0,0,0,-0.0160734641348978,0,0,0.0135134931656783,0,-0.0147556103079263,0,0,0,0,0,0,0,0,0.0827077933142925,0,0,-0.00830294575812795,-0.00287312027543836,0,0,0,0.00221027090248119,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.292365711900212,0,0,0,0,0.0450569205028634,0,0.248342027000057,0.0433389433794952,0.163500349621124,0,0,0,0,0,0,0,0,0,0,0,0,0.397616645817398,0,0,0,0,0,0,0,0,0.236754421807894,0,0,0,0,-0.174340848606872,0,0,0,0,0,-0.0342958669372405,-0.0405728852835523,0,0,0,0,0.0434035437983157,0,0
X000708.SZ,0,0,0.0389661343323905,0,0,0,0,0,0.10388689049552,0,0,0,-0.049397059265376,0,0.195479398100088,0,0,0,0,0,0,0,0,0,0,0.0951507299854879,0.259242946462955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303556987986857,0,0,-0.0131190248462549,-0.000649690119085803,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0358998348370196,0,0,0,0,0,0,0,0,0,0,0,0.146868892498778,0.107986476616853,0,-0.0212266952312644,0,0,0.115412014069035,0,0,0,0,0,0,0,0,0,0,0,0.0401010955391875,0,0,0,0,0.109845819140143,0,0.0177519882037995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0662672775823824,0,0,0,0.202007067169937,0,0,0,0.0120462745787369,0,0,0.0399181874697618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109835285279978,0,0,0,0,0,0,0.0131354402610963,0,0,0.0560715017100153,0,0,0,0,0,-0.0200401350366918,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-0.038914510209711,0,0.189148218343775,0,0,0,0,0,0,0.0175996328039797,0,0,0,0,0,0,0,0.0606305871053566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224658155020912,0,0,0,0,0,0,0.184816292085491,0,0,0,0,0,-0.0125248855700418,-0.051581929530261,0,0,0,0.062001086054475,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559378555598107,0,0.0302300986624861,0,0,0,0,0,0.0499442715607715,0,0,0,0.0614803650801537,0,0,0,0,0,-0.0198980626820255,0.0211578186762946,0,0,0,0.0146028142778236,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.127154802059332,0,0,0,0,0,0,0,0,0,0.438604733900211,0,0,0,0,0,0,0,0,0,0,0,0.282740306991802,0.0452742236480867,0,0,0,0.133314392879936,0,0,0,0,0,0,0,0,0.0874803796546469,0.153902954636882,0,0,0,0,0,-0.00637915441233867,0,0,0,0,-0.0176848993787137,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631828812061457,0.0193660635992788,0,0,0,0,0,0,0,0,0,0,0.135729456113943,0,0,0.0375710015113834,0,0,0,0,0.0131156671094112,0,0,0,0,0,0,0.0897928298740457,0,0,-0.078553164999091,0,0,0,0.0170798087150382,0,0.00566846560048342,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.286294058748612,0.311627490602264,0,0,0,0,0,0,0,0,0,-0.0770828998135779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00542736050010282,0,0,0.184109064505306,0,0,0,0,0,0,-0.0442521217473284,0,0,0,0,0,0
X600426.SH,0,0,0.203223876608787,0,0,0.00497231842972795,0,0,0,0,0,0,0,0.0658674795926596,0,0,0.0238692273464432,0,0,0,0,0,0,0,0,0.301371178373109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08519074638096,0,0,0.208635695800097,0,0,0,0,0,0.00127170150090697,0.00493511122527123,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.593530606399855,-0.0426038823857788,-0.0851938049358178,0,0,0,0,0,0,0,0,-0.102366518152161,0.478730238642018,0.225026385778197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183140632697425,0,0,0,-0.0936483169862206,0.0759144778568827,0,0.0427930547943887,0,0,0,-0.0164108763043752,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.441110960137111,0,0,-0.0204778877820743,0,0.0969612954985729,0,0,0,0,0,0,0,0,0.10598290879051,0.317114303513944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213660410269041,0,0,0,0,0,0.266946279476377,-0.051484689360491,0,-0.0445961941720254,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.186351489454438,0.191923049188819,0,0,1.73472347597681e-18,0,0,0,0.044166719785743,0.232476830235093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430998426412959,0,0,0,0,0,0,0.0350553786486642,0,0,-0.0306188399477492,0,0,0,0,-0.0292936895815689,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.205092291402291,0,0,0,0,0,0,0,0,0,0,0.103234991071386,0.0278935274577716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743946719768045,0,0,0.0471545332144399,0,0,0.256058044891337,0,0,0,0,0,0,-0.0144261345634655,0,0,0,0,0.00375662009357739,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.00153945268451218,0,0,0,0.0318196013387474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022352043548204,0,0,0,0.0290189715851472,0,0.0361909791436764,0,0,0,0.088199877364696,0.0119096723735837,0,0,0,0,-0.0292890573944561,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.315330286702503,0,0,0,0,0,-0.00788997631060872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114025156157015,0,0,0,0.240086656199144,0.0451570618671993,0,-0.0497216911341916,0,0,0,0,0,0,0,0.108633248967293,0,0,0,0.125960721481647,0,0,0.00812261497191785,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0524369489886464,0,0,0,0,0,0,0,0,0.0204521082436147,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0.0323648095199024,0,0,0,0,0,0.256877140095478,0,0,0,0,0,0,0,0,0,0,-0.0252629956839444,0,0,0,0,0,-0.0278834857001907,0.0283311644303923,-0.0236747651839741,0,0,0,-0.0240040611751255,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.171188812384978,0,0,0,0,0,0,0.00416794606289073,0,0,0,0,0,0,0,0,0,0.205212711575938,0,0,0,0,0,0,0.0827546406447061,0,0,0,0,0,0,0,0,0.0198630778733439,0,0,0,0,0,0,-0.0130838061354871,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,-0.0028775306284951,0,0,0,0,0,0.191701692026679,0,0,0,0,0,-0.0559226381026445,0,0,0,0,0,0,0,0,0,0,0,0,0.279896810122157,0,0,0,0,0.0301577559828873,0,0.08830117501389,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144435275069065,0,0,0,0,0.0614516036052355,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313353239423624,0,0.0399576658559712,0,0,0,0,0,0,0,0,0,0.0256543048088924,0.17020850546869,0,0,-0.00630738848056251,0,0,0,0,0,0,-0.0156042851374812,0.0338290592308802,0,0,0,0,0,0
X600486.SH,0,0,0.144592225824328,0,0,0,0,0,0,0,0,0,0,0,0,0.0764688271612987,0,0.0634269444208413,0,0,0,0,0,0,0,0,0.139382235494041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133591594550606,0,0,0,0,0,-0.0458321275366072,0.0532662620967375,0,0,0,0.0112716766295506,0,0
X002353.SZ,0,0,0,0,0,0,0.279724979308418,0,0,0,0,-0.030528550949513,0.113005831566107,0.032364843072613,0,0,0.171755252700253,0.0514761335366829,0,0,0,0,0,-0.17248370486971,0,0,0,0.0898109328857643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519889614537748,0,0,0,-0.00822720396608648,0,0.139349909814602,0,0.00258618684878067,0,-0.0038598607632307,0,0,0,0,0,0
