,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600188.SH,X300072.SZ,X600795.SH,X002466.SZ,X601992.SH,X600362.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X000786.SZ,X600352.SH,X600027.SH,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X002271.SZ,X000959.SZ,X002110.SZ,X601158.SH,X600339.SH,X000883.SZ,X000723.SZ,X002092.SZ,X600299.SH,X601699.SH,X002470.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.424175156184115,0,0.0343350813367137,0,0,-0.00563960978390143,0,0,0,0,0,0,0,0,0,0.0170335221815543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146648024210919,0,0,0,0,0,0.0540793611540699,0,0,0,0,0,0,0,0,0,0,0,0,0.00624698754352698,1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0.514049982587134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718425748265478,-0.0182688442251054,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894102358190735,0.0200837741894875,-0.0379806267345509,0,0,0,0,0
X601088.SH,0,0,0,0.0965769244423929,0.10586658876649,0,0,0,0,0,0,0.189766731448593,0,0,0.12277077294256,0,-0.10134240108556,0,0,0,0,0,0,0.0491660926668278,0,0,0,0.0309853698960284,0,0,-0.0515699706162587,0,-0.0380694756710326,0,0,0,0.0694554364795415,0,0,0,0,0,0,0,-0.063663745125055,0,0,0,0,0.00614878973701928,0.0108701972048202,0,0,0,0,0,0
X600019.SH,0,0,0.142489549290006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00735669943649323,0,0,0.538133073526519,0.0804226307039003,0,0,0,0,0,0,-0.0495872253942775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155651607480128,-0.00210545409311385,0,0,0,0,0,0
X600585.SH,0,0,0.340644014316372,0,0,0,0.00783898457331406,0,0,0,0,0.0109286964459788,-0.00581917225228651,0,0.21810670310293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953030795057659,0,0,0,0,0.113458187302614,0,0,-0.0282110685400971,0,-0.263988971922198,0,-0.00418898318389588,0,0.130087551521042,0,0,0,0,0,0.00663810732592604,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0295838694381529,0,0,0,0,0.127272359115356,0,0,0,0,0.101911177451093,0,0.0102867743180603,0,0,0.0464210027322933,0,0,0,0,0.0884192245622033,0,0,0,0.242642227727986,0,0,0,0,0,0,0,0.0338241045393588,0,0,0,0,0,-0.0102938251131799,0.00772056586240483,0,0,0,0,0,0
X600309.SH,-0.102137298844244,0,0,0,0,0,0,0,0,0,0,0,-0.0510958959698271,0,0,0,0,0,0,-0.133666996792708,0,0,0,0,0,0,0.175637626732659,0,0,0,0,-0.0888133374155422,-0.0445459388286622,0,0,0,0,0,0,0,0,0,0,0.521944047518659,0,-0.168426284299758,0,0,0,-0.00573486377310911,0,0,0,0,0,0,0
X600011.SH,0,0.052140405764413,0,0,-0.0279931873541395,0,0,0,0,0,0,0.0207220348907779,0,0,0,0,0,0,0,0,0,-0.00377613712626486,0,0,0,0,-0.046157670495228,0.0331412969063149,0,0.195023042100733,-0.00732020509681265,0,0,0,0,0,0,0,0,0,0,0,0.0462974022901837,0,0.018741383647003,0,-0.125369135271048,0,0,-0.0111719328654988,0.00949851347214254,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.247614647470266,0,0,0,0,0,0,0,0,0,0.0701869994506622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285334868389635,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0.00716249389396871,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0695965767230063,0,0,0,0,0,0.170618126574209,0,0,0,-0.0631650973136329,0,0,-0.0387415615887363,0,0,0,0.0523475494673333,0,0,0.0932886478773698,0.0587542063603832,0,0,0.0586792753375212,0,0,0,0,0,0.133622130404967,0,0,0,0,0,0,0,0,0,0,0,0,-0.035472274330223,0.0431111947170301,0,0,0,0,0,0
X600688.SH,0,0.0249203321198497,0,0,0,0,-0.015002463822301,0,0,0,0,0,0.0876066761361005,0,0.0916103689473368,0,-0.050581858157027,0,0,0,0,0,0,0,0,0,0,-0.0579846937350559,0,0,0,0.0779752090000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217094345932561,0.0140980403046922,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.277995418575152,0,0,0,0,0,0,0,0,0.0563880717992905,0,0,0,0,0.0251462833767781,0,0,0,0,0,0,0,0,0.0946064845744338,0,0,0,0,0,0,0.101815774282906,0,0,0,0,0,0,0,0,0.196602525129577,0.210377810598028,0,0,0,0.0061041087788944,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752422113760371,0,0,0,0,0,0,0.205054630022914,0.0695477925639501,3.46944695195361e-18,0,-0.0930960442451182,0.0145651010687339,0,0,0,0.0582229848589923,0.073176015432756,0,0.0804536642497094,0,0,0,0,0,0,0,0,0,0,-0.0458464941009998,0.0607221829825436,0,0,0,0,0,0
