,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X600516.SH,X002271.SZ,X600176.SH,X000898.SZ,X600299.SH,X002460.SZ,X000709.SZ,X600426.SH,X601158.SH,X600612.SH,X002466.SZ,X000629.SZ,X000883.SZ,X600219.SH,X002353.SZ,X000027.SZ,X600583.SH,X000630.SZ,X000553.SZ,X000825.SZ,X601699.SH,X000401.SZ,X600985.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651939028111587,0,0,0.0479595463994625,0,0,0,0,0.0414545725318396,0,0.0100527327649785,0,0.0618444312896513,0,0,0,0,0,0,0.0641695272038291,0,0,0.00722047688386665,0,0,0,0,0,0,0,0.0283862714308601,0,0,-0.00359721168283861,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0862238437447995,0,0,0,0,0,0,0,0,0.100673698483439,0,0,0,0.0251210616835173,0,0,-0.029420801753504,0,0,0,0,0.00401162107223472,0,0,0,0,0.046075886603507,0,0,0,0,0,0,0,0,0,0.0216574399307151,0,0,0,0,0,0,0,0,0,0,-0.0220496068876154,0.0204212083651035,0,0,0,0,0,0
X601088.SH,0,0,0,0.398452061427411,0,0,0,0,0,0,0,0,0,0.0963918816146707,0,0,0,0.0562531002300118,0,0,0,0.0184293372688369,0,0,-0.026225546365459,0,0,0.045535719445454,0,0,0,0.00299267915991441,0,0,0,0,0,0,0,0,-0.0117420495859564,0,0,0,0,0,0,0,0,0,0,0,0.0015044807759151,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115828256974008,0,0.422766926598821,0,0,0,0,0,0,0,0.285187846425525,0,0,0,0,0,0,0,0,0,0.0192357563986967,0,0,-0.00800108732111962,0,0,0,0,0,0,0,0.0475113095896096,0,0,-0.0144693054706032,0.0185143671195445,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0116969753340505,0,0,0,0,0,0,0.0522573635840954,0,0,0,0,0,0.0169789231083262,0,0.0722511322757145,0,0,0,0,0.225817810266406,0.0128168700086073,0,0,0,0.0713759960633352,0,0.0752235014347954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346789596527633,0,-0.0133341550873631,0.017404976035295,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134241866731879,0,0,0,0.0548109602407326,0,0,0,0.0276613081696439,0,0,0,0,0.00499163756450536,0,0,0,0,0.079113375330687,0,0,0,0,0,0.00385365336864717,0,0,0,0,0,0,0.149510736865495,0,0,0,0.0222010593207782,0,0,0,0.00549017697289844,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.453012558555254,0,0,0,0,0,0,0,0,0,0,0,0.74001595052384,0,0,0,0,0,0,0,0,0,0,0.0406084384538853,-0.00997584958910343,0,0,0,0,0,0,0,0,0,0,-0.035357522702357,0,0,0,-0.0192949209222618,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575448893195816,0,0.0989653483762559,-0.0226417998923514,0,0.529268950561111,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238115409293086,0,0,0,0,0.171702997107538,0,0,0,0,0,0,0,0,0,0,-0.00936966361080265,-0.00181940465912118,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0091794172699688,0,0,0,0,0,0,0.0222944852205151,0,0,0,0,0,0,0.0261805426642281,0.0830916102192759,0,0,0,0,0.105801192911889,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.216271872164037,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0475050242424515,0,0,0,0,0,0,0.189184612073124,0,0,0,0.0945549914982165,0,0,0,0,0,0,0,0,0,0,0,0,0.0377046251289909,0.022777883720988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313271334385121,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840422870602284,0,0,0,0.0959039091606712,-0.182619345482274,0,0,0,0,0,0,0.280191435917161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242183532292016,0,0.000584678142032858,-0.0230264607225484,0,0,0,0.0716269790857074,0,0
X601600.SH,0,0,0,0,0,0,0.0123265629416307,0,0,0,0,0,0,0,0.0428812294700215,0,0,0,0,0,0.0211529240656613,0.0433047409902312,0,0,0,0,0.0720430712924752,0.0678536277800777,0,0,0,0.0834027265849959,0,0.0208549445061648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156003321585158,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0238544191534368,0,0,0,0.00117487845591815,0,0,0,0.0133728342163334,0,0,0,0,0,0.0790921040788629,0,0,0,0.00886019190571219,0,0,0,0,0,0,0,0,0,0,0,0,0.173602796068725,0,0,0.0678888102933417,0.133855795307761,0,0,0.00566666928535022,-0.0133317685951596,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0593426089780648,0,0,0,0,0,0,0,0,0,0,0,0,5.15082334531379e-05,0,0.0332546888980515,0,0.192869394626321,0,0,0.0263256657939105,0,0,0,0.165770397310942,0.0726026042475537,0,0,0,0,0,0,0,0,-0.0527493847264341,0.212031204711973,0,0,0,0,0,0,0,0,0,0,0.00432403196812599,0,0,0,0,0,0
