,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X600010.SH,X600660.SH,X600188.SH,X002271.SZ,X000877.SZ,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X000723.SZ,X600362.SH,X600176.SH,X600426.SH,X000408.SZ,X601991.SH,X000786.SZ,X002080.SZ,X600219.SH,X600795.SH,X600803.SH,X600027.SH,X600399.SH,X600688.SH,X300037.SZ,X300073.SZ,X600021.SH,X600801.SH,X002326.SZ,X600141.SH,X600486.SH,X000825.SZ,X600157.SH,X600516.SH,X600352.SH,X000959.SZ,X600489.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144976851338399,0,0,0,0.0591396747346358,0,0.120991360155615,0,0,0.0233854629164324,0,0,0.0182081412598571,0,0,0,0,0,0,0,0.0440749935463061,0,0,0,0,0.0775933025801089,0,0,0,0,0,0,0,0,0,0,0.00375009883956219,0,-0.0139351843125653,0,0,0,0,0,0,0
X600028.SH,0.134866169911955,0,0,0,0,0,0,0,0,0,0,0,0,0.0531165847633452,0,0,0,0,0,0.0635157343572824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674127136552921,0,0,0,0,0,0,0,0,0.0345095653863516,0,0,0,0,0,0,-0.0245270555795959,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419934953128038,0,0,0,0,0,0,0,0.0626896914189217,0.0235414783507625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627033943458472,0,0,0,0,0,0,0,0,0,-0.0309026487081661,0,0,0,0,0,0,0
X600309.SH,0.0561729654227461,0,0,0,0,0,0,0,0,-0.085508446114925,0,0,0.0222152088465217,0.0454232956408776,0,0,0.122503637352126,0.00950306566077067,0,0.00965132436896671,0,-0.0159503505985061,0,0,0,0,0,0,0.0510782304987623,0.0930922432908456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00896353696818217,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00342829561062298,0.0913677846924979,0,0.0554425983497022,0,0.0877965610718311,0,0,0,0,0,0,0,0,0.131705565151626,0,0.00372354038799856,0,0.123501257627355,-0.0262935686460685,0,0,0,0,0,0,0,0,0,0.407715589979769,-0.0275432772272778,0,0,0,0,0,0,0,0,-0.129845277350272,0,-0.00475039582479386,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.568035937607388,0,0.314501799796587,0,0,0,0,0,0,0,0,0,-0.0155128454621327,0,0,0,0,0,0,0.0612399069347478,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.159972953790201,0,0,0,0,0,0,0,0,0,0.00589313442542074,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.173195101519829,0.142632060983804,0,0,0,0,0,0.172557406113616,0,0,0,0,0.0905408329151997,0,0,0,0.267993725511283,0,0,0,0,0,0,0.0868309121304054,0,0,-0.0763833519899219,0,-0.162155918353417,0,-0.028593724760363,0,0,0,0,0,0,0,0,0.141572655843315,0,0,0.0194550212017562,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894504537502748,0,0,0,0,0,0,0,0.040657147932317,0,0,0,0,0.0179980670618553,0,0,0,0,0,0,0.0800325271902335,0,0,0,0,0,0.212717297127343,0,0,0,0,0,0.0404740576676457,0,0.0838265390175539,0,0,0,0,-0.0240452917250215,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.302440719556564,0.262098936666189,0,0,0,0,0,0.0773672549723664,0,0,0,0,0.0583520357744286,0,0,0.0143356048874638,0,0,0,0,0,0,0,0,0.0604263167587444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147468150565447,0,-0.0103095953237027,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314316784360854,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0515962761212544,0,0,0,0,0,0,0.425817715418294,0.065026496256039,0,0,-0.0354128798781844,0.416392936291292,-0.0571776129061568,0.0971522936201904,0,0,0,0,0,0,0,0,0,0,-0.0133340475197606,0,0,0,0,-0.0343847075343885,0,0
X002466.SZ,0,0,0,0,0,0.342092750224566,0.110336877918812,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.144064892071712,0,0,0.0118089920317433,0,0,0,0,0,0,0,0.207624305296274,0,0,0.0426124186917383,0.0348769347469259,0,0,0,0,0,0,0,0.129179706076843,0,0.0232895568244964,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.441112467322969,0,0,0,0,0.0714354694194051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634786683050763,0,0.0733241304875924,0,0.0156757732197382,0,0,0,0,0,0,0.0343851950948097,0,0,0,0,0.0364987613713921,0,0.0734427281687742,0,0.0461030704937167,0,0,0.00215659879860915,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0641334578860376,0,0,0,-0.143088142164072,0,0,0,0.0796084063240602,0,0,0.103001173122707,0,0,0,-0.115698586850588,0,0,0,0,0,0,0,0.0218163226813058,0,0,0.0779133503417245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125631027327563,0,0,0.0513537894517205,0,0,0,0,0,0
X600188.SH,0.0746227744466872,0,0.0789032460148326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104115894173369,0,0,0.736106117160265,0,0,0,0,0,0,0,0,0,0,0,0,0.0272928181790378,0,0,0.235039052214186,0,0,0,0,0.106061674953409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0767953912437539,0,0,0,0,-0.00927107683325063,0,0,0,-0.0247913561618005,0,0,0,0,0,0,0.81165116668762,0,0,0,0,0,0,0,0,-0.0323586479199659,-0.0263041119496361,0,0,-0.0161829014969324,0,0,0,-0.0802524646876274,0,0,0,0,0,-0.0107568382173291,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0.017198963222295,0,0,0,0,0,0,0,0.028541901089025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432198714861369,0,0.0379267691771156,0,0,0,0,0.0788531999324651,0.074582323677082,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0657043561918328,0,0,0.0243075750796601,0,0.161667649887383,0,0,0,0,0,0.0022717899185359,0,0,0.0188762436044819,0,0,0,0,0,0.0938539590137646,0,0,0,0,0,0,0,0,0,0,0,0.0571657489285394,0,0,0.350154706511963,0,0,0,0,0,0.0155376111788666,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.125147251511267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61180188971006,0,0,0,0.0915285258526823,0,-0.0016999983696044,0,0,0.136450665403732,0,0.0401721945090904,0.046529285331052,0,0,0,0.357084589775911,0,0,0,0,0,0,0,-0.125159892249093,0,-0.0382679218879884,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0223237460767232,0,0,0,0,0.0171018093926463,0.169193968609759,0,0,0.118354688564066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00982134372268657,0.087118896901696,0.00683881335432078,0,0,0,0,0.128653342017114,0,0,0,0,0,0,0.0182832848405566,0,0,0,0,0,0
X601898.SH,0,0,0.298275492739564,0,0,0,0,0,0,0,0,0,0,0.285181180796848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918731089356128,0,0.0152958886733752,0,0,0,0,0,0,0,0,0.372689183265482,0.0872891551459312,0,0,0,0,0,0,-0.0579242331902104,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.033816660340478,0,0,0,0,0,0,0,0,0,0.0173294225973373,-0.0127069516061647,0,0.0418190189968403,0,0,0,0,0,0,0,0,0.0166377104299519,0,0,0.0048662801991226,0,0,0,0,0,0,0,0,0.0413830628735865,0,0,0,0,0,0,0,0,-0.0157009519014994,0,-0.0136322530297426,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0183940053045747,0,0,0.0732610184537556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274250773818615,0,0,0,0,0,0.0962217392771758,0,0,0,0,0,0,0,0,0,0,0,0.232240344197166,0,4.33680868994202e-19,0,0,0,0,-0.0359900823534432,0,0,0,0,0,0
