,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600623.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600547.SH,X600299.SH,X002466.SZ,X600660.SH,X601158.SH,X000709.SZ,X000792.SZ,X600352.SH,X600309.SH,X600489.SH,X000898.SZ,X600583.SH,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000983.SZ,X000959.SZ,X000723.SZ,X000060.SZ,X002470.SZ,X002075.SZ,X600021.SH,X600022.SH,X600176.SH,X600098.SH,X000012.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.191433609633747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043316363937613,0,0,0,0,0.0297374143033753,0,0,0,0,0,0.00903350779420862,0,0,0,0,0,0,0,0,0,0.0645670106367339,0,0,0,0.00729205628340073,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.175599493483224,0.0354202270560659,0,0,0,0,0,0,0,0,0,0,0,0,0.0333495339434319,0,0,0,0,0,0,0,0,0,0.141770025891588,0,0,0,0,0,0.0175411272816447,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00640171256730805,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0282122564812696,0,0.0382630150027753,0,0,0,0,0,0,0.0202640080200669,0,0,0,0,0,0,0,0,0,0,0,0,0.113020397698269,0,0,0.0644872075454997,0,0,0,0,0,0.0721645780698406,0.150376102702919,0,0.13314593135439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0264761599673807,1.73472347597681e-18,0.137493359223994,0,0,0,0,0.0861490297848123,0,0,0,0,0,0,0,0,0,0,0,0,0.0458254620585868,0,0,0,0,0.115756347028168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905649311341957,0.048918641646244,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527989364953664,0,0,0,0.160228145184418,0,0,0,0,0,0.250033834801319,0.0538317676354053,0.0410196390157982,0,0.134976183770596,0.0418160184871106,0,0.0252298778278638,0,0,0,0,0,0,0,0.00126896714804748,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0582916993006143,0,0.575134604494165,0,0,0,0,0,0,0,0,0,0,0.0756763193955726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182411678710906,0.0452982830477498,0,0,0,0,0,0,0,0,0.0615313246556944,0,0,0.0500364945367854,0.0134465448653234,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0149007166817658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441705835754405,0,0,0,0,0.113898292707507,0,0,0.0840461143662832,0.157632035506212,0,0,0,0,0,0.137435797848671,6.93889390390723e-18,0.0591910460477253,0,0,0,0,0,0,0,0,0,0,0,-0.0280208051310389,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.0281138036284359,0,0,0,0,0,0,0,0,0,0,0,0,0.0369552009193357,0,0,0,0,0,0,0,0,0,0,0,0,0.353292866231061,0.0123622222338001,0,0,0.0556326216303327,0,0,0,0,0,0,0.223453548273203,0,0,-0.00998529509760891,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0039166856256396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05854243982026,0,0,0,0,0,0,0.0703439343519968,0,0,0,0.091565815414269,0,0,0,0,0,0,0.195612464070636,0.160276858079394,0.0180513911557616,0,0.0145310809657548,0,0,0,0,0,0.210754923096034,0,0,0,0.0256909782286193,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125072816074102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892698345245,0.175256175670694,0,0.059748446960568,0,0.117094869826936,0,0,0,0,0,0.0264581384859389,0,0,0,0,0,0,0
