,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X000301.SZ,X600660.SH,X000708.SZ,X000877.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X000408.SZ,X600426.SH,X300073.SZ,X600096.SH,X000786.SZ,X601991.SH,X000629.SZ,X000983.SZ,X000723.SZ,X600803.SH,X600027.SH,X002080.SZ,X600141.SH,X601699.SH,X600219.SH,X600801.SH,X600157.SH,X300037.SZ,X600160.SH,X600486.SH,X600399.SH,X002407.SZ,X600378.SH,X002192.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0436505103851641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130991175418224,0,0,0,0.202785693235221,0,0,0,0,0,0.0435201012623682,0,0,0,0,0,0,0,0,0,0,0,0,0.0173447197514394,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.078162527711341,0.0417699592883068,0,0,0.259815297789569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0952551824745945,0,0,0,0,0,0,0.173416503255027,0,0,0,0,0,0.0382085828777959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814142231063318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100452712326237,0,0,0.0151462272917234,0,0,0,0.0541031128512414,0,0,0,0,0,0.00308648536976839,0,0,0,0,-0.0138426824158194,0,0
X600309.SH,0,0.0415813891306088,0,0,0,0,0,0,0,0,0.178179313074091,0,0.0158722065212351,0,0,0,0,0.169239209634445,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188607374522367,0,0,0,0,0,0,0.0353957489013372,0,0,0.0665407336112433,0.0134168025244096,0,0,0,0,0,0,-0.0336995305259338,0,0
X002466.SZ,0,0,0,0,0,0.50540870206291,0,0,0.0269360136218445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.092690481561722,0,0,-0.078781234346243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756889500549586,0,0.102922445391356,0.274259333872469,0,0,0.0314400192089026,0,0,0,0.0332440618923353,0,0
X002460.SZ,0,0,0,0,0.081012153415412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273128301687883,0,0,0,0,0,0.0489249932892558,0,0,0.0634894762794751,0.120941748070056,0.0401059530070836,0,0,0,0,0,0,0,0,0,0,0.324950788438869,0,0.00805794856355698,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0334274842274898,0,0,0,0,0,0,0,0,0,0.124659190728915,0,0,0,0,0,0,0,0,0,0.033823187603151,0,0,0,0,0.0261946253843023,0,0,0,0,0.0370957836572278,0,0,0,0,0,0,0.315640578244192,0,0,0,0,0,0,0,0,0,0,0.00209026681361812,-0.0346592902135291,0,0,0,0,0,0
X600188.SH,0,0.243076764938134,0,0,0,0,0,0,0,0,0.426245180738682,0,-0.0965765022662147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756520141725076,0,0,0,0,0,0,0,0,0,0.112803634518159,0,0,0,0,0,0,0,0,0,0,0,0,0.0691669197538934,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.173727495861688,0,0,0.130223010438265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02322737422157,0,0,0,0.390829274068628,0,0,0.0150302917956965,0.146894418479903,0,0,-0.0666012197350432,0,0,0,0,0,0,0,0,0,0,0,0.0178103084823975,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0100032647076271,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.071356041186283,0,0,0,0,0,0,0,0,0.143210641969433,0,0,0,0,0,0,0,0,0,0.0135444486424921,0,0.0620717437490038,0,0,0,0,0.096192937122069,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0320827574049543,0,0,0,0,0,0,0
