,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X002460.SZ,X601699.SH,X600111.SH,X600010.SH,X600160.SH,X000983.SZ,X600803.SH,X600426.SH,X002466.SZ,X601991.SH,X000301.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X002128.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600096.SH,X600612.SH,X002271.SZ,X002353.SZ,X000932.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.523874857665188,0,0,0,0,0,0,0,0,0,0,0,-0.167503075490223,0.0880749720362673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337928529110928,0.0258128699713025,0,0,0,0,0,0,0.0845385473114921,0,0,0,0,0,0,0,0,0,0,0,-0.0258465038268605,0,0,0,0,0,0,0
X601088.SH,0.19549650107021,0,0,0,0.0586613609932861,0,0,0,0.0114960604426725,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0.0530903358170584,0,0,0.0240345189769369,0.179519291519426,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530192162812772,0,0,0,0,0,0.0997469877619355,0,-0.0396668619996298,0,0,0,0,0,0,0,0,0,0,0.0740120834341098,0,0
X600028.SH,0.429501129378188,0,0,0,0,0,0,0,0,0,0,0,0.0218479836608403,0,0,0,0.0565886570664436,0,0.0271242100094886,-0.107299028943795,0.00893765490892258,0,-0.0111049493353679,0,0,0,0,0,0,0,-0.0395945834350936,0,0,0,0,0,0,0,0,0.0508490120871357,0,0,0,0,0,-0.0517722629324779,0,0,0.0844898378094835,0,0,0.0160564732563015,-0.00807944293877969,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325864020803226,0,0,0,0.123626313333224,0.0243468856446506,0,0,0,0,0,0,0,0.106310098383714,0,0.0399192971824189,0,0,0,0,0.0191297793487877,0,0,0,0,0,0,0,0.00272401219749894,-0.0771860272727031,0,0,0.0643156832204575,0,0.00745461978277488,0.0104922345727186,0,0,0,0.0351080357632114,0,0
X600188.SH,0,0,0,0,0,0.0738365569687262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195852371300653,0,0,-0.0364490276260862,0,0,0,0,0,-0.0156472369658359,-0.241104891628806,0.0232831454333004,0,0.00156044354783373,0.306854838895586,0,0,0,0,0,0,0,0.0501811462884386,0,0,0,0,0,0,0,0,0,-0.0129145395568523,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0350210226096513,0,0,0,0,0,0,0,0,0,0,0,0.0412509532360212,0,0,0,0.207430876946909,0,0,0,0,0,0,-0.00937358435366122,0,0,0,0,0,0.0475077869658997,0.319093754766321,0,0,0,0,0,0,0,0,0,0,0,0.0935332729285578,0,0,0,0,0.0203292628912267,-0.00290312134804963,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0831245820782159,0,0,0.0662240313890011,0,0,0,0.123971009554777,0.0378932760140666,0,0,0,0,0,0,0,0.119293257091977,0,0,0,0,0.0165770869865818,0,0,0,0.0804483969412064,0,0,0,0,0.0222676125068011,0,0,0,0,0,0,-0.0131203301959858,0.126753885462817,0,0,-0.0554120344364048,0,0.0119461993639252,0,0,0,2.71050543121376e-20,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321954845071227,0,0,0,0.404983310569626,0,0,1.73472347597681e-18,0,0,0.0138033833145007,0,0,0,0,0.053893380707373,0,-0.022332956940136,0,0,0.0863857624192873,0,0,0,0,0,0,0,0,-0.0866200933340345,0,0,0,0.031912399754977,0,0,0,0,0,0.0532473517657721,-0.0291814928305625,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11609006538361,0,0,0,0,0,0,0,0,0.0838204476705187,0,0,0,0,0,0.182780914354196,0.163554634695306,0,0,0,0,0,0.0425802929890953,0.255324905639863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112954618014862,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,-0.0192839615154987,0,0,0.317647965042186,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607521114381198,0,0,0,0,0,0,0,0,0,0,0,0.0450801045235823,0,0,0,0,0,-0.0803864088163061,0,0.0184923992185521,0,0,0,0,-0.00811367773841882,0,0,0,0,0,0
