,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600886.SH,X000786.SZ,X600426.SH,X600176.SH,X601600.SH,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X000301.SZ,X600111.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X300037.SZ,X002080.SZ,X600299.SH,X000932.SZ,X600027.SH,X002075.SZ,X601992.SH,X600219.SH,X600486.SH,X601168.SH,X600315.SH,X002353.SZ,X000898.SZ,X002409.SZ,X000027.SZ,X600529.SH,X000883.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.033225309369797,-0.00427182751849558,0,0,0,0,0.0159691212067245,-0.0266072020758373,0,0.0368201407280923,0.087013459753973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657713630900722,0,0,0,0.030156308529394,0,0,0.0305710285280524,-0.00337500365249048,0,0,0,0,0,-0.0134938164148017,0,0,0,0.0132196123985897,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00744299763080235,0,0,0,0.0152822365336243,0,0.0600870644704067,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00551232478882348,0.0364765545519234,0,0,0,0,0.100061347738354,0,0.00951061264719242,-0.00902633599205182,0,0,0,0,0,0,0,0,0,-0.0033314694996098,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0626528492543875,0,0,0,0,0.0205144404578331,0,0,0,0,0,0,0,0.0178616149491267,0,0.120744098469359,0,0,0,0,0.0145252732578875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449678060977795,0,0,0,0,0.0213045473713431,0,0
X600585.SH,0,0,0,0,0,0,0.0922797101566002,0,0,0,0,-0.0225989024132336,0.0521950442651902,0,0.0238217664612614,0,0,0,0,0,0,0.0616134906976254,0,0,0,0,0,0,0.0211969857319843,0,0,0,0,0,0,0,0,0,0,0,0,0.102876923091512,-0.000766463452709686,0,0,0,0,0,0,0,0,0.0101421250639705,0,0,0,0,-0.0107629116924198,0,0
X600309.SH,0,0,0,0,0,0,0.216241433061241,0,0,0,0,-0.103370826321924,0,0,0.156748731773958,0,0,0,0,0,0,0,0,0,0,0,0.174614098693429,0,0.0586953390787465,0,0,0.206838962831645,0,0,0,0,0.0146786228670631,0,0,0,0,0,0.224663374735818,0,0,0,-0.150229382099186,0,0,0,0,0.01240340657674,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977266258478825,0,0,0,0,0,0,0,0,0,0,0.0489478372034907,0,0,0,0,0,0,0,0,0,0,0,0.0534904994959182,0.0307971205197611,0,0,0,0,0,0,0,0,0,0.0302005460794178,0,0,0,0,0.00696903992874122,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0880129588069525,0,0,0,0,0,0,0,0,0,0,0,0,0.545276492870019,0,0,0,0,0.00763299385566097,0,0,0,0,0.00115659552537475,0,0,0,0,0,0,0.0209429976638645,0,0,0.106975505510157,0,0,0,0,0,0,0,0,0,0,-0.0348690823702636,0,0,0,0.00210188228514045,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.070954045029131,-0.0624188479290555,0,0,0,0,-0.0272316262169622,0,0,-0.0475354722447526,0.018401986262097,0,0.310274743845196,0,0,0,0,0,-0.214076688934477,0,0.0222204613394234,0.371200392175165,0,0,0,0,0.0294577117247037,0,0,0,0,0,0,0,0,0,-0.0671851737881695,0,0,0,0,-0.073550157248096,0.125543180899486,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0693248617394664,0,0.0392731983481006,0,0,0.101895975350983,0,0,0,0,0,0,0,0,0,0,0.0387736418365066,0,0,0,0,0.0887977641836325,0,0.301821430450454,0,0,0.265194334553123,0,0,0,0,0,0,0,0,0.172644102656039,0,0.0190056702070373,0,0,0,0,0,0,0,0,0.000803774326283377,0,0,0,0,-0.0426583315157962,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0508733425073759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671574306557347,0,0,0,0.0427738876783649,0,0,0,0,0,0,0,0,0,0,0.0372322039670737,0.079977190829181,0,0,0,0,0,0,0,0,0,-0.031653973398358,0,0,0,0.0481716774447478,0,0
X002271.SZ,0,0,0,0,0.0307548203773069,0,0,0.0396710426586096,0,0,0,0,0,0,0,0.325855090582805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777012950617954,0.110184329899435,0,0,0,0,0,0,0,0.187362705267828,-0.0167629693516309,0.0505425612706231,0,0,0.0418397747801491,0,0,0,0,0,0,3.46944695195361e-18,0.0589486733288302,0,0,0,0.0424234122607297,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.184207881674504,0.156812425299761,-0.023989806285867,0,0,0,0,-0.00878425962405862,0,0.202312857195219,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259959551807921,-0.016284212040392,0.24420341202629,0,0.533499849719125,0,0,0,0,0.0205539615506417,0,0,0,0,0,0,0,0,0,0,-0.0247113621586329,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0322438214389316,0,0,0,0,0,0,0.0138902434925561,0,0.20356802884907,0,0,0,0,0,0,0,0,0.0777587347435617,0,0.0018299364806039,0,0.102250663810043,0,0.0911282285449868,-0.115655923249859,-0.236755929166146,0,-0.0247930735494989,0,-0.00299077988991302,0,0,0.0825404040906,0,0,0,0,0,0,0,0,0,0,0,0.0207636624848161,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.0407463681703474,0,0,0,0.145063775556961,0.0756386703063959,0,0,0,-0.217132128670523,0,0,0,0,0,0,0,0,-0.0228923356509959,0,0.150900484360938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399930616518074,0,0,0,0,0.0345595073428114,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.218860568876671,0,0,0,0,0,0,0,0,0.091198928880397,0,0.104331551913701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117961502989133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503420644205559,0,0,0,0,0,-0.0313912037028734,0,0,0,0.0434265444491733,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.116013321798651,-0.0625273673958651,0,0,0,0,0.447748905205297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229546870765587,0,0,0,0,0,0.0868206601692673,0,0,0,0.264876424063574,0,0,0,0,0,0,0,0,0.0429753602945026,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-0.0494158162460288,0.039078050177111,0,0,0,0,0,0,0.0539091705774759,0,0.215664069359525,0,0.187112111643747,0,0,0,0,0,0,0,0,0.0254503740792804,0,0,0,0.0178109585744634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244008162692536,0,0,0,0.00813864201746765,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0815780715233017,0,0.00660720544920492,0,0,0,0,0,0,0,0.255754431943015,0.225164549756511,0,0,0,0,0,0,0,0,0.0674130293258382,0.0701466240962562,0,0,0,0,0,0.0394832278660319,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557798464985529,0,0,0,-0.0113404471446289,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147196297651907,0,0.0373730969610809,0,0,0,0,0.048727563853556,0,0.24789669458793,0.0117674701411071,0,0,0,0.0862657985311901,0,0,0,0,0,0,0,0,0,0.0306209686268104,0,0,0,-0.00903928915529337,0,0,0,0,0,0,0,0,0.0180461589942223,0,0,0,0,-0.00334243384202372,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0141355873335873,0,0,-0.103230762324438,0,0,0,0,0,0.319586544102889,0,0,0,0,0,0,0,0.0978485637496313,0,0.039400398841192,0,0,0,0,0.0365736047944641,0,0,0,0,0,0,0,0,-0.0214190988641179,0.00577413426498236,0,0,0,0,0.021521131507807,0,0.0776177659137429,0,0,0.00911403710287202,0,0,0,0,-0.0111805996305448,0,0
X600801.SH,0,0,0,0,0,0,0,0,0.0449032582924249,0,0,0,0,0.0611587635353666,0,0,0,0,0,-0.109718109395203,0,0.0273716608747105,0,0,0,0,0,0,0,0,0,0.0938348387814297,0,0.102780984160044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227181289307507,0,0,0.0278491352091119,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.13646863952186,0,0.724273646269061,0,0,0,0,0,0,0.0214544330023962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012038141706409,0,0,0,-0.0573263795229869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000465032026761245,-0.0268891623972862,0,0,0,0,0,0
