,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X000408.SZ,X600426.SH,X600096.SH,X000786.SZ,X000983.SZ,X300073.SZ,X600803.SH,X601991.SH,X000723.SZ,X000629.SZ,X600141.SH,X600027.SH,X002080.SZ,X002192.SZ,X600219.SH,X601699.SH,X600801.SH,X002407.SZ,X600486.SH,X002353.SZ,X002497.SZ,X600157.SH,X300037.SZ,X600378.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0401894911625303,0,0.0331736194759853,0,0,0,0,0,0,0,0,0.0152674054802571,0,0,0,0.0490422946698619,0,0,0,0,0,0.163761150309273,0,0.183338156011129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020420442958138,0,0,0,0,0,0.000713562031575615,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.086429132920421,-0.0453291582523879,0,0.190733494942582,0,0,0,0.121696950354955,0,0,0,-0.101246664734186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121533903244157,0,0,0.0361173153701948,0.031098758142025,0,0,0,0,0,0,-0.0124811288116118,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00271937807026105,0,0.0153673693513266,0,0,0,0,0,0,0,0,0,0,0.0927970270027672,0.0310053907253868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595625647659577,0,0,0,0.0228780684486193,0,0.0697396920458099,0,0,0,0,0,0,0,0,0,-0.0023851871842677,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0899896789312149,0,0,0,0,0,0.180032636514147,-0.018381840510341,0,0,0,0,0.110756500175474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311506990740689,0,0.0640340768029653,0,0,0,0.0272073460799471,0,0,0,0.0797550502145497,3.46944695195361e-18,0,0.0016043817420852,-0.0514844948861152,0,0,0,-0.0198288557720738,0,0
X002460.SZ,0,0,0,0,0,0.18138964704639,0,0,0.0346446631945387,0,0,0,0.0990454358272004,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288078363293238,0,0,0,0,0.319538858780566,0,0.0248259085766904,0,0,0,0.0339032179545335,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.31543234156713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864263313507179,0,0.0159178990300468,0,0,0,0,0,0,0,0,0,0,0.00315231467792064,0,0.00541769973633636,0,0,0,0,0.295303620532198,0,0,0,0,0,0.0101575110727905,0,0,0,0,0,0,0
X600188.SH,0,0.623625784122141,0,0,0,0,0,0,0,0,0,-0.162944774075367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216569295238908,0,0,0,0,0,0,0,0,0,0,0,0,0.376637548065046,0,0,0,0,0,0,0,0,0,0,0.0674660400069251,-0.0559210122623345,0,0,0,0,0,0
X600585.SH,0,0,0,0.0566153740434123,0,0,0,0,0,0,0,0,0,0.149073682695527,0,0,0,0,0,0,0,0,0,0.0753501588319797,0,0,0,0,0,0,0,0,0,0.0181414803307491,0,0,0,0,0,0,0,0.372563623046242,0,0,0,0,0,0,0,0,0,0.0026858655463748,0,0,0,0,4.33680868994202e-19,0,0
X000792.SZ,0,0,0,0,0.0723714791065315,0,0.0934930551391776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399072948172394,0,0.061526571501905,0.017970380496504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,-0.0129596119453028,0,0.00710252325387347,0,0,0,0,0,0,0.075679492155164,0,0,0,0,0.0242997807271361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585719127061054,0,0,0,0,0,0.0779810237077304,0,0,0,0,0,0.174801069577794,0,0,0.167714794206177,0,0.0215078759342591,0,0,0,0,0,0,0
X601898.SH,0,0.274659353225281,0,0,0,0,0.107166990293657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230791821081799,0,0.239532165295275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528807074329059,0,0,0,0,0,0,0,-0.0473697165145575,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167187153949916,0,0,0,0.048849725090668,0,0,0,0,0,0,0,0,0.0184860131136846,0,0.17581907039011,0,0,-0.127939373873699,0.605295194094179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215554593929545,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0571852261582198,0,0,0,0,0,0,0,0,0.0546787054563284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283565083880617,0,0,0.0590460388259088,0,0,0.386112553026078,0,0,0.242410679154897,0,0,0.000674958125921749,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0966313806336281,0,0,0,0,0,0,0.154318023229593,0,0,0,0,0,0,0,0,0,0,0.00739922930044625,0,0,0.726963219418028,0,-0.271970053882686,0,0,0,0,0,0,0,0,0,0,0.0848241823473523,0.119287950346114,0,0,0,0,0,0,0,0,0,0,0.010861505742669,0,0,-0.0113566537801875,0,0
X600660.SH,0,0,0,0,0,0.0637188506131075,0,0,0.0149154401402541,0,0,0.0299593074928601,0,0,0,0,0,0,0.295173930994681,0,0,0,0,0,0.18232349602576,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0960250336782015,0.123102680824162,0,0,0,0,0,0,0,0,0,0,0,0.0675637455522429,0,-0.0221188694408778,-0.107425063579238,0,0,0,-0.00641955490477991,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.365199160881721,0,0,0,0,0.045029033815419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318509676875655,0,0,-0.056769035891003,0,0,0,0,0,-0.0203823284978445,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.034734463882611,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0.0879515181428574,0,0,0.0353870264753093,0,0.0649351241313172,0,0,0,0,0,0,0,0,0,0,0,0,0.0164496687937868,0.101659294328282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138249987772461,0,0.0225007609618708,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195511320359851,0,0,0,0,0,0,0,0,0,0.257257151708669,0,0.0473479084034132,0,0,0,0,0,0,0,0,0,0,0.185585944704185,0,0,0,0.140865212460567,0,0,0,0,0.0640650141674535,0,0,0,0,0,0,0,0,0.108268650122493,0,0
X000708.SZ,0,0,0,0,-0.0453911863541813,0,0,0,0,0,0,0,0,0,0,0,0,0.148694915267892,0,0,0,0.0272885270246665,0,0,0,0,0,0,0,0,0,0,0,0,0.125745777088741,0,0.0146599727791743,0,0,0,0.0365022391415503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0633860787263238,0,0.0646887125762558,0.094372707822933,0,0,0,0,0,0,0,0,0.0200784627250692,0,0,0,0,0,0,0,0.0801236874348631,0,-0.0589818318222558,0,0,0,0.0580097850044237,0,0,0,0,0,0,0,-0.00343149445996168,0,0,0,0,-0.0447234766533522,0,0,0,0,0,-0.114837468466824,0,0,-0.0418588520571196,0,0
X600547.SH,0,0,0,0,0,0,0.0169741560126819,0,0.186793028379317,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0894097965186422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149853872376704,0,0,0,0.0743255562230821,0,0,0.0270200497439393,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.14848783436901,0,0,0,0,0,0,0,0,0,0,0,0.302845475138382,0,0,0,0,0,0,0,0,0,0.0726888758487002,0,0,0.0789718869891701,0,0.134908934623012,0.104834803170656,0,0,0,0,0,0,0,0,0.00418798154157578,0,0.0130512174088241,0,0,0,0,-0.0181116247603488,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186273028793603,0,0,0,0,0,0,0.078114759247455,0,0.119940693668923,0,0,0,0,0,0,0.122204682024801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
