,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X601991.SH,X002466.SZ,X600362.SH,X601600.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X002460.SZ,X600516.SH,X600027.SH,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X601992.SH,X600176.SH,X000786.SZ,X000825.SZ,X000709.SZ,X600426.SH,X000792.SZ,X600299.SH,X000408.SZ,X002110.SZ,X600808.SH,X000883.SZ,X000830.SZ,X000932.SZ,X600315.SH,X601158.SH,X601699.SH,X600801.SH,X600219.SH,X600339.SH,X002271.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.245600667104486,0,0,0,0,0,0,0,0,0,0.0743585081215372,0,0,0,0.111388420125948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147663989854097,0,0,0,0,0,0.026596106736783,0,0.0150496830535566,0,0.0344463813257453,0,0,0,0,0,0,0.0217889596355337,-0.0165291966822592,0,0,0,0,0,0
X600028.SH,0,0,0.310408958523016,0,0,0,0,0,0,0,0,0.0246726459881537,0,-0.0609976649897679,0,0,0,0,-0.041186814455998,0,0,0,0,0,0.0579137191719997,0,-0.118397331474471,0,-0.103474455374927,0,0,0,0.0148702067151924,0.0944624662152774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000564775468644088,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0983905806879674,0,0,-0.246988469062303,0,0,0,0,0.298102327737356,0,0.0857678872214013,0,0,0,0,0,0,0,0,0,0,0,0,-0.00917603210757075,0,0,0,0,0,0,0,0,0,0,0,0,0.0304133017345219,0,0,0,0,0,0,0,0,0,0,9.36802674035331e-05,0.00602751011490055,0,0,0,0,0,0
X600585.SH,0,0,0.300743249553019,0,0,0,0,0,0,0,0,0.0182975201442275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051217655821068,0,0,0.101346307379489,0,0,0,0,0,0,0.00260818389946034,0,0,0,0,0.257877446433305,0,0,0.0945880902850774,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0224556954631492,0,0,0,0.372253970483211,0,0,0,0.0254017930107745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881056937992791,0,0,0,0,0,0,0,0,0,0,0.0746734436823932,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.000832315276836706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666236877719098,0,0.0627356736780576,0,0,0,0,0.0870669547441608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04912587399162,0.014990133957235,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0112688666901357,0,0,0,0,0,0,0,0,0,0,0.0272577661920389,0,0.0906455797507406,0,0.163388162141243,0,0,0,0,0.039837062128901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046081532059055,0,0,0,0.0079981894779095,-0.0183626200908131,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.096028369683616,0.139556576584908,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.211434025014612,0,0,0,0,0,0,0,0.150906789785704,0,0.253727929079364,0,0.0119024789336839,0,0,0,0,0,0,0.134548395985744,0,0.0469835823456109,0,0.0311381461042507,-0.0298628459544866,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104602373747204,0.0462460887165088,0,0,0.0165092201658013,0.0361280598827529,0,0,0,0,0,0,0,0,0,0,0,0,0.059401904094036,0.0985121105862287,0,0,-0.01124203903188,0.01197653099339,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.101527867006325,0,0,0,0.0200131024466744,0,0,0,0,0,0,0,0,0,0,0,0.147677860372281,0.0699829270948981,0,0,0.100734713801669,-3.46944695195361e-18,0,0.00437487955519404,0,0,0,0,0.106099248577544,0,0,0,0.0596702133361439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.2201783044881,0,0,0,0,0,0.0364256216632017,0,0,0,0,0,0.0303140407780886,0.0800767186414619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123001965980549,0,0,0,0,0.0874938441946803,0,0,0,0,0,0,0.0116168978529954,-0.00294340290692715,0,0,0.0184425389466192,0,0,0,0,0,0,0
X600188.SH,0,0,0.274375396555638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676431953071832,0,0,0,0,0,0.00699780836987057,0,0.0214871443439539,0,0,0,0,0,0,0.867228637434399,0,0,0.00748478048488042,0,0,0,-0.0353730518912661,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0606785018804516,0,0,0,0,0,0,0,0,0,0,0,0,0.118264379021494,0,0.0889191525184704,0,0.0555390408869561,0,0,0,0.0632188127316931,0,0,0,0,0,0,0.024462876024602,0,0,0,0,0.0585400418581938,0,0,0,0,0,0.117500765395445,0,0,-0.00877347205237934,0.0153879386842537,-0.0121252810825551,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.190792185446848,0,0,0,0.0654042310715637,0,0,0,0,0,0,0,0,0.61018697136363,0.067258033736813,0,0,-0.107127111818357,0,0,0,0,0,0,0,0.0591125221533191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681885049932187,0.0355647633294612,-0.0207125269994175,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436949244856751,0,0.268316112669484,0,0,0,0,0,0,0,0,0.0209823104188672,0,0,0,0,0.0753898018111616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147595470881225,0,0,0,0.0360506242776937,0,0,0.0262860189714101,0.0176894560922675,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.091388978703787,0,0,0,0.123503097817851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223646573965189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717611625995268,0,0.300356534759005,0,0,8.67361737988404e-19,0,0,0,-0.00831406621902316,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0442299471253269,0,0,0,0,0,0,0,0,0,0.0273635953400169,0,0,0,0,0.0194510154784075,0,0.0442783088898891,0,0,0.0527325578067974,0.117362054394316,0,0,0,0,0,0,0.081438380919237,0,0,0,0.0314120673640811,0.00499176544940604,0,0,0,0,0,0,0,0,0,0.00544479137116205,-0.0136881703212033,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110972432874924,0,0,0,0,-0.0836153745701859,0,0.181293181461423,0,0.103975979880911,0,0,0,0.0582794610624958,0.0841776473966451,0,0,0,0,0.140752677053988,0,0,0,0,0,0,0,0,0,0,0,0.0172295247950853,0,0,0,0.00035551494095576,-0.020587038933877,0,0,0,0,0,0
