,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X000786.SZ,X600489.SH,X600010.SH,X600362.SH,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X600027.SH,X002466.SZ,X002080.SZ,X601992.SH,X600529.SH,X002353.SZ,X600612.SH,X002409.SZ,X600486.SH,X600219.SH,X000723.SZ,X600315.SH,X002075.SZ,X000301.SZ,X000932.SZ,X600516.SH,X000027.SZ,X600126.SH,X000898.SZ,X601158.SH,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0639599760116721,0,0,0,0,0,0,0,0,-0.0361932217101304,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530674890987829,0.0843975342819546,0,0,0,0.0637615013699104,0.0803234324175675,0.0109290334347898,0.00112790366112521,0,0,0,0,0,0,0,0.0461018413113656,0,-0.00146254719166394,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00951587067790623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107110183849028,0,0,0,0,0.0770128625257835,0,0,0,0,0.0385664859825759,0,0,0,0,0.025408779404513,0,-0.000798736212721088,0.00532893928493404,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923506816806649,0,0,0.0643051640025333,0,0,0,0,0,0.0745320777556077,0,0.170093969553563,0.0253591246114474,0,0,0,0,0,0.116482496942667,0,0,0.00709540072706465,0,0,0,0,0,0,0,0,0.0481890576655448,0,0,0,0,0,-4.33680868994202e-19,0,0.000357515225469393,0.0018445837569078,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.125062905292651,0,0,0,0.040671659460888,0,0,0,0,0,0,0,0.0121442437461082,0,0.0346209780883663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304486704164793,0,0,0,0,0,0,0.0271928388475409,0,0,0.0380760383638045,0,0.00130218555250779,0.00876918232324659,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.094478508291835,0,0.0372888093619656,0.0558921244410742,0,0,0,0,0,0.0901176074606256,0,0,0,0,0,0,0,0.201082179401614,0,0,0,0,0,0,0,0,0,0,0.0388258403921124,0,0,0,0.0228768462620907,0,0,0,0,0,-0.00818607619647811,0,0,0.0835721107323352,0,0,-0.0195049686105619,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536192372242275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119088472416101,0,-0.00663724934117279,-0.0166443467600302,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149394251691027,0,0,0,0,0,0,0,0.00882221598092485,0,0,0,0,0,0,0,-0.00376235338037345,0,0,0,0.0402494426663283,0,0.0239924570147704,0,0,0.084723152851694,0,0,0,0.12963100839355,1.0842021724855e-19,0,0,0.117257556166268,0,0,0,0.00515092044189632,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224546756506952,0,0,0.118035905200679,0.0874432827929316,0,0,0,0,0,0,0,0,0,0,0,-0.0143600511207721,0,0,0,0,0,-0.0252967586767158,0,0,0.183421615934258,0,0,0,0,0.120449751410752,0,0,0,0,0,0,-0.00909530735849533,-0.0114765624739547,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.242676059415625,-0.0433917454150498,0,0,0,-0.0663558900727177,0,0.0492562439065768,0,0,0,0,0.278519613980032,0,0,0,0.111759378178213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199380361004074,0.0408904716266645,0,0,0,0.128872383848642,0,0,0,0,0,0.0915400660835008,0,0,0,0,-0.00355500491794848,-0.0123972327396476,0,0.0823258755122074,0,0,0,0
X600011.SH,0,0,0,0.0728169689309053,0,0,0,0,0,0,0,0,0,0,0,0,0.12782271097413,0,0,0,0,0,0,0,0,0,0,0,0,0.171360325684463,0.033623195633541,0,0,0.00666485578641648,0,0,0.0127948396141633,0,0,0.0838312037421364,0,0,0,0,0,0,-0.0390696146444228,0,0,0.043164919607572,-0.0273093345131403,-0.00376969895860286,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.18706349856924,0,0,0,-0.053477559323906,0,0,0,0,0,0,0,0.0234190672498228,0,0,0.192840805903314,0,0.135054944913192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211704467586377,0,0,0,0,0.131763681718992,0,0,0,0,-0.0399750886186111,0,0,0.057339198836039,0,0.0167483600578255,-0.00132858991449042,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.121870460679798,0,0,0,0.189048616618871,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.063901367939834,0,0,0,0.0533665862979174,0.00902475552889685,0,0,0,0.337096851819729,0,0,0.0279321686763869,0.10070481591121,0,0,0,0,0,0.176395373773908,0,0,0,0,0,0,0,0,0.119911823702626,0,0,-0.01100117063414,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.026804116374669,0,0,0,0,0,0,0,0,0,0,0,0.0209668102756841,0,0.171618757429533,0,0,0,0,0.100621300771521,0,0,0,0,0.0330332198819641,0,0,0,0,0,0,0,0,0.0591850948198259,0,0,0,0.0559031521443937,0,0.0163578492226621,0,0.0063118658754637,0.00170837429005572,0,0,0,0,0,0
X600801.SH,0,0,0.122667373876428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106658727588479,0,0,0,0,0,0,0,0.0484131110321809,0.0295364422287063,0,0.0372209941726368,0,0,0,0,0,0.00169691018843951,0,0.0736544946537123,0,0,0.19906302647109,0,0,0,0,0.105709492951745,0,-0.0334305625078899,0.0107673967966091,0,0,0,0,0,0
