,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600585.SH,X600188.SH,X002460.SZ,X600547.SH,X601898.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X601699.SH,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000629.SZ,X600219.SH,X000408.SZ,X300037.SZ,X600995.SH,X002080.SZ,X600688.SH,X000933.SZ,X600612.SH,X000630.SZ,X600096.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.482671173521321,0,0,0,0,0,0.0666864870299526,0,0,0.0377960213348571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00540109011952017,0.0141657466615648,0,0,0.0602447175844234,0,0,0,0,0,0.0405425968519551,0,0,0,0,0,0,0
X600028.SH,0.655616960272006,0,0,0,0,0.0135269852724009,0.154114195753562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075336284142829,0,0,0.0596811423582825,0,0,0,0,0,0,0,0,0,-0.0166069909317063,0,0,0,0,0,-0.0755069130340748,0,0,0,0,0,0,-0.024751302038669,0,0,-0.0776667459809907,0.0229331541567595,0.020679966316073,0,0,0,0,0,0
X601088.SH,0.0841098655015649,0,0,0,0,0,0,0.231686236347049,0,0,0.0175576382750387,0,0,0.00646097855059587,0,0,0.0349035325615795,0,0,0,0,0,0,0,0,0.109344461369718,0,0.0232257144350478,0,0,0,0.0117245982802077,0,0.0606464530068283,0,0,-0.060240645639914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057776025745855,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.227465162169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194082649199978,0,0,0,0,0,0,0,0,0,0,0,0,0.0228151178842509,0,-0.0168229421310947,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00159022079203052,-0.00612951975339771,0,0,0,0,0,0
X600019.SH,6.93889390390723e-18,0.0809089504512144,0,0,0,0,0.152807159105429,0.049464292635755,0,0,0,0,0,0.14223650829474,0,0,0,0,0,0,0,0,0.0172628595489545,0,0,0,0,0,2.16840434497101e-19,0,0,0.0291099280883024,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209896986213623,0.0459478127911114,0,0,0,0,0.0926343120256963,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.299301551750609,0,0,0,0.321981908420848,0,0,0,0,0,0,0,0,0,0,0.374331276085154,0,0.18075410782853,0,0,0,0,-0.16480915586446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.28536803161217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325873881501286,0,0,0,-0.125055338756042,0,0,0,0,0,0,0.0683513367547371,0,0,0.061027910487305,0,0.183002398424814,0.100688091820968,0.0228734267232807,0,0,0,0.0787575531015112,-0.0219626567307196,0,0,0,0,0,-0.0112608262191121,-0.0249697930227435,0,0,0,0,0,0
X600188.SH,0,0,0.555515021635227,0,0,-0.0699716517326711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702155233368622,0,0,0,-0.0769775764941862,0,0,-0.103834127996827,0,0,0.332617021017448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.640000928138545,0,0,0,0,0,0,0,0,0.162653872952277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760971960094711,0,0,0,0.11759062561249,0,0,0,0,0,-0.0452892989637006,0,0,0,0,0.0127844033433306,0.0358677285350211,-0.0174257737248902,0,0,0,0,0,0
X600547.SH,0.0476976378093003,0,0,0,0,0.0200172051947203,0,0,-0.00500946971077814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035233892499673,0,0.591267291082772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757726059398648,0,0,0,0,0,0
