,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600547.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X600176.SH,X000709.SZ,X600299.SH,X000629.SZ,X002460.SZ,X600808.SH,X600352.SH,X000825.SZ,X600801.SH,X600339.SH,X300072.SZ,X002110.SZ,X600583.SH,X600426.SH,X600489.SH,X601158.SH,X600219.SH,X000786.SZ,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.128008974913915,0,0,0,0,0,0.00474103032319132,0.0214056819869043,0,0,0.345122989291924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0468299636092502,0.0376750502083402,0,0,0,0.148948332777668,-0.0732779717815677,0,0,0,0,0,0,0,0,0,0,0,0,0.342894205201109,0,0.012343848389895,0.0108979162997729,0,0,0,0,0,0
X600028.SH,0.140261530570835,0,0.0855364905102691,0,0.253882997405421,0,0,0,0.0871830156612516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752744644358315,0,0,0,0,0.00330792191508241,0,0,0,0,0.00530372485634493,0,0,0.0172592603049958,0,0,0,0,0,0,0,0,0,0,0,0,0.00936157027760788,0.0154506036495328,0,0,0,0,0,0
X601088.SH,0.105781760916459,0,0,0,0,0,0,0,0.0887022487357659,0,0,0,0.00516724316689341,0.196601325025329,0.111171627855675,0,0,0,0,0,0,0,0.0099166408974631,0,0,0,0,0,0,0,0,0.0169658718755653,0,0,0,0,0,0,0,0,0,0,0,0.130907153461284,0,0.0344612411295182,0,0,0,-0.010734661752642,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.13961564412707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581754175940551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362199732185828,0,0,0,0.13315141178823,0,0,0,0,0.183607678515231,0,0,0,0,0,0,0,-0.00050906999910004,-0.00133255120445084,0,0,0,0,0,0
X600019.SH,0,0.083844809347596,0,0.0848266232369455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522888945350424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100847284945383,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.167870681792944,0,0,0,0.00513703431025267,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169689826957839,0,0,0,0.743819944557949,0,0,0.0619644154829384,0,0,0,0,-0.0689155074160081,0,0,0.0628303454894754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315929954508825,0,0,0.0119812972835445,0.0226638398326521,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0454065695331655,0,0,0.281717110149256,0,0,0,0,0,0,0,0,0,0,0.0161986467045187,0,0.0261040809888213,0,0,0,0,0,0,0,0.121667820142917,0,0,0,0,0,0.22021491342399,0,0,0,0,0,0,0,0,0.0477704227081078,0,0,0.00875805324016337,0,0,0,0,0,0,0
X600010.SH,0.0832261989790198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131495261642453,0.117308693323885,0,0,0,0,0,0,0,0,0.0127896278690888,0,0,0,0,0.043085632704026,0,0.0642413981909827,0,0,0,0,0,0,0.161053492966987,-1.73472347597681e-18,0,0,-0.0187093476573452,-0.021067508196128,0,0,0,0,0,0
X601898.SH,0.102661651160309,0.129000173529529,0.105557218924787,0,0,0,0,0,0,0,0,0,0,0.178611809992544,0.172405631173421,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133463980205858,0,-0.0122299769226505,-0.00466426932707378,0,0,0,0,0,0
X600688.SH,0.116587152906621,0.0818842636741797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317364898753583,0.11657757822985,0.0901956815258737,0,0,0,0,0.023730232248676,0,0,0,0,0,0,-0.000760252992953832,-0.00454105149334486,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0430799166732332,0,0,0,0,0,0,0.0576688963348714,0,0,0,0,0,0,0,0,0,0.150259034176492,0.0311398146307125,0,0,0.0838247484104417,0,0,0,0,0.0154721538760419,0,0,0,0,0,0.282680799911566,0,0,0,0,0,0,0,-0.0613037502317315,0.0204742812104933,0,0,-0.0116749630090492,0,0,0,0,0,0,0
X601991.SH,0.0755187536931878,0,0,0,0,0,0,0,0.0643254455616375,0,0,0,0,0,0.168744645854504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135429406996302,0,0,0,0,-0.0203558457452339,0.114137455484282,0,0,3.46944695195361e-18,0,0,0,-0.0160904016407451,-0.00296795943608636,0,0,0,0,-0.0514128517367645,0
X600547.SH,0,0,0,0,0,0,0.221260308543746,0,0,0,0.0848307219793277,0,0,0,0,0,0,0,0,0,0,0,0.0351249874496326,0,0,0,0,0,0,0,0,0.0687380043961186,0,0,0,0,0,0,0.578040612278331,0,0,0.00979734106724041,0,0,0,0,0.0278091472104199,0,0,0.00248285899050184,-0.0062220594324266,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.09967297582647,0,0,0,0,0,0,0,0,0,0.119438462413178,0,0,0,0,0,0,0,0,0.0270027943859077,0,0,0,0,0,0,0,0.152310059062632,0,0,0,0,0,0,0,0.490541393507365,0,0.0766165335443376,0,0.00699468149068695,0,2.16840434497101e-19,-0.0185902197155309,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.10532625887619,0,0,0,0,0,0,0,0,0,0,0,0.0400435994740653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539963542437707,0.409964194445229,0,0,0,0.0367122719950378,0,0,0.102536114498044,0,0,0,0,0,-0.00240257954834922,-0.00952330663915645,0,0,0,0,0,0
X600886.SH,0,0.229859668780973,0,0,0,0.085791262327961,0.0316523275093259,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0323620650129115,0,0,0,0.00615201719442565,0,0,0.070547504621348,0,0,0,0,0,0,0,0,0.0310356993011638,0,0,0,0,0,0,0,0,0,0.00435374321735235,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.118144818176948,0,0,0,0,0,0,0,0.143075090703116,0,0,0,0,0.151836911985734,0,0,0,0,0,0,0,0,0.0328980027815004,0,0,0,0,0.0963310005608585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00390188155350189,0,0,0,0,0,0
