,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X600010.SH,X601898.SH,X600801.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X000786.SZ,X600111.SH,X600027.SH,X600126.SH,X601992.SH,X600176.SH,X600299.SH,X600315.SH,X002075.SZ,X600426.SH,X002353.SZ,X600529.SH,X000723.SZ,X000959.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000898.SZ,X002080.SZ,X000932.SZ,X601158.SH,X000301.SZ,X000709.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109211926021373,0,0,0,0,0,0,0,0.0358934449765095,0,0,0,0,2.71050543121376e-20,0,0.0702322297777043,0,0,0,0,0.00730667438040768,0,0,0,0,0,0,0,0,0.00220331780524512,-0.0124607261899008,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345116413369868,0,0,0,0,0,0,0,0.00557294504963161,0,0,0,0.082009648167056,0,0,0.0566674634975158,0,0,-0.00245492143160091,0,0.0566987195015124,0,0.0370372712934616,0,0,0,0,0.0627087986391091,0,0,0,0,0,0,0,0,0.000409766683285325,-2.16840434497101e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0.176389522454708,0.00396929969781198,0,0,0,0,0.0560115438102239,0,0.0147931364721668,0.0855676044458314,0,0,0,0,0,0,0,0,0,0,0,0,0.0594114751867885,0,0.152743052689362,0,0,0.0289175377115494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00575717003769928,0.0230602282889179,-0.0209546583864641,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0447888603269246,0,0,0,0,0,0,0.476448967370688,0,0.0287432155644323,0,0,0,0,0,0.031370149984232,0,0,0,0,0.0357691122385322,0,0,0,0,0,0,0.00271156441728614,0.058843383271226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125742796938175,0.012008674600387,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0896418217828381,0,0,0,0.0411440971612943,0,0,0,0,0,0,0,0,0,0,0.0925677932771135,0,0.0532702569628374,0,0,0,0,0,0,0,0,0.229835740480536,0,0,0,0,0,0,0,-0.00287964105624673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0218836758164708,0,0,0,0,0,0,0.00425622653943608,0,0,0.402821455016636,0,0,0.0763947133345872,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,3.46944695195361e-18,0,0,0.11111355331545,0,-0.093538427581477,0,0,0,0,0,0,0,0,-0.00123175011169808,0.000267272194860228,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.195483388130012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115671169966314,0.00572770362819384,0,0.0841873208599259,0,0,0,0,0.0235157612279656,0,0,-0.0116059139236262,0,0,0,0,0,0.0218024522445359,0,0,0,0,0,0,0,0,0,0,0,0.00813153857181063,-0.0119803579636297,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766690317810522,0.0516115976397568,0,0.295460592958568,0,-0.171168990179635,0,0,0.0883776744445169,0,0,0.0250704504852014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514422594919493,-0.00961924319163412,-0.00600416122328498,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193072022275286,0,0,0,0,0,0,0,0.00552002827001073,0.0985536460392867,0.0829209915987136,0,0,0,0,0,0,0,0,0,0,0.228635634578897,0,0,0,0,0,0,0,-0.020849823670507,0,0,0,0,0,0
X600011.SH,0,0,0.304801562941933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104384134127396,0,0.115811498926796,-0.00704710651856126,0,0,0.12015886321915,0.0602870948386574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255687024670156,0.0100569151160172,-0.0111944374516732,0,0,0,0,0,0
