,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600111.SH,X002271.SZ,X600660.SH,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600096.SH,X600803.SH,X000723.SZ,X000408.SZ,X000786.SZ,X601699.SH,X600141.SH,X601991.SH,X600219.SH,X600486.SH,X300073.SZ,X002353.SZ,X002192.SZ,X002080.SZ,X000807.SZ,X600157.SH,X600801.SH,X600985.SH,X600295.SH,X600027.SH,X000959.SZ,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133540082984061,0,0,0,0,0,0,0,0,0,0,0,0.0806929949031974,0,0,0,0,0,0,0.108817188466579,0,0,0.224268479991286,0,0,0,-0.0691496166046837,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.234690012271248,0,0,0,0,0.0665183253198905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333646286585558,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893659918349312,0,0.0526870955721424,0,0,0,0,0,0,0.124904508259914,0,0,0.00891998802781732,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580986720361929,0,0,0,0.0127956994252777,0,0,0,0,0,0.0252048549880255,0,0,0,0,0,0,0,0,0.0596449767618884,0,0,0.0265056457192913,0.0184384757706229,0,0,0.0722830131352907,0,0,0.0172858121116579,0,0,-0.00938618616796081,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0713694730642601,0,0,0,0.00832897493694369,0,0.114718097651329,0,0,0,0,0,0,0,0.0482272609717221,0,0,4.33680868994202e-19,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0237112507345794,0,0,0,0,0,0.0759992858085095,0,0,0.153317632587715,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.246962600834789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.220283058187563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400417322237646,0.0136482134583591,0,0,0,0,0,0,0,0,0,0,0,0.113335743172237,0,0,0,0,0,0.039676675632296,-0.0721426407694202,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.110495770077583,0,0,0,0,0,0,0,0.0675903437025227,0,0,0,0,0,0,0.0112466378550563,0,0.0257423818021278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371265500386871,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0101888296336094,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.404830477932799,0,0,0,0.192109460350856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244557943113534,-1.73472347597681e-18,0,0,0,0,0.0719640428842627,-0.0523677567487575,0,0,0,0.142572643151085,0,0.0328576648059092,0,0,0,0,0,0,0,0.132204183053339,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0572459750247347,0,0.763710350056344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047522571328129,0,0,0,0.0423618878535557,0,0,0,0,0,0,0,0,0,0,0,0.103822882930793,0,0,0,0,0,0,0,0,0,0,0,0.0149624542419766,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573779972335882,0,0,0.374923840725473,0,0,0.0737682582659015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854937349239889,0,0,-0.023662899725245,0,0,0,0,0,0,0
X601898.SH,0,0.10780884679844,0,0.0198761138751257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189623440018867,0.121158496886735,0,0,0,0,0.0816206011957393,0,0,0,0,0,0,0,0,0,0,0,0.165501959609341,0.0482701481246756,0,0,0.0647797811273783,0,0,0,-0.0964689234755728,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540640843760162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347060311083169,0,0,0,0,0,0.00825929839309994,0.0451172111676877,0,0.25505109534009,0.149399635825241,0,0,0,-0.052137864678803,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.180045818497447,0,0,0,0,0,0,0,0.0446215964915895,0,0,0.482600087100272,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.038885196763323,0,0,0,0.118849360327666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0369949214519788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397386187973383,0,0,0.0560024559554286,0,0,0,0.0409307861511876,-0.0609288079019747,0,0,0,0.162332647025515,0,0,0.0391366392682196,0.175945772114635,0,0,0,0.00353304989454283,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.032967449827567,0,0,0,0,0,0,0,-0.0219065176081049,0,0,0,0,0,0,0,0.0138336835175406,0,0,0,0.129936647121318,0.190303273381316,0,0,0,0,-0.361460480922745,0,0,0.131020451564744,0,0,0,0.273099117130407,0,0,0,0,0,0,0,0,0,0,0.00026380709680325,-0.0571995032668255,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421981302329518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167320715729652,0,0.168043769992878,0.0151756215464857,-0.00939726093015987,0,0,0,0,0,0.315234971665648,0,0,0.119034620466935,0.0823622931902742,0,0,0,0,0,0,0,0,0,0.0135982815319738,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0856561892367326,0,0,0,0,0,0,0.0210213108972024,0,0,0,0,0,0,0,0.105636912670899,0,0,0,0.00297072436474555,0,0,0.12268989328049,0,0,0,0,0,0,0,0,0.0441667880305794,0,0,0,0,1.73472347597681e-18,0,0,0.017349508200795,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221253053783965,0,0,0,0.0889927753060286,0,0,0.105873368628335,0,0.0513493471734612,0,0.252915805445589,0,0,0,0,0,0,-0.0121215110383735,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.131566364555046,0,0,0,0,0,0,0,0.0985410951614932,0,0,0,0,0,0,0,0.00837775893432755,0,0.228459942566157,0,0,0,0,0,0,0,0,0.0267673535875066,0,0,0,0,0,0,0,0,0,0.15080107984659,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126816233080519,0,0,0,0,0,0,-0.0680558213930436,0,0,0,0,6.93889390390723e-18,-0.153088164890767,0,0,-0.0719783848463409,0.160184144643068,0,0.190476337880637,0,0,0,0,0.10890493209033,0,0.751256510814311,0,0,0,0,0.0200455038012474,0.0259084452737942,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954445858255036,0,0.0216689527328834,0,0,0,0,0.0554100773194222,0,0,0.0432014830128857,0.0472433872684851,0,0.0261405783294642,0.0123427755165678,0,0.472489451971667,0,0,0,0.0441392187488,0,0.0801881258916693,0.0566616767369231,0,0,0,0,0,0,0,0,0,0
