,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X000792.SZ,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600795.SH,X600547.SH,X000301.SZ,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X600426.SH,X600027.SH,X600362.SH,X601991.SH,X601699.SH,X600803.SH,X600176.SH,X000983.SZ,X000408.SZ,X600160.SH,X600348.SH,X600378.SH,X000629.SZ,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X600399.SH,X600157.SH,X000786.SZ,X600688.SH,X600985.SH,X000807.SZ,X000933.SZ,X600141.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.509685245666145,0,0,0,0,0,0.0993174491937154,0,0,0,0,0,0,0,0,0,0,0,0,0.0117642594977794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14366838742901,0,-6.67164741120722e-05,-0.00647899052774106,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.167174068418227,0,0,0,0.0934390995666821,0,0,0,0,0,0,0,0,0,-0.0158792851269817,0,0,0,0,0,0,0,0,0,0,0,0.216079145119244,0,0,0,0,0,0,0,0,0,0,0,0,0.0507043801474427,0,0,0,0,0,0,0,0.02608845376424,0,0,0,0,0,0,0
X600028.SH,0.163939241508116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129201258386264,0,0.096427425405606,0,0.0644469089869343,0,0,0,0,0,0,0,0,0,0,-0.0167411242351191,0,0,0,0,0.0236492605861904,0,0,0,0,0.0115523917391323,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356440110565327,0,0,0,0,0,0.0571776476010238,0,0,0,0,0,0,0,0,-0.0442576893257168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311986238558131,0,0,0,0,0,0,0
X600188.SH,0,1.0431630215166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124136834014916,0,0,0,0,0,0,0,0.0410024899327215,0,0,0,0.0145139191879968,0,0,0,0,0,0,0,0,0,0,-0.0433278864070267,0,0,0,0,0,0.0164455846831415,0,0,0,-0.0352851262557318,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.416049259675392,0,0,0,0,0,0.0464364158829938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751567020229957,0,0,0,0,0.0638273151957257,0,0.0313703761231526,1.73472347597681e-18,0.04337469872548,0,0,0,0,0,0,0,0,0,0.0184973765626381,0,0,0,0.0692197866085307,-0.0314781131783002,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.630476601289188,0,0,0,0,0,0,0,0,0,0,0,0,0.0356315614957496,0,0.0403571457651194,0,0,0,0,0,0,0.0356807628312472,0,0,0,0.395232483475669,0.0663897676098264,0.0120101414797802,0,0,0,0,0,0,0,0,0,0,0,0.122880998585658,0,-0.075132743056001,0,0,0,0,0.0405032156758024,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0603499784077242,0,0,0.0936762491432446,0,0.0858245331614248,0,0,0,0.0594665501022271,0,0,0,0,0,0,-0.089569571818509,0,0,0,0,0,0,0,0,0,0,0.0955969860725828,0,0,0,0,0.39321267589313,0,0.0717722041156195,0,0,0,0,0,0.0186838326121597,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.00600929336859986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629707401896833,0,0,0,0,0.117606414027996,0.208135588637631,0,0.373504597457823,0,0,0,0,0,0,-0.0237472067531095,0,0,0,0,0,0,0,0.00683427404083455,0,0.160950259777247,0,0,0,0,-0.011830370939286,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.179436162787711,0.0943455341887073,0,0,0,0,0,0.119641900271406,0,0,0,0,0,0,0,0,0,0,0,0.0110854670183779,0,1.73472347597681e-18,0,0,0,0,0.103093646303646,0,0,0,0.0620544858918908,0,0,0.0352662123510889,0,0,0,0,0.0778918085649199,0,0,0.170446261920406,0,0,0,0,0,0.0431477557027305,0,0,0,0,0,0
X600019.SH,0.0551640958496196,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.137652989110543,0,0,0,0,0,0,0,0,0,0.159788054439497,0,0.0606379805049865,0,0,0,0,0,0,0.0414710174988018,0,0,0,0,0,0,-0.0678998769568427,0,0.0176222034102274,0,-0.00623449020592333,0,0.0338180608144079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503457848493014,0,0,0,0,0,0,0,0.25375379676442,0,0.237893050390706,0,0,0,0,0,0.153574991271073,0,0,0.0507528721550282,0,0,0,0,0,0,0,0,0,0,0,-0.296355805470429,0,0,0,0.00685970210760149,-0.00216522295713964,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.145359654287274,0.085489839322679,0,0,0.138384902457972,0,0,0,0,0,0,0,0,0,0,0,0,0.0109408001201556,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237709753615259,0.103879452225432,0.00492224992622793,0,0,0,0,0,0,0,0,0.15628657060344,0,0,0.000384056044841266,0,0.0258298958306694,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0848104626596047,0,0.0252293653032635,-0.00773139374314867,0,0,0.0493647182595209,0,0,0,0,0,0,0,0,0,0,0.0720494704853373,0,0,0,0,0,-0.0465782111135139,0.0206594783061919,0,0,0,0,0,-0.0141364546373705,0.167364074338557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184350174254105,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,1.73472347597681e-18,0.117566445950234,0.02507286796691,0,0,-0.00801221457799355,0,0,0,0,0.0715434310783511,0,0.00461988528705567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187423834894874,0.0912434667604291,0,0,0,0,0,0,0.0514891999985564,0,0,-3.46944695195361e-18,0,0,0,0,-0.111800787618606,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0464416372854945,0.2076190318684,0,0,0,0.00923509316522274,0,0,0,0,0,0,0,0,0,0.0109927974440803,0,0,0,0,0,0,-0.0202797078030212,0,0,0,0.0963406451687132,0,0,0,0,0.353427656033841,0.0238108729564394,0,0,0,0,0,0,0,0,-0.0104651636348278,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.033442104455665,0,0,0,0,0,0,0.215984770152562,0,0,0,0,0,0,0,0,0,0,0,0,0.0603239742785346,0,0.139844500155017,0,0,0.0410024851633876,-0.0421220455034007,0,0,-0.00752489304327319,0,0.0776633843286437,0,0,0,0,0,0,0.250239787511279,0,0,0,0,0,0,0,0,0.0374611561397686,-0.0270668815123145,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280098897171546,0,0,0,0,0.140024712773806,0,0,0,0.046328170657221,0,0,0.00958285714923778,0,0,0,0,0,0,0,0,0,0,0,0.344597076062715,0,0,0,0,0,0,0,0,0,0,-0.0278851172803659,0.030023102354573,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.315555288540124,0,0,0,0,0,0,0,0,0,-0.111331311902777,0.319663686409366,0.276827729668272,0,0,0,0,0,0.0596664152432328,0,0,0,0,0,0,0.0374973485361673,0,0,0.44935189353326,0,0,0,0,0,0,0,0,-0.0336637416581437,0,0,0.0632731096351547,0,0.205818132584198,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0798249440667439,0,0,0,0,0.107596201974353,0,-0.0509682811300171,0,0,0,-0.024361571914537,0,0.091570339033375,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0620612995243195,0,0,0,0,0,0,0,0,0,0,0,0.00115618339140624,0.0439130629004592,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.0441838438631325,0,0,0,0,0,0.0900524168901714,0,0,0,0,0,0,0,0,0.100624786191877,0,0,0,0,0.0653212866391055,0,0,0,0,0,0,-0.0557236559718259,0,0,0.264403270847628,0,0,0,0,0,0.0182498597344076,0.191270594146728,0,0,0,-0.0439711102399578,0,0,0,0.0564378934053167,0,0,0.103302948155198,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.137459798723985,0,0.0595532831917597,0,0.0827846861630311,0,0,0,0,0,-0.01980020814229,0,0.0321234060378327,0,0,0,0,0.446680209135775,0,0.00891073530889488,0,5.39058603077796e-05,0,0,0,0,0,0,0,0,0,0.0250462607384691,0,0,0,0,0,0,0.209455439474786,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0702554913534775,0,0,0,0,0,0.097245931250231,0,0,0,-0.141804502685595,0,0,0,0,0,0,0,0,0.0393380489047292,0,0,0,-0.0956046326430515,0,0.306816632521655,0,0.088062029573851,-0.139551241156446,0.0987549891094635,0,0,0,0,0.0692073576921196,0,0,0,0,0,0
X600426.SH,0,0,0,0.227489675097135,0.0283044882953759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076074046976264,0,0,0,0,0,0,0,0,0,0,0,0.00442881201907538,0,0,0,0,0,0,0,0,0,0,0,0,0.0694100094977234,0,0,0,0.0905772723716443,0,0,0,0.0265629837446122,0.0157387352301003,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.165264955244158,0,0,-0.175684217150816,0,0.642214764524212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014891194470777,0,0,0,0,0.023810395799514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189192333124763,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,1.73472347597681e-18,0.012854093673516,0,0.028004549358095,0,0,0,0,0,0,0,0,0,0,0,0,0.0258695653881622,0,0,0,0,0,0,0,0,0.0231335160499955,0,0,0,0,8.67361737988404e-19,0,0,0.0960417014681425,0.0594855908183135,0,0,0,0,0,0,0.172929123116226,0.00459274534647671,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0259989663893973,0,0,0,0,0,0,0.399861095405258,0,0,0,0,0.198181062328381,0,0,0,0.0606008112508713,0,0,0,0,0,0,-0.0257964349391538,0,0,0,0,0,0.113351229199203,0,0,0,0,0,0,0,0,0,0.188505975149917,0,0.146644765782666,0,0,0,0,0,0.179357766848483,-0.063371937394861,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0.149478327275194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107922228648115,0,0,0,-0.0403186612455948,0,0.202232096029132,0,0.302799366636551,0,0,0.0142460788645829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139109990387508,0.118799714255727,0.0639646947304148,0,0,0.00291203124415264,0,0,0,0,0,0
