,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600362.SH,X600547.SH,X601600.SH,X000301.SZ,X600010.SH,X002466.SZ,X600111.SH,X000786.SZ,X600188.SH,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X000932.SZ,X600801.SH,X600803.SH,X600795.SH,X600219.SH,X000027.SZ,X600352.SH,X600489.SH,X000807.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600157.SH,X600315.SH,X002353.SZ,X600516.SH,X600027.SH,X600808.SH,X600486.SH,X601168.SH,X600299.SH,X000723.SZ,X002080.SZ,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.236152645754108,0,0,0,0,0,0,0,0,0,0,0,0.0334971697145186,0,0,0.0258222514600392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201396769340059,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163919177083638,0,0,0,-0.00151822404553478,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181727223933985,0,0,0,0,0,0,0,0,0,0,0.182478051854237,0.0192852835237356,0,0.0628735406004137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.00312114802069388,0,0
X601088.SH,0,0,0,0,0,0,0.066924597911011,0,0,0.037949802257208,0,0,0,0.103771497600868,0.0701287156668007,0,0,0,0,0.0525238274237679,0,0.0396357626082536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290524388107953,0,0,0.0939779507712315,0,0,0,-0.00964853399489107,0,0,0,0.0118123672064068,0,0
X600309.SH,0,0,0,0,0,0,0.128163647669051,0,0,0,0,0.08310868437592,0,0,0,0,0,0.140639869148463,0.12532290642845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124735861134182,0,0,0,0,0,0,0,-0.017933458147938,-0.0675718321028519,0,0,0,-0.0158955352639383,0,0
X600585.SH,0,0,0,0,0,0,0.0273125426523502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240571913119914,0,0,0.0614204449312741,0.253164472166639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259290004938615,0,0,0.0471248936432904,0,0,0,0,0,0,0,0,-0.0174209785663685,0,0,0,-0.00874574442672839,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441633303913469,0,0,0,0,0,0,0,0,0.338069757729644,0,0,0,0,0,0,0,0.128050574563224,0.00872583824500924,0,0.209159098541562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644090301657616,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0096416429881867,0,0,0,0,0.07863452948205,0,0,0.0834311473660531,0,0,0.149813077473866,0,0.452494598617217,0.123356061012654,0.0867422464816374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705486062017014,0.0450011133200033,0,0,0,0,0,0,0,0,0,0,0,-0.0144795348001188,0,0
X002271.SZ,0,0,0,0.101933651575865,0,-0.176254763389405,0.0411969506267802,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117154169279869,0,0,-0.0063631388370648,0,0,0,0.0288874081380404,0,0,0,0,0,0,0,0,0,0,0.0551822682050642,0,0,0.0706494274095448,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0448717458517992,0,0,0,-0.0282728867604587,0,0
X600660.SH,0,0,0,0,0,0,0.163522715211097,0,0,0,-0.23203185307103,0,0,0,0,0,0.0306201239105374,0,0.184216564228372,0,0,0,0,0.00885078003280806,0,0,0,0,0,0,-0.0324328319310434,0,0,0.0216288614555328,0,0,0,0,0,0,0.0185225695018294,0,0,0.179337130342384,0,0,0,0,0,0,0,0,-0.0179419993625299,0,0,0,-0.0179509802385317,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046096047448972,0,0,0.164832369095507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128246474283826,0,0,0.318631611726996,0,-0.0713883251772018,0,0,0.0252468994438644,0,0,0,0,0,0.11914060333832,0.0394059056899293,0,0,0,0,0,-0.0996916148577565,0,0,0,-0.0840140368018282,0,0
