,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X601992.SH,X600027.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X600176.SH,X000709.SZ,X000990.SZ,X600299.SH,X000723.SZ,X000786.SZ,X002271.SZ,X000629.SZ,X600219.SH,X600801.SH,X600489.SH,X600808.SH,X601158.SH,X000553.SZ,X000825.SZ,X002110.SZ,X600985.SH,X000883.SZ,X600583.SH,X600339.SH,X000630.SZ,X600157.SH,X000027.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.043872156617904,0,0,0,0,0,0,0,0,0,0,0,0,-0.009858077981999,0,0,0,0,0.101801210283924,0.0601210195498113,0,0,0,0.00334879528976362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128633299992323,0,0,0.0230125597391482,0,0.00569033203303263,0,0,0,-0.000810585929652865,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237453177196257,0,0,0,0,0.0205155715874089,0,0.254814100567629,0,0,0,0,0,0,0.144131037948205,0,0,0.0741343989772658,0,0,-2.71050543121376e-20,0,0,0,0,0,0.0319161166176569,0,0,0.0688507684757683,0,0,0,0
X601088.SH,0,0,0,0,0.076067526435668,0.194303022092222,0,0.0858640051068671,0,0,0,0,0,0,0,0,0,0,-0.121297760571321,0,0,0,0,0,0,0,0,0,0.0933474485804296,0,0,0,0,0,0,0.0286717901156826,0,0,0,0,0.00881865662411743,0,0,0,0,0,0,0.0651075705595728,0,0,0,0,0,0,0,0,-0.0325740878140485,0,0
X600585.SH,0,0,0,0,0.00659401717581841,0.0962553964878532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159416006034322,-0.0405381340333886,0,0.0252095423158065,0,0,2.16840434497101e-19,0.513744640313645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0036524391450617,0.00255328889387571,0,0,0,0,0,0
X600019.SH,0,0,0.00736653672059014,0.027385754577539,0,0.0229641336147907,0,0,0,0.0720263063977158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12632394118844,0,0.101562662547159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215725206682845,0,0,0,0,0,0.0536246889580579,0,0,0,0.00227183026112204,0.00894412680993007,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0267631631510828,0,0,0,0,0,0,0,0,0,0,0,0.0488108755102877,0,0,0,0,0.128988471006953,0,0,0,0,0.107011286450306,0,0.0465758559680813,0.214594468443989,0.172984034849001,0,0,0.145629579662065,0,0,0,0,0,0.033873219623676,0,0,0,0,0,0.0244546782335939,0,0,0,-0.0327074454588767,0.0418287887231691,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454554041051409,0,0,0,0.511100785864794,0,0,-0.104741146848364,0,0,0,0,0,0,0.0916748967780947,0,0,0,0,0,0,0,0,0,0,-0.0236715009765234,0,0,0,0,0,0,0,0,0,0,0.0221830142338168,0,0,0,-0.0387464160459267,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823549590290922,0,0,0,1.38777878078145e-17,0,0,0,0.013153061799778,0.322837263414203,0,0,0,0,0,0,0,0.0290021270118983,0.0121822373947086,0.382371922181042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00947769402781506,-0.007575287168062,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0312988041761073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00278421448844145,-0.0684663167211671,0,0.0475600924354178,0,0.00876737695039191,0.0434946445567883,0,0,0,0,0,0,0.901818602016712,0,0,0,0,0,0,0,0,0,0,0,0,-0.145074329854559,-0.0185718028667945,-0.00453264964450176,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0920908658175532,0,0,0,0,0,0,0,0.107787740682708,0,0,0,0,0,0.017814403737886,0,0,0.160597510983042,0.00325137833094039,0,0,0.0293736778467448,0,0,0,0,0,0.160579172052159,0,0,0,0,0,0,0,0,0,0.0349005506483513,0,0,0,0.101980807067796,0,0,-0.0184709488569674,-0.00551757972997143,0,0,0,0,0,0
X601898.SH,0,0,0.0611613167880978,0,0,0,0,0.133974515058878,0,0.204460720359801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799387888165723,0,0,0,0,0,0.0277095342431766,0,0,0,0,0,0,0,0,0,0.0358099544380399,0,0,0,0,0.0225902999756018,0.0998170047707113,0,0,0,0.0149299969433944,0,0,0,-2.16840434497101e-19,0,0
