,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X600886.SH,X601898.SH,X000792.SZ,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600489.SH,X600176.SH,X002075.SZ,X002466.SZ,X000723.SZ,X600126.SH,X600426.SH,X000401.SZ,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600486.SH,X600583.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0753755910134172,0,0.0194751393435556,0,0,0.251493062801199,0,0,0,0,0,0.0263491679099706,0,0,0,0,0,0,0,0,0,0,0,0.0298859613694767,0.0120914085428889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682750094227576,0,0,0,0,0,0.00501310568052092,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0.0238795115890903,0,0,0,0,0,0,0,0,0,0,0.0204784555730091,0,0,0,0,0.0105335479634639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299798773098476,0,0,0,0.0375068760614728,0,0,0.0278775019967125,0,0,0,0,0.0225365547861809,0.00801514151927629,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0892335898264541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102338973578439,0.0431821424455321,0,0,0,0,0,0.00778322395310018,0,0,0,0,0,0,0.118366437759497,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.00299703805430962,0.00129412448268185,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.377146789726597,0,0,0,0,0,0,0.120534812738525,0,0.0805154856158234,0,0,0,0,0,0,0,0,0,0,0,0.00765669786027075,0,0,0,0.179522108745525,0,0,0,0,0,0,0,0,0.00220331238161661,0,0,0,0,0,0.0180697069754339,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.044351822254324,0,0,0,0,0,0,0,0,0,0.0663330735726884,0,0,0,0,0,0,0,0,0,0.0448413558143595,0,0.0669005237677161,0,0,0,0,0,0,0,0,0,0,0.0769616492793038,0,0,0.185702893958035,0,0,0,0,0.0311434503542228,0.0170602324718705,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.153414487415119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975446892344265,0,0.0467827060209582,0,0,0.0957470848896,0,0,0.0251431075465644,0,0,0,0,0,0,0,0,0,0,0,0,0.0111740737098484,-0.00102912115657348,0.0336830188590638,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0373863649298034,0,0,0,0,0,0.180170499459345,0.245339827572229,0,0.00914915852775519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0444822477595076,0.0567401167342775,0,0,0,0,0.00163135902959648,0.00255495702428183,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0262253049180503,0,0,0,0,0,0,0,0.0812829878655007,0,0,0,0,0,0,0,0,0,0,0,0.0579495068721122,0,0,0.155024864257676,0,0.0413758012826921,0,0,0,0,0,0,0,0,0.201698554703719,0.222754024067445,0,0,0,0,0.0154779160018205,-0.00946254843323022,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0202013942119449,0,0,0,0,0,0,0,0,0,0,0,0.0836157358876496,0,0,0,0,0,0,0,0.572500293314656,0.115130570239078,0,0,0,0,0,0,0,0,0,0.0962335708220383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154351052161071,0.00485421649544118,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.145356696499847,0.303279374197579,0,0,0,0,0,0,0,-0.0537496423142659,0,0,0,0,0,0,0,0,0.098586133773898,0,0,0,0,0,0.0222372086432771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245756711091378,0.00590953679179749,0,0,0,0,0,0
