,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600547.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X000301.SZ,X002271.SZ,X000877.SZ,X601600.SH,X600426.SH,X600027.SH,X600362.SH,X600803.SH,X600176.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600489.SH,X600995.SH,X002080.SZ,X600348.SH,X600096.SH,X600157.SH,X600688.SH,X000933.SZ,X000807.SZ,X600985.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.439801763378061,0,0,0,0,0,0,0,0.239566562677142,0,0,0,0.023489419451983,0,0,0,0,0,0,0,0,0,-0.0287153842388983,0,0,0,0,0,0.00997349890854604,0,0.0341463149680995,0,0.0518198193455313,0,0,0,0,0,0,0,0,0,0,0.0710529005577026,0,0,0,0,0,-0.00536882473839698,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0314961933352623,0.485193127022935,0,0,0,0,0,0.0801827674655094,0,0,0,0,0,0,0,0,0,0,0,0.0374501705486305,0,-0.0509185187287509,0,0,0.0682131484400333,0,-1.73472347597681e-18,0.0214054594906358,0,0,0.0246497258124815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559453880745219,0,0,0,-0.0066439560153458,0,0,0,0,0,0,0
X600028.SH,0.451598619340338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110932179561228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609379549811941,0,0,0,0,0.0118641458133921,0,0,0,0,0.00222208888001153,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.114452146405372,0,0,0,0,0,0,0,0,0,0,0,0.190877308114898,0,0,0,0.00703742754774088,0.0482936830232843,0,0.119462104081555,0,0,0,0,0,0,0,0.402008966038886,0,0,-4.33680868994202e-19,0,0,0,-0.177634752801828,0,0,0,-0.0134001321486938,0,0,0,0,0,0.0054795139315887,0,0,0,0,0,0,0
X600188.SH,0,0.560995098606864,0,0,0,0,0,0,0,0,0.085948262414528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327124252475745,0,0.0787605260492663,0,0,0,0,0,0,0,0,0,0,0.0159676564823783,0,0,0,0.215458807888309,0,0,0,0,0,0.0262089793391044,3.46944695195361e-18,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.46486334383453,0.0577208618183144,0,0,0,0,0,0,0,0,0,0,0,0,0.025444359342942,0,0,0,0,-0.107182439709404,0,-0.0482636948185986,0,-0.00211642034635212,0.0860305192609717,0.0599824051692153,0,0,0,0,0.137692448815767,0,0,0.0810555202552273,0,0,0,0,0,0.115813678063377,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0958605071416881,0,0,0,0,0,0,0.131869925877373,0,0,0,0,0,0,0,0,0,0,0,0.0317123116958422,0,0,0.0923454762367135,0,0,0.481022056678691,0,0,0,0,0,0,0,0,0,0,0,0,0.0105646835074307,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.584334762565623,0,0,0,0,0,0,0,0,0,-0.00676462184147021,0,0,0,0,0,0.0225287653844675,0,0,0,0,0,0,0.0781321025202265,0.046693068937216,0,0.439114664221814,0,0,0,0,0,0,0,-0.0627926721783693,0,0,0,0,0,0,0,0,0,0,0,-0.0169310412218789,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.237350489030634,0,0,0,0,0,0,0,0,0.220419043369695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288958063566179,0.0142699626579312,0,0.100505200796528,0,0,0,0,0,0,0,0,0,0,0,0.00275295770240689,0,0.0404406187179773,0,0.105941567976787,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236024632105499,0,0,0,0.2612608518543,0,0,0,0,0.0856378365331347,0,0,0,0,0,0,0,0.058822805359737,0,0,0,-0.222003766001891,0,-0.0132999836878866,0,0,0,-0.0453566449826869,0.0473170399286328,0,0,0,0,0,0
