,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600188.SH,X601991.SH,X601600.SH,X600362.SH,X600111.SH,X600010.SH,X600795.SH,X600886.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X601158.SH,X000898.SZ,X000792.SZ,X000883.SZ,X000709.SZ,X002353.SZ,X600489.SH,X000630.SZ,X600547.SH,X000539.SZ,X000629.SZ,X000027.SZ,X601699.SH,X000831.SZ,X000825.SZ,X600315.SH,X000983.SZ,X000937.SZ,X600352.SH,X600660.SH,X600549.SH,X000959.SZ,X600578.SH,X002470.SZ,X600808.SH,X600307.SH,X000878.SZ,X000060.SZ,X600008.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256855162416578,0,0,0,0.102766462278409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501796849795368,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0294828482943956,0,0,0.00355599992348713,0,0,0,0,0,0,-0.00175689131667231,0,0,0,0,-0.0202387574926253,0,0
X600028.SH,0.172456031419483,0,0,0,0.0878113699801906,0,0,0,0,0,0,0,0,0.0433275784359664,0,0.011541356538429,0,0,0,0,0,0.0637662642443077,0,0,0,0.111876241608234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00459724906703183,0,0,0.0462627773227346,0,0,0.0699309932964412,0,-0.0065494135279405,-0.00455362176660204,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.201367896222803,0.0890454421170494,0,0.0673002825190366,0,0,0,0,0,0,0,0,0.0253431939472635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378178539557545,0,0.0570772337031421,0.0387352948219842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.226458649363151,0,0.00187213131001227,0,0,0,0,0.0358440788315078,0,0,0.0851807811689926,0.232108058393019,0,0,0,0,-0.0330605363538467,0,-0.0522794065033153,0,0,0,0,0,0,0,0,0,0.0765122217548906,-0.0173679309523926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902951365926636,-0.00206039551440379,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,8.67361737988404e-19,4.33680868994202e-19,0,0,0.14163665954168,0,0,0.0910987651087574,0,0,0,0,0,0.00955934954514907,0,0,0,0,0,0,0,0,0,0,0,0.0729843614723467,0,0,0.00339638709994741,0,0,0.019840455814425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256152712387545,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.159145768968359,0.0478845461690523,0,0,0.101893118293713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663832429636827,0,0,0.345250902686419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305133100072207,0,0,0,0,0,0,0,0,0,-0.00996144278729855,0.00447383297583314,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0344737744135908,0,0.243843286110302,0,0,0.0316277769027497,0,0,0,0,0,0.104830484117971,0,0,0,0,0,0,0,0.0664664240745937,0,0,0,8.67361737988404e-19,0,0.0895285970723228,0.143284825953978,0,0,0,0.0389884185290396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296635306880187,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0360741905369158,0,0,0,0,0,0,0,0,0.269918043504611,0,0,0,0,0,0,0,0,0.0127255728240103,0,0,0,0,0,0,0,0,0,0,0,0,0.685080224941239,0,0,0,0,0,0,0,0,0.00541599739814144,0,0,0,0,-0.0128480911780519,0.0120140547863439,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.038603966558735,0,0,0,0,0,0,0,0,0,0.129657453156709,0,0,0,0,0.0139504998235714,0,0,0,0,0,0,0,0,0.134101464590288,0,0.0309990135871587,0,0.00932871721613831,0,0,0,0,1.0842021724855e-19,0,0,0.120583709234,0,0,0,0,0,0.0901501087516691,0,0,0.00497098901099092,-0.020424083351294,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0830406139285427,0,0.0245234714573336,0,0,0,0,0,0.0872971549502479,0,0,0.09564695589493,0,0,0.061626239852243,0,0,0,0,0,0.0843679568705738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614432844289143,0,0.189587158572563,0,0,0,0.00364265978419448,0,0,0,0,0,0,0
