,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X601600.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X300072.SZ,X600516.SH,X002460.SZ,X600111.SH,X000898.SZ,X600176.SH,X600352.SH,X601992.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000792.SZ,X000825.SZ,X000709.SZ,X600426.SH,X002271.SZ,X000408.SZ,X601158.SH,X600315.SH,X600489.SH,X000830.SZ,X000883.SZ,X601699.SH,X600808.SH,X600219.SH,X000630.SZ,X600583.SH,X002470.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0679414586081758,0,0,0,0,0,0,0,0,0,0.0569654698049277,0,0,0,0,0,0,0.0323377255251219,0,0,0,0.0947640405470933,0,0,0,0,0,0,0.0196398356045227,0,0,0,0,0,0,0,0,0.0206981385078769,0,0.122464063287822,0,0,0,0.0934158506147476,0,0,0,-0.00288726619266646,0,0,0,0,0,0,0
X600028.SH,0.285942485673364,0,0.376118637412124,0,0,0,0,0,0,-0.0750010772474689,0,0.329633642397633,0,0,0,0,0.0362779746656914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167528045093133,0,0,0,0,0,0,0,-0.0153348859127728,-0.00567570563339318,0,-0.362856205062317,0,0,0,0
X601088.SH,0,0.0453493391535685,0,0.268918183238343,0.0314070158808248,0,0,0,0,0,0,0,0.00249354318696414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422733054564202,0,0,0,0,0,0,0,0,-0.0162734083105975,0,0,0,0,0,0
X600019.SH,0,0,0.205647395391408,0,0,0,0,0.271066181271875,0,0,0,0,0,0,0,0,0,0,0,-0.131461015118938,0,0,0,0,0,0,0,0,0,-0.0612655838741224,0,0.0683943140971583,0,0,0,0,0,0,0,-0.120635063797072,0,0.0921915115001671,0.216693875225501,0,0,0,0,0,0,0.0206197362250965,0,0,0,0,0,0,0
X600585.SH,0,0,0.0744910619665382,0,0,0,0,0.0406042060570964,0,0,0,0,0,0,0,0,-0.0403247933230454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415619369698246,0,0,0,0,0,0.0746816017750477,0,0,0,0,0,0,0,0,0,-0.022498614626387,0.0261705504875092,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365327127922361,0,0.014652985372183,0,0,0,0,0,0.355282454129372,0,0,0,-0.0723146382643553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060460074765241,-0.0100292008705803,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111797716210762,0,0,0.0658255316282977,0.0255085856690462,0.0612745522505815,0,0.0924343316310222,0,0,0,0,0,0,0.086485527118419,0,0.0218555502404819,0,0,0,0,0,0,0,0.0793702791592306,0,0.11779043829082,0,0.00143989841778429,0.0269061477764867,0,0,0,0,0,0
X600188.SH,0,0,0,0.0797742832216487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578371824195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44752958314031,0,0,0,0.274055323460592,0,0.0746579927478152,0,0,0.00147312288122053,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.036480292661554,0,0,0,0,0,0,0,0,0,0,0,0.0208807698866717,0.0205202537200876,0,0.056249995473987,0,0.0727238520866128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379315701188327,0,0.0664736657841313,0.0677251945218193,0,0,0,0,0,0,0.00979446390399448,-7.86072167739472e-05,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0851316806427562,0,0,0,0,0,0,0,0,0,0,0,0.0537742432967445,0.560136926741567,0.0521091962685169,0,-0.028155495900094,0,0,-0.0450569977975135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408600786543243,0,0,0,0,0,0,0,0.0162749148728082,0,0,0,0,0,0,0
X600660.SH,0,0,-1.73472347597681e-18,-0.0325807425092901,0,-0.0776838079640314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331201153908547,0,0,0.112011244652886,0,0,0,0,0,-0.0245287559375172,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.116743082541772,0,0,0,0.0288114714422237,-0.0177480105470036,0,0,0,0,0,0
X600688.SH,0,0.250926523078973,0.130824036153361,0,0,0.0373518528194683,0.0578869864924562,0,0,0,0,0,0.0401150486887717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043124695381706,0,0,0,0,0,0,0,0,0.0137091513159287,0,0.0278347212564314,0,0.00900242273332457,0,0,0,0.0550042237297886,0,0,0,0.00618555106911713,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.156994589467721,0,-0.260146612883105,0,0,0,0,0,0,0,0,0,-0.210189234871328,0,0,0,0,0,0.0672395124700729,0,0,0,0,0.0724210753220692,0,0,0,0,0,0,0,0,0,0,0.261519415286225,0,0,0,0,0,0,0,0.132403499610576,0,0,0,0,0.149075535674839,0,0
X601991.SH,0,0,0,0,0,0.0253046460646187,0.103818023756975,0,0,0,0,0,0,0,0,0,0,0,0,0.0328839093889427,0,0,0,0.0884424937200361,0.039146729369486,0,0.117730111020606,0,0,0,0,0,0,0,0.02070968007909,0,0,0,0,0.0438482820648601,0,0,0.0814190374362252,0,0,0,0,0,0,0.0181371870972107,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0432097708750764,1.73472347597681e-18,0,0,0,0,0.18187425148287,0,0,0,0,0,0,0,0.00614636080273993,0,0,0,0.0534548863887614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225026602469517,0,0,0,0,0.104512382639962,0,0,0.00282160886085572,0.0100490148658683,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0349871283880655,0.0659658628932146,0,0,0,0,0,0,0,0,0,0.0470904535280482,0,0,0,0,0,0.0361249386334806,0.0767989871995963,0,0.045073337981233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621400376379948,0,0,0.00431643164916204,0.0123375966496133,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0162906298202182,0,0,0,0,0,0.0058363068397235,0,0,0,0,0,0,-0.0289295268795684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746597533440633,0,0,0,0,0.751250547498521,0,0,0,0,0,0,0,0,0.00144473526669663,0,-0.00529547459888745,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.148965307385624,0.0352516369169423,0,0,0,0,0,0,0,0,0,-0.016788880257173,0,0,4.33680868994202e-19,0,0,0,0.0890817280989906,0.0135335427506075,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0316118167912586,0,0,-0.0258400208056047,-0.0137652996463069,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0458057187630764,0,0,0,0,0.0365033524118153,0,0,0,0,0,0,0.120833725706353,0.123704432816919,0,0,0,0,0.0262251899867293,0.106210077890268,0,0.139734612018486,0,0,0,0,0,0,0,0,0,0,0,0,-0.190823575104252,0,0,0,0,0,0.315128452992237,0,-0.0218964789423915,0,0,0,0,0,0,0
X600516.SH,0,0,-0.0329211245793973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.195248943226701,0,0,0.0280446126795222,0,0,0,0,0,0,0,0,0.583203077204039,0,0,0,0,0,0,0,0,0,0.0341912914057417,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.654083505542649,0,0,-0.0683085167568935,0,0,0,-0.205512543458831,0,0,0,0,0,0,0.150135677295671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907042052543682,0,0,0,0,0,0,0,0,0,0.0634987571280325,0,0,0.0224985461082765,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642296811039753,0.159548251116553,0,0,0,0.20482572327757,0.105676252939175,0,0.051135914906644,0,0,0,0,0,0,0,0,0,0,0,0.0305302368850105,0,0,0,0,0,0,0,0.0234321198487174,0,-0.031370935304666,-0.0284653302414705,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.00301424375414252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360606916241126,0,0,0,0,0,0,0,0.167909178440256,0,0,0,0,0,0,0,0.237108964317105,0,0,0.187881347574482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-0.103924029039406,0,0.226043777045677,0,0,0,0,0,0,0,0,0,0,0,0,0.0292573133190227,0,0,0,0.112460423969115,0,0,0,0.329613137955541,0.161365129157774,0,0,0,0.165093031810927,0.258223142007351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144321333578567,0.00297638866634511,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939259895102502,0.0687114912820245,0.0576864751521475,0,0.0622071862579717,0,0,0,0,0,0,0,0,0,0,0,0.0680548378352074,0,0,0,0.150199373154399,0,0,0,0,0,0,0.0652299799407935,0,0,0.0330731343364128,-0.0155569314304226,0,0,0,0,0,0
