,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600688.SH,X600027.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X000629.SZ,X600660.SH,X000027.SZ,X600021.SH,X600808.SH,X000630.SZ,X000831.SZ,X600549.SH,X000825.SZ,X600219.SH,X600578.SH,X600315.SH,X002470.SZ,X600307.SH,X601699.SH,X000060.SZ,X600098.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.433986867059814,0,0,0,0,0,0,0,0,0,0.0687613541019535,0,0.204188796921979,0,0,0,0,0,0.0584946468454516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313221699643794,0,0,0,0,0,0
X600028.SH,0.591071746610026,0,0.0370075721108728,0,0,0,0,0,0,0,0,0,0,0.0312756420738734,0,0,0.0369785613615811,0.0358269303186149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220395966229171,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0727154845538389,0,0,0,0,0,0,0.341393767565358,0,0,0,0.185988207664504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.283430443080253,0,0,0,0,0,0.000762888699296907,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.101078200070083,0,0,0.0481752484357937,0,0,0,0.0312447207358001,0,0.00790542589908603,0.195358810711833,0.0236013209946246,0,0,0,0,0,0.167983714384282,0,0,0,0,0,0,0,0,0,0.164998192223144,0,0.0466697923372143,0,0,0,0,0,0.107950046009203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0174584608998766,0,0.0994109669864042,0,0,0.0155171214923551,0.0805073970009417,0,0,0,0,0,0,0.200314377590855,0.334409382725595,0,0,0,0,0,0,0,0,0,0.00591714589501989,0.0254908875419908,0,0,0,0,0,0,0,0,0,0.0365702138123311,0,0,0,0,0,-0.0305758965689843,0,0,0,0,0,0
X600585.SH,-3.46944695195361e-18,0.0108283016380244,0.00783906843668826,0,0,0,0,0,0,0.00265166752643672,0,0,0,0,0,0,0,0.253487163388382,0,0.0473911262848761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237083554089314,0,0,0,0,0,0,0,0.209445450379053,0,0.0807959489579498,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0507723259634865,0,0,0,0,0,0.10534711690776,0,0,0,0,0.0167673023540811,0.261131482711867,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173640470749713,0,0,0,0,0,0,0,0.0613492194201565,0,0,0.00807391653365525,0.0168464060324666,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0430734689661393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203087928024764,0,0.141604803209867,0,0,0,0,0,0,0.0109252756999772,0.172061889663748,0,0,0,0,0,0.0227842438420212,0,0,0,0.00438992593968573,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.316438355451502,0,0.0481066031198419,0.0561106853103481,0,0,0.102367986196706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643163371267095,0.0129575946679167,0.217554595520158,0,0,0,0,0,0,0,0,0.015718049357381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0.213023905358868,0,0,0,0,0.00892629420354788,0,0,0.167261242577891,0.222114429795871,0,0,-0.0277621135319755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187388747252088,0,0,0,0,0,0.0972997491796953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.241656969327446,0.12717394266176,0,0,0,0.180554415635792,0,0,0.315976571177356,0,0,0,0,0,0.0188867455253715,0,0,0,0,0,0,0,0,0,0,0,0,0.0403939678247917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.159840772449617,0,0,0,0.18945961750681,0.22059613641359,0.052240683594259,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0550800284489121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511429772590287,0.0142169043041089,0,0,0,0,0,0,0,0,0.0800274777641757,0.0188502377311353,0,0,0,0,0.0850359703360927,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.109054271792084,0,0.00511477029965682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694184413320212,0,0,0,0,0,0,0,0.115600372472841,0,0,0,0.0592785401119262,0.131038437986148,0,0,0,0,0.113782863787476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
