,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X600176.SH,X600803.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X300037.SZ,X000539.SZ,X000408.SZ,X600995.SH,X600160.SH,X600219.SH,X000932.SZ,X002080.SZ,X600612.SH,X000629.SZ,X600688.SH,X002409.SZ,X600157.SH,X600378.SH,X000027.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.491717506553845,0,0,0.131582074975143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349173357698866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358299120241649,0,0,0,0,0,0,0
X600028.SH,0.622388456371089,0,0,0,-0.0882823524674363,0,0,0,0,0,0.0413126933042887,0,0,0,0,0,0,0,0,0,0,0,0,0.09199060074262,0,0,0.00173421971688401,0,0,0,0,0,0,0,-0.00543325027095936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225223857420682,0,0,0,0,0,0,0
X601088.SH,0.0759181019315001,0,0,0,0,0,0,0,0,0,0.412424279743479,0,0,0.0330100413826335,0.0122924433791213,0,0,0,0,-0.0680356535154641,0,0,0.10412366796889,0.0279691058078818,0,0,0.0185584383305811,0,0,0,0,0,0.0508591361102382,0.058811626292093,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0516985992766738,0,0,0,0,-0.0372317463868355,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.188652542741048,0,0,0,0,0,-0.0294768049436991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150257979046943,0,0,0,0,0,0,0.0397304619904368,0,0,0,0,0,0.018750422332808,0,0,0.0560254601787826,0,0,0,0,0,0,0,0,0,0.00060707330904894,-0.0177807072603719,0,0,0,0,0,0
X600188.SH,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0576850365768003,0.348221952516682,-0.0203748294378189,0,0.062288412263585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18856502450372,0,0.07770864005159,0.138026859799645,0,0,-0.0805394268756683,0,0.0156680324165123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674606987156849,-0.0350463455410083,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.224894857362545,0,0,0,0,0,0,0,0,0,0,0,0.056563596217202,0.415054631710958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167550910411743,0,0,0,0.0231486419632228,0,0,0,0,0,0,0,0,0,-0.024558558058749,0,0,0,0,0,0,0
X600585.SH,0,0,0.055162871402585,0.0215698943037099,-0.0737065138814287,0,0,0,0.162409896029348,0.0204557561095969,0,0,0,0,0,0,0,0,0,0,0,0.00609640461593219,0,-0.065428909225772,0,0,0,0,0,0,0,0,0.0217288835901349,0.237107975359018,0.0246413365786616,0,0,0,-0.0300012601285189,0,0,0,0,0.18308228216457,0,0,0,0,0,0,0,-0.0198174773851176,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.384178562895864,0,-0.0568783122753969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296506875508475,0,0,0,0,0,0,0,0.122485937629684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0492855835382443,0,0,0.0766279705115052,0,0,0,0,0,0,0.0719396316659994,0,0.180861309781667,0,0,0,0,0,0,0,0,0,0,0,0.0490800902806211,0,0,0,0,0.00878833694116711,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0358811853170754,0,0,0,0,0,0,-0.0837077178584542,0.0337350523808819,0.0397059331115408,0.0137201930537822,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.042403190794373,0,0,0.428896670218614,0,0,0,0,0.312981771929953,0,0,0,0,0,0,0,0,0,0,-0.0404044138158435,0,0,0,0,0,0.167831084522988,0,0.0260814612671613,0,0,0,0,0,0,0,0,0,0.0979728868177007,0,0.0702916638037846,0,0.0307730000463175,0,0,0,0,0,0.00601854234627182,0.00826690178537919,0,0,0,0,0,0
X601898.SH,0.0368448151458505,0.11896769849025,0.235070798635472,0,0.178607275672919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128475386198972,0,-0.049104308253102,-0.0204501547977331,0,0,0.0385672425091364,0,0,0,0,0,0,0.00566608507366098,0,0,0,0,0,-0.0119763637803346,0.0478599414960077,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613499516629913,0,0,0,-0.0112219502815157,0,0,0,0,0,0,0,0,0,0,0.0222556894750286,0,0,0,0,0,-0.0197882508701716,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0668000685552386,0,0,0.206229953595226,0,0.121306105275566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655537243828626,0,0,0,0,0,0.0497156434814787,0.0677867483812881,0,0.0543268259792466,0,0.0385656942600372,0,0,0,0,0.0442678461314998,0,0,0,0,0,0,0,0,-0.0132534077625858,0,0,0,0,0,0
X601600.SH,0.174394484721864,0,0,0,-0.0590209130468855,0,0,0,0,0,0,0.205845498718588,0,0,0,0,0,0,0,0,0.00793315805755378,0,0,0,0,0,0,0.0656307503516025,0,0,0.105749538133559,0,0.416977876471496,0.104271485395883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852533872885438,0,0,0,0,0,0,0
X600886.SH,0.054638205515061,0,0,0,0,0.144327832015196,0,0,0,0,0,0,0,-0.102992289673193,0,0,0,0,0,0,0,0,0,0.101000568488837,0,0,0,0,0.0281512893531375,0.169682206132181,0,-0.00539127805145313,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.016994678850745,0,-0.099217854222264,0,0,0,-0.00493043624196345,0,0,0,-0.0189773801887669,0.00871413781808076,0,0,0,0,0,0
