,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X000708.SZ,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600176.SH,X600299.SH,X002460.SZ,X601158.SH,X600612.SH,X000709.SZ,X000883.SZ,X600426.SH,X600219.SH,X600583.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X000553.SZ,X600315.SH,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0205117453332957,0,0,0,0,0,0,0,0,0,0.0141263810646632,-0.0142328907488869,-0.0408091141479834,0,0.0574154827926264,0,0,0,0.0840723870196579,0,-0.0370884826303842,0.0930937216421747,0,0,0,0,0,0,0,0,0.0641253284272729,0,0,0,0,0,0,0,-0.0244089364584744,0,0,0,-0.00674064140631453,0,0,0,0,0.00504804065167576,0,0
X600028.SH,0,0,0.0112484402022552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134407924579042,0,0,0,0,0,0.098689817483007,0,0.0303758946041282,0,0,-0.0162323894193006,0,0,0,0,0,0,0,-0.0283564561500609,0,0,0.0132447874525296,0,0,0,0,0,0,0,0,0,0,0,0,0.00431283094955139,0,0,0,-0.00249113353391299,0,0
X601088.SH,0,0,0,0.249496713108827,0,0,0,0,0,0,0,0.0943836761476216,0,0,0,0,0,0,0,0,0,-0.0279688684596697,0,0.0292318852235396,0,0,0.170419692672564,0,-0.0323659579539073,0,-0.0576850433021329,0,0,0.061742364037245,0,0,0,0,0,0,0,0,0,0,-0.0666081120812361,0,0,0,0,0,0,-0.00681399093046937,0,0,0,0,0.00526722338740061,0,0
X600585.SH,0,0,0,0,0,0,-0.0212054912264771,0,0,0,0,0.00351186056292742,0,0,0,0,0,0,0,0,0.56551921564266,-0.0185146991274508,0,0,0,0,0,0,0,0,-0.0296089870690639,0,0,0,-0.0706917991291835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124647220632553,0,0,0,0,0,0,-0.00565949907873072,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096943617273043,0,0,0,0,0,0,0,0,0.0255070029825317,0,0.0663144008865676,0,0.0174020006611398,-0.0378307275623783,0.0596537894183571,0,0,0,0,0.0813698292618077,0,-0.0533229147202692,0,0,0.0188441925136618,0,0,0,0,0,0,0,0,0,0,0,-0.0216344189985621,0,0,0,0,0,0,0
X600019.SH,0,0,0.117411570076759,0,0,0,0,0,0,0,0,0.0727649737700832,0,0,0,0,0,0.0852867475088466,0,0,0,0,0,0.084799939920903,0,0,0.0157957836583519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136067435214465,0.0477814522005947,0,0.0103590557213401,0,0,0,0,0,0,0,0,0,0,0,-0.0226751231374525,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075595217007496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917942096736601,-0.0778597470662054,0.022759137174743,0,0.0851123191561499,0,0,0,0,0,0,0,0,0,0,0,0.151780504427555,0,0,0,0,0,0,0,0,0,0,0,0.0579641261795409,0,0
X600011.SH,0,0,0,0,0.119405120561791,0,0.00751535327111178,0,0,-0.0436245736330883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490141801428595,0.34956745305914,0.0697967281422996,0,0.0159244018620294,0,0.0319922060060183,0,0,0.0602143941543849,0,0,0,-0.0452494074155691,0,0,0,0,0.0540343454276041,0,0,0,0,0,0.100807499118968,0,0,0,0.0106052131037245,0,0,0,0,0,0,0
X600010.SH,0,0,0.016647210174646,0,0,0,0,0,0,0,0,0,0,0.0409969966280128,0.0512770944130684,0,0,0,0,0,0,0,0.0766254011365691,0.12073613539596,0,0.0320839750001938,0.0758186051523661,0.0174663114738975,0,0.00706395395257017,0,0,0,0.0287305494594116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296125690318186,0,0,0,0,-0.0247055139356196,0,0
X601898.SH,0,0,0,0,0,0,-0.00231666259514974,0,0,0,0,0,0,0,0.208746403240435,0,0,0,0,0,-0.0524500691543976,0,0,0.0301324740156955,0,0,0.0782666247251872,0,0,0,0,0,0,0.173085350524999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217746065212312,0,0,0,-0.0255619997639931,0,0,0,0,0.0208257499686091,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438201430355298,0,0,0.0531152998017559,0.148549484346832,0,0.107392091286159,0,0,0,0,0,0,0.00131123565192725,0,0.0519729104513216,0,0,0,0,0,0,0,0,0.0829680449235169,0,0,0,0,0,0,0,2.71050543121376e-20,0.0307104882631284,0,0,0,0,0,0
X000708.SZ,0,0,0.4102027506825,0,0.122864306613868,0,0.23034573133331,0,0,0,0,0,0.078263557563456,0,0.370628947443108,0,0,0,0,0,0,0,0,0,0,0,-0.0386404476554519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270536459855726,0,0,0,0,0.0276745866172127,0,0
X600886.SH,0,0,0,0,0,0,-0.0491985092490484,0,0,0,0,0.117760690799795,0,0,0,0,0,0,0,0,0,0,0,0.0222831131776579,0,0,0,-0.142988582563298,0,0.0854888813245425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209177267403624,0,0,0,0.135474273035277,0,0,0,0.0149260269050162,0,0,0,0,0.0960358146430635,0,0
X600660.SH,0,0,0,0,0,0,-0.0396145451511853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380286726731471,0,0.182322970151715,0,0.151612744605908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156847275414985,0,0,0,-0.00169151740260204,0,0
X600188.SH,0,0,0,0,0,0,-0.145716399472336,0,0,0.216785530124929,0,0,0,0,0,0,0,0,0,0,0,0,0.290077976115415,0,0,0,0,0.068119748325184,0,0,0,0,0,0,0.044430102925221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188778151079452,4.33680868994202e-19,0,0,0,0,0,0
