,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X600516.SH,X000898.SZ,X002460.SZ,X600111.SH,X600176.SH,X601992.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600426.SH,X601158.SH,X600315.SH,X000408.SZ,X601699.SH,X600489.SH,X000883.SZ,X600808.SH,X000830.SZ,X600219.SH,X000630.SZ,X002470.SZ,X600339.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.173543666074296,0,0,0,0,0,0.0170296536621169,0,0,0,0,0,0,0,0,0,0,0,0.0197780079039605,0,0,0,0.074978691517689,0,0.0480483664130252,0,0,0,0,0.000954975023836652,0,0,0,0,0,0,0,0.0628510465311795,0,0,0,0.0194080494236637,0,0,0,0,0.156298713863496,0,-0.00466406144924966,0.00652845519209245,0,0,0,0,0,0
X600028.SH,0.271071651581495,0,0.364362647418006,0,0,0,0,0,0,0,0.0433118038037588,-0.0854680504224611,0,0.257163953667975,0,0,0,0,0.0368314532783655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553152422350584,0,0,0,0,0,0,0,0,0,0,-0.0251911212568297,-0.0202608821409128,0,-0.427889125134297,0,0,0,0
X601088.SH,0,0.050869582025319,0,0.271955779365145,0.0266279157046749,0,-0.00921127570831049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42479630026433,0,0,0,0,0,0,0,0,0,0,0,-0.0170599025720428,0,0,0,0,0,0
X600019.SH,0,0,0.207972617357644,0,0,0,0,0,0.209226202898676,0,0.0885181003530671,0,0,0,0,0,0,0,0,0,-0.136667911215037,0,0,0,0,0,0,0,0,0,0.129228934680447,0,0,0,0,0,0,0,0,0.0374147105481312,0,0,0,0,0,0,0,0,0,0,0.0276341395975883,0,0,0,0,0,0,0
X600585.SH,0,0,0.10027410366742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557508221836875,0,0.0301745436933898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432683339098292,0,0,0,0,0,0,0,0.0811405591254028,0,0,0.000547187946414669,0,0,0,-0.0255989996309703,0.0288654919761845,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712268335088704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679294984534547,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365331713067397,0,0,0.0146532939825904,0,0,0,0,0.355283364519322,0,0,0,-0.0723147588382625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060460721646829,-0.0100291957513522,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126813830210617,0,0,0,0,0,0,0,0,0.0595363900528462,0,0.0121230543618693,0,0.0598527108213322,0,0.120732052637016,0,0,0,0.0671484306786361,0,0,0,0.0127351274616163,0.0980824540882195,0,0,0,0,0.025350571325934,0,0,0,0,0.171214019277514,0,0.00609029977701656,0.0229330075894228,0,0,0,0,0,0
X600188.SH,0,0,0,0.245520637938739,0,0,0,0,0,0,0,0.178015828925735,0,0,0,0,0,0,0,0,0,0,0,0,0.208669658787996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279735795764115,0,0,0,0.0227435291007987,0,0,0,0.14773885959517,0.341525070352954,0,-0.0293840468219672,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0724730901484465,0,0,0,0,0,0,0,0,0,0,0,0,0.111254144328567,0,0,0,0,0.0209453223945421,0,0,0,0,0,0,0,0,0,0,0,0,0.00935087378853105,0,0,0.0656784760323303,0.0507851397112275,0,0,0,0,0,0,0.00513894766415561,-0.00187544650332613,0,0,0,0,0,0
X601600.SH,0,0,0,0.111924212548689,0,0,0,0,0,0,0,0,0,0,0,0.0072432391196924,0,0,0,0,0,0,0.0223129169244624,0,0,0.0500421378605663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326310521284611,0,0,0,0,0,0,0,0,0.0593108451038223,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0652519383716395,0,0,0,0,0,0,0,0,0,0,0,0.0620356030588455,0,0.548469327264683,0,-0.00912468178030766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466738351321122,0,0,0,0,0,0,0,0,0,0,0.0147173154689013,0,0,0,0,0,0,0
X600660.SH,0,0,0,-0.0380686425577091,0,0,-0.104713032040866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685150163656136,0,0.160366792769732,0,0,0,0.00337496649461192,0,-0.0510487196434345,0,0,-0.0785867882525566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167046874136244,0,0.102433853015526,0,0.0294911995258973,-0.0217049689464062,0,0,0,0,0,0
X600688.SH,0,0.191512760191064,0.160672550526049,0,0,0,0.043903562977937,0.0326827357100468,0,0,0,0,0,0,0,0,0,0,0,0.0183413231016256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704333424878585,0,0,0,0.0364246269825025,0,0,0,0,0.106581879856796,0,0.00995409785659805,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0402316658547265,0.0983984115908156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891763662844621,0,0.00600703627720836,0.0818009434328056,0,0,0,0,0,0,0.0346706279100176,0,0,0,0,0,0,0,0.108204803144928,0.0761487684678344,0,0,0,0,0,0,0.018717318945191,-0.00465827073611872,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0425661959124347,0,0,0.218279038488673,0,0,0,0,0,0,0,0,0,0,0,0.00851897524823557,0,0,0,0.0580928762432395,0,0,0.0157494963558645,0,0,0,0,0,0,0,0,0,0.203757600019397,0,0,0,0,0,0,0.0964571162665685,0,0,0,0.00395918634185329,0.00867958597050171,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0347685868907358,0.0709175783757363,0,0,0,0,0,0.035045863011965,0,0,0.0534952815036888,0,0,0,0,0,0,0.0543253025109455,0,0.0532990290662759,0.0183598652757051,0,0.0161285396418629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140724547011411,0,0,0,0.00699663369473085,0.0127375976036832,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.197506801937287,0.00726111847309783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745008303842011,0,0.063783957855167,0.0128401333018981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505905740781234,0,0,0,-0.0199675509358686,-0.00650648439769867,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0262806814907393,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262092297073552,0,0,0,0.0113621864341165,0,0,0,0,0,0,0,0,0.0213214119761299,0,0,0,0,0,0,0.765517387273003,0,0,0,0,0,0,0,0,0,-0.00509665186521473,0,0,0,0,0,0,0
X300072.SZ,-0.119515151273709,0,0,0,0,0,0,0.101671633566292,-0.0990301308571046,0,0,0.113357785077151,0,0,0,0,0,0,0,0,0.107260827480324,0,1.38777878078145e-17,0,0,0.211761849565327,0,0.00883089523593129,0,0.185584383105911,0,0,0,0,0,0,0,0,0,-0.0332195593216376,0,0,0,-0.0243394622308505,0,0,0,0.320159625745308,0,0,-0.048545680891109,-0.0312093277276642,0,0,0,0,0,0
X600516.SH,0,0,-0.0329211245793975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1952489432267,0,0,0.0280446126795222,0,0,0,0,0,0,0,0,0,0,0,0.583203077204039,0,0,0,0,0,0,0.034191291405742,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139765220925498,0,0.00925694433547043,0,0.0829471279523585,0,0,0,0,0,0.146890405427272,0,0,0,0,0,0,0,0,0,0,0,0.227108762321894,0.155187352997976,0,0,0,0,0,0,0,-0.00146911921792636,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,-0.00805126097079847,0.491321758413662,0,0,0,0,0,0,-0.132582793866531,0,0,0,0,0,0.283035414016977,0,0,0,0,0.00505859738388411,0,0,0,0,0,0,0,0.131066390615424,0,0,0,0,0,0,0,0,0,0.048842253276188,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0114852129149834,0,0,0,0,0,0,0,0,0,0,0,0.0950321124304671,0,0.137308319799492,0,0,0.111348500709015,0.186598770606468,0.0338021228665806,0.0319639879805171,0,0,0,0,0,0.0139270215678864,0,0,0,0,0,0,0,0,0.00661601193811371,0.0926945302143611,0,0,0,0,0,-0.033528811870631,-0.0321585342881181,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.0773813233824062,0,0.183347666792803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393259553424066,0,0,0,0.130924244602203,0,0,0.348533422186909,0,0,0,0.229675479713781,0.161929415883413,0.162508147807825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193706647640396,0.00971298412955086,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652093681485717,0,0,0.118700391350535,0,0,0,0,0,0,0,0.104709564299631,0.0461668634406965,0,0.0808527605272126,0,0,0.130152650235711,0,0,0,0,0,0.0660583990999546,0,0,0,0,0.184738942295811,0,0.0168225075278704,0.0381693711242552,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0450204284645181,0,0,0,0,0,0,0,0,0,0,0,0.0504896712977294,0,0.0123245026717714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140597563412108,0,0,0,0,0.209031182561728,0,0,0.0455518166961608,0,0,0,0.0239638570424143,-0.0106220063333667,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.271658952726325,0.0820262550173731,0,0,0,0,0,0,0.425007717209253,0,0,0,0,0.0679905534240709,0,0,-0.0406632757518832,0,0,0,0,0,0,0,0,0,0,0,0.0019921233249422,0.0297811195653153,0,0,0,-0.0323839567380718,0,0,0,0,0,0,0,0,-0.0535648373323752,0,0,0.00232758174272467,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.103289589330835,0.28594064553618,0,0,0,0,0,0,0,0.0972467606917598,0,0,0,0,0,0,0,-0.0850836633798571,0,0,0,0,0,0,0,0.194592754360209,0,0,-0.00665332308007097,0.00435889893878355,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529079074399206,0.0696759478686324,0,0.117248450186257,0,0.426163801283483,0,0,0,0,0,0,0.0465324108297212,0,0,0,0,0,0,0,0,0,0,0,0.0253715108493955,0,0,0.0586145276854104,-0.0477427705754079,0,0,-0.0258917629047029,-0.0238186438595498,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0.0786115669366739,0,0.00121368171789238,0,0,0,0,0,0,0,0,0,0.149101268835977,0.077477604275457,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253039960418402,0,0,0,0,0.0926636579587334,0,0,0.33200438765338,0,0,0,0,0,0,0,0.0263696450592978,-0.0457739447199139,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.132991112710532,0,0,0,0,0,0,0,0,0,0,0,0.0804525859207128,0,0.0397973237119006,0,0,0.0761073306437909,0.22652634650167,0,0.0394324098129657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165718239941674,0,0,0,0.00861002969816614,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.0484755995392933,0,0,0,0,0,0,0,0,0,-0.0559973605664885,0,0.0348259351140741,0,0,0,0,0,0.0219104166081228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162982416072845,0.11320945205858,0.0666808651447122,0,0,0,0,0,0.00878785744569852,-0.000788774239318459,0,0,0,0,0,0
X600299.SH,0,0,0,-0.0678561361246394,0,-0.294013333216381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146720678474456,0,0.0516722944815783,0,0.157783692236483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606849938879884,0,0,0,0.0859712467345519,0,0,-0.0094704495395808,-0.00782891459925833,0,0,0,0,0,0
X002271.SZ,0,0,0.0575080069080256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156260426630809,0,0,0,0,0.345579795725355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790821960977384,0,0.0117616404705784,-0.00341513728142841,0,0,0,0,0,0
