,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X601699.SH,X000708.SZ,X600010.SH,X600426.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600027.SH,X002271.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000786.SZ,X000408.SZ,X000630.SZ,X600612.SH,X000932.SZ,X000933.SZ,X300037.SZ,X600219.SH,X002128.SZ,X600995.SH,X600348.SH,X600688.SH,X600157.SH,X000723.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.598327877736684,0.0733738820185513,0,0,0,0,0,0,0,0,0.0163947777136636,-0.0650048990000643,0,0,0,0,0,0,0.0599653558357934,0,0,0,0,0,0,0,-0.219955878972872,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00684806957566915,0,0.173015540014064,0,0,0,0,0,0,0,0,0,0,0,0,0.0100954611971422,0,0,0,0,0,0,0
X600028.SH,0.568806602176928,0,0,0,0,0,0,0,0,0,0,0.0172314810420279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273945206431267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120097481479125,0,0,0,0,0,0,-0.00721993276524889,0,0,0,0,0.01095289579843,0,0
X601088.SH,0.16343060741881,0,0,0,0.0989634265433476,0,0.219326131025967,0,0,0,0,0,-0.0214507717230543,0,0,0,0,-0.0626734547205957,0.021952944788744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102723941343155,0,0,0,0,0,0,0,-0.183223353115888,0,0,0,0,0,0,0,0,0,0.00469929535277826,0,0,0,0,-5.42101086242752e-20,0,0
X600309.SH,0,0,0,0,0.0542985425985858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00835889972055583,0.271096830462769,0.310780505481436,0,0,0,0,0.147657974388345,0,0,0,0,0,0,0,0,0,0,0.060054918027422,0.144977553060021,0,0,0,0,0,0,0,0.110588772114666,0,0,-0.0651869625731045,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.027962323928262,0.207496197957686,0,0,0,0,0,0,0,0,0,0,0,0.24313964231484,0,0,0,0,0,0,0.135088819387984,0,0,0,0,0,0,0.131259871115834,0,0,0,0,0,0,0,0.184299225768454,0,0,0,0,0,0,0,0,0,0,0,-0.00933447571829016,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.216822294598362,0,0,0,0,0,0.0130130806232574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166264310478535,0.0180223080103951,0,0,0,0,0,0,0,0.270842553929762,0,-0.0246095597130021,0.297060967091424,0,0,0,0,0,0,0,0,0,0,0,0.0176789135937951,-0.0278850635801719,0,0,0,0,0,0
X601898.SH,0.093386921085857,0,0,0,0.263654902284112,0,0,0,0,0,0,0,0,0,0,0.0100537521158095,0,0,0.0880648421176616,0,0,0,0,0,0,0.0348446652183802,0,0,0,0,0,0,0,0,0,0.0855143279208129,0,0,0,0,0.0308652375179884,0,0,0,0,0,0,0,0,0,0,0.0014129952984946,-0.0171019064707873,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.171774655133481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293086223344424,0,0.0671939312065449,0,0,0,0,0.047677545473077,0,0,0,0,-0.0282776611835164,0,-0.116471095843741,0,0,0,0,0,0,0,0,0,0.00480411573204444,0,-0.0131126054771864,0,0,0,0,0,0
X600585.SH,0,0,0,0.0200106002622576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496425097531973,0,0,0.25185240047361,0.0454095138051333,0,0.11494534889296,0,0,0,0.0142707716670288,0,0,0,0.111659891510371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.160184046582446,0,0,0.0445224388589306,0,0,-0.0247849336730703,0,0,0,0,0,0,0,-0.021340620919698,0,0,0,0,0,0,0,0,0,0.00538653755162212,0,0,0,0.453392764127261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254951885493238,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0708750024153327,0,0,0.14239936738362,0,0,0,0,0,0,-0.0282001252545284,0,0,0,0,0,0,0,0,0,0.0191018786701327,0.0320250414522212,0,0,0,0,0,0,0,-0.0775890202515472,0.112850363676866,0,0,0,0.0810341294943945,0,0,0,0,0,0,0,0,0,0,0,0.000435862716160648,0,0,0,0,0.050164718522093,0,0
X600886.SH,0.124553915122251,0,0.0958406508643618,0,0,0,0,0.150263233852731,0,0,0.0797126945100683,0,0,0,0,0,0.169425642157929,0,0.00268697983903169,0,0,0,0,0,0,0,0,0,0.0973230295551754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0928885018853968,0,0.00247495604296986,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764417772999807,0,0,0,0,0.0439843907149336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244751263075842,0,0,0,0,0,0,0,0,0,0,0,0,0.00758119873635818,-0.000163559671171289,0,0,0,0,0,0
