,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600309.SH,X600489.SH,X600299.SH,X000792.SZ,X000898.SZ,X000723.SZ,X601158.SH,X002075.SZ,X000959.SZ,X002466.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600352.SH,X000883.SZ,X600098.SH,X600623.SH,X600219.SH,X000983.SZ,X000539.SZ,X000027.SZ,X000937.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600549.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.382452258936798,0,0,0,0,0,0,0,0,0.0390124937876556,0,0,0,0.0134584404108349,0,0,0,0.0392333328647211,0,0,0,0,0,0,0,0.0599291738981105,0,0,0,0,0,0,0,0,0,0,0,0,0.101460814101887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.561636852885119,0,0,0,0,0,0.308421998707722,0,0,0,0,0,0,0.0241208217454382,0,0,0,0,0,-0.0450722806786904,0.00988045191781385,0,0,0,0,0,0,0,-0.00903060078138073,0,-0.01626108920423,0,0,0,0,0,0,0,0,-0.0438610741701675,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.00127629427765638,0.00353720988908287,0,0,0,0,0
X601088.SH,0,0,0,0,0.00806669527379702,0,0,0.111932070516661,0,0,-4.33680868994202e-19,0,0,0,0,0.00391338073485766,0,0,0,0,0.12399075115951,0,0,0,0,0,0.0724029186469932,0,0,0,0,0,0.0479423227517065,0,0,0.0353491514410487,0,0,0,0,0,0,0,0,0.0751067980003531,0,0,0,0.067057037313739,0,-0.0706191370464297,-0.0464736807906322,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0286897351382151,0,-0.0332385117445047,0,0.175551075831109,0.0150115951531164,0.0695965885345325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034508506876784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0853555155236135,0.0659677245013333,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.127525509460726,0,0,-0.103138852369749,0,0,0.0493080066302868,0.0376938624700011,0,0,0,0,0,0,0,0,0,0,0,0,0.0315640909282233,0,0,0,0,0,0,0,0,0.0442792929085122,0,0,0,0,0,0,0,0,0,0.32154195628906,0.0738858546602165,0,0.143295889264507,0.0317215320330387,0,-0.0427109312640133,0.0605086877553407,-0.0273461452689283,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0498164228340814,0,0.00584656362039908,0,0,0,0,0,0,0,0,0,0.114224540042169,0,0,0,0.23897716381797,0,0,0,0,0,0,0,0,0,0,0,0,0.0819502727238711,0,0,0,0,0.0580402678370851,0,0.0342115200331739,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.158264947572697,0,0,0.040498438891758,0,0,0,0,0,0,0,0,0.000732709704333749,0,0,0,0,0,0,0.119188759485829,0,0.0971129002939673,-0.0351373221562195,0,0,0.137797774824639,0.0565350429237896,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414706349997774,0,0,0,0,0,0.0227389709310179,0,0,0,0,0,0
X601898.SH,0,0,0.210007956697975,0,0,0,0,0,0,0,0,0,0.0706446159897455,0,0.0793134682739596,0,0,0,0,0,0,0,0,-0.014029400757492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646577165080214,0,0,0,0,0.0121335225146339,0,0,0.200147163899648,0,0,-0.0025021296968902,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0364497213683677,0,0,0.00486171674831571,0,0,0,0,0,0,0,0,0,0,0,0.105166015626034,0,0,0,0,0,0.135933061037531,0,0,0.0152345854127603,0,0,0,0,0.269795435996933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11855454618233,0,0,0,0.0119541490689155,0,0,0,0,0,0,0
X600547.SH,0,0.0894942760703862,0,0,0,0,0,0,0,0,0.0104145174462216,0,0,0,0,0,0,0,0,0,0.0312610077725749,0,0,0.97216827574591,0,0,0,0,0,0,0,0,0,0,0,0.0257043497407467,0,0,0,0,0,-0.0124227890519087,0,0,-0.0592354776272626,0,0,0,0,0,-0.0639983017483649,-0.0233966021373778,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0554886919675537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11725721007372,0,0,0,0,0,0,0,0,0.173659380163592,0,0,0,0,0.0929677159946468,0,0,0,0,0,0.241344480217348,0.108053593099716,0,0,0,0,0.047701972145163,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.156820696009998,0,0,0,0,0,0.0235721423054192,0,0.0892332892104979,0.00927623269413592,0,-0.0166423741213613,0,0,0,0,0,0.0818902261966829,0,0,0,0,0,0,0,0,0,-0.0142288493380823,0,0,0,0,0,0,0.0419443834045068,0.0766238517454047,0,0,0,0,0,0,0,0,0,0,0,-0.0189517319036545,0.012913512694861,0.0466194493444244,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0677707148255458,0.0448385522301824,0,0,0.147476709398335,0,0,0,0,0,0,0,0,0,0,0,0,0.0405858230227327,0,0,0.010866683829311,0,0,0,0,0.370400889448095,0,0,0,0.0890130538890459,0.133586401828383,0,0,0,0.233254069379327,-0.0553837496704936,-1.73472347597681e-18,0,0,0,0,-0.00753657083018561,-2.16840434497101e-19,0,0,0,-0.0657158067917054,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0195784384727605,0,0,0.170302067819953,0,0,0,0,0,0,0,0,0,0.142096119184377,0,0,0,0,0.0348187209746742,0,0,0,0.0905490794084614,0,0,0,0,0,0,0,0.0151860718911406,0,0,0,0,0,0,0,0,0,0,0,0,0.0134424965852679,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.352557189773403,0,0,0,0,0.0133760952638496,0,0,0.17973826833544,0,0,0,0,0,0,0.0142651287291767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299237312001397,0.0125136474107278,0,0,0.11532013291518,-0.119692107023304,0,0,0,0.0430974993629579,0,0,-0.00617356157183829,0,0,0,0,0,0
X600157.SH,0,-0.182077557640465,0,0,0,0,0,0,0,0,0,0,0,0,0.377481520942152,0,0,0,0,0,0.00456309145807381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610492926419757,0.158054170564791,0,0,0,0,0,0,0,0,0.0106706235568314,0,0,0.00881255620543642,0,0,0,0,0,0,0.0586278761515264
X601991.SH,0,0,0,0,0,0,0,0,0,-0.00647473843391907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903958206033832,0.056828533119019,0,0,0,-0.00868794046381898,0,0.0139510623834488,0.0184233501976603,0,0,0,0,0,0.082351489723752,0,0.0225606954705453,0,0,0,-0.0804032054524166,0,0.0124233338652056,0,0,0,0,-0.00194731160354852,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0490081373222765,0,0,0,0,0,0.0620572659564263,0,0.0210230142220812,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0658329941972806,0,0,0,0,0,0,0,0,0,0,0,0,0.0643032865694085,0,0,0,0,0,0.043018207559287,0,0,0.0229145623612823,0,0,0,-0.0177886468037581,0.0255527544408524,0,0,0,0,0,0
X601992.SH,0,0,0.143794882157209,0,0,0,0,0.065540755083838,0,0.0511144482824444,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.0426171039746918,-6.93889390390723e-18,0,0,0.0472474274817867,-1.73472347597681e-18,0,0,-0.0166696616325858,-0.215626159351293,0,0,0,0,0,0,0,0.316035330288319,-0.0247325957699139,0,0,0,0,0,0,0,0,0,0.16715939437402,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0593480065016037,0,0,0.117537419343221,0,0,0,0,0,0,0,0,0,0.0824176584963418,0,0,0,0,0,0.0229942342598309,0.0364108385186118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147903381359381,0,0,0.104665854889577,0.320704953226946,0,0,-0.00614724426508829,-0.00331104310861609,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.109828680087701,0.0914724926955262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921908690962278,0,0.104472851608866,0,0,0,0,0,0,0.223634435068431,0,0.0318270643157101,-0.0316140409406427,0.0407158018093547,0,0,0,0,0,0,0,0,-0.0334393252939606,0.0462640169960694,0,0,0,0,-0.0918091846607039,0,0
X600886.SH,0,0.14959896866344,0,0,0,0,0,0,0,-0.0118787748249576,0.123197489932366,0,0,0.0657741090637015,0,0,0,0,0,0,0.0341046279265546,0,0.125621341454714,0,0,0,0,-0.0333515252403868,0,0,0,0,0,0,0,0,0,0,0.0811471189216084,0.0526485009019178,0,0,0,0,0,0,0,0.00264977086096746,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.146344089952429,0,0,0.161070937706201,0,0,0,0,0,0,0,0,0,0,0,0.0727445753892313,0,0,0,0,0.139515458134549,0,0,0,0.0842025787138617,0,0,0,0.173787879800177,0.0211742191960683,0,0,0,0,-0.127117790985389,0,0,0,0,0,0.101154269779356,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.772155751747121,0,0,0,0.026327859026834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365106106252029,0,-0.0632991631284503,0,0,0,0,0,0,0,0,0.148919592547897,0,0,0,0,0,-0.0452421140594359,0,0,0,0,0,-0.018829336026125,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0.182599099762243,0,0,0,0,0,0,0.0175860772023078,0.121842945828246,0,0,0,0,0,0,0,0,0,0,0,0.00556499233932359,0.0409457423848895,0,0.0662684252259527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118399384434796,0.00686627978984121,0.0963533424533967,0,0,0,-0.0281488649469513,0.015627106171785,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0859115748001718,0.042197592916441,0,0,0,0,0,0,0,0,0.0745955961540548,0,0,0,0,0,0,0,0,0,0,0,0,0.0681318919886626,0,0,0.0102083523041581,0.0573362571145803,0,0.0285793665460506,0,0,0,0,0.0638759659587907,0,0,0.0498478664622255,0,0,-0.0161416561892071,0,0,0,0,0,0
