,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X002466.SZ,X600111.SH,X600623.SH,X600188.SH,X600157.SH,X600362.SH,X600886.SH,X600547.SH,X601992.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X002460.SZ,X600549.SH,X000630.SZ,X002470.SZ,X002407.SZ,X000983.SZ,X600021.SH,X000012.SZ,X600098.SH,X600176.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0679022564121884,0,0,0,0,0,0,0.00572554703711516,0,0,0,0,0,0,0,0,0,0,0.189643853180533,0,0,0.0698760016760813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185263862892762,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.113517610031169,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196672918536171,0,0,0,0,0.0147883889106572,0,0,0.32343498478639,0,0,0,0,0,0,-0.0124108440683716,0,0,0,0,0,0,-0.00750242537097404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.112953734371108,0,0.115499696480354,0,0,0,0,0,0.0058646713380826,0.0131738751945064,0,0,0,0,0,0,0,0,0.00289514234284279,0.0386370715460046,0,0,0,0,0,0,0.0214978096057646,0,0,0.136657212006729,0,0,0,0.0268867182117985,0,0,0,0,0,0,0,0,0,0.054046192944572,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0318770137303773,0.0120008765375192,0,0,0,0,0.340367402905124,0.00598406129122326,0,0,0,0,0,0,0,0,0,0,0.0173880320901877,0.0512877426488177,0,0,0.090118635309869,0,0,0,0,0,0,0.0171532720076704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205598688144172,0.00221589096236954,0,0.062851199773289,0,0,0,0,0,0,0.04079556422069,0,0.0248671248143745,0,0,0,0,0,0,0.012857219026651,0,0.0781959294201261,0,0,0,0.165487517043079,0,0,0,0,0,0.00406621166047721,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0329077896010056,0,0,0,0,0,0,0,0.0514647721715912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242894683102589,0,0,0,0,0,0.10972515742229,0,0,0,0,0,0.0664841360635373,0,0,0,0.0358567917313982,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.292080563919074,0,0,0,0,0,0,0,0,0,0,0,0,0.101550263105138,0,0,0,0,0,0.0958943057880663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465701824175843,0.179997119386208,0,0,0,0,0,0,0,0,0,0,0,-0.0152880412619493,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164160368608671,0.0461381023442232,0,0,0,0,0,0,0,0,0,0,0,0,0.150445712071121,0,0,0,0,0,0.0671515690463583,0,0,0,0,0,0,0,0,0,0,0.00393025561530077,0,0.288101856765747,0,-0.0324806180193466,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396420283015934,0.0358383287857955,0,0,0,0,0,0,0.13874310355187,0.0196725916465569,0,0,0.0768059266753813,0,0,0,0.00693220891380208,0,0,0,0.170136909710845,0,0,0.0499663782100509,0.086598650712568,0,0.127055640655174,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732881918889335,0,0.112514315941118,0,0,0,0,0,0,0,0.0833442347311575,0,0,0,0,0,0,0,0.055779880245909,0,0,0.179089546945119,0,0,0,0.106568997510597,0,0,0,0,0,0,0,0,0.0597561041891304,0,0,0,0,0,0,0,0,0,0
