,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X002466.SZ,X600362.SH,X600188.SH,X600547.SH,X601991.SH,X600660.SH,X300072.SZ,X600886.SH,X600516.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X600549.SH,X000553.SZ,X002092.SZ,X601158.SH,X600008.SH,X000983.SZ,X000630.SZ,X000883.SZ,X000786.SZ,X000792.SZ,X601699.SH,X000807.SZ,X000723.SZ,X600299.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320834322531693,-0.000835077783861217,0,0,0,0,0,0.0196122698006988,0,-0.0305184728359852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125781829295208,0,0,0,0,0,0,0,0,0.0482164974903094,-0.0406339017617804,0,0,0,-0.00904421959744248,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.142543536333512,0,0,0.0523089842534607,0,0,0,0,0,-0.0204511031539315,0,0,0,0,0,0,0,-0.0301784787306165,0,0,0,0,0,-0.0314918077643964,0,0,0,0,0,0,0,0,0,-0.00515894923710449,0,0,0,0,0,0,0,0,-0.151682118326768,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355879939000075,0,0,0,0,0,0,0,0,0.152516907240354,0,0,0,0,0,0.371869962831729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235590548463576,0.0244891054434516,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213494128072617,0,0,0.0609613414875073,0,0,0,0,0.00524042286757092,0,0,0,0,0.0548148026763868,0,0,0,0,0,-0.0142598269090987,0.00265430067201722,0,0,0,0,0,0
X600585.SH,0,0.137157313487648,0,0,0,0,0.0722082264691676,-0.0561559271018029,0,0,0,0,0,0,0,0.143671067190182,0,0,0,0.233524846010001,0,0,-0.113105470356193,0,0,0,0,0,0,0,0,-0.0469516411486703,0,0,0,0,-0.0330873702811312,0,0,0,0,0,0.0662041226041046,0,0,0.0850810060255185,0,0,0,0,-0.0101811811606341,-0.0134163192073557,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0924912214472383,0,0,0,0,0,0,0,0,0,0.132818949697564,0,0,0,-0.0472034231937785,0,0.0669315232024449,0,0,0,0.0326417304698425,-0.103875091010397,0,0,0,0,0,0.0651526180653838,0.048606703914368,0,-0.0128040959228445,0,0,0,0,0,0,0,0,0,0,0,0.0226519084301321,-1.73472347597681e-18,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909104756607859,0,0,0,0,0,0,0,0,0.207899387099368,0,0,0,0,0,0.179337614296513,0.0767958575859012,0,0.144253124873408,0,0,0,0,0.0405309422917293,0,0,0,0,0.0520716918605591,0.0557967932187972,0,0,0,0,-0.0100815411464046,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157837095033022,0,0,0.18296839601791,0,0,0.0190397624910364,0,0.0797094278498499,0,0,0,0,0,0,0,0,0,0.0768405270967002,0,0.0620886444549523,0,0,0,0,0,0,0,0,0.075294162847165,0,0,0,0,-0.00358646305216771,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.000746510702003298,0,0,0,0.0878266955776354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260569270959683,0,0,0,0,0,0.0485876387081173,0,0,0.0729236155154563,0,0,0,0,0.193049634861906,0,0,0,0,0,0,0,0,0,0,-0.0127083860212594,0.0187800354862277,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00679646235428486,0,0,0,0,0,0.0484732980891271,0.0337623236625155,0,0,0,0,0,0,0.263302138276651,0,0,0.133096761181156,0,0.287914965954882,0,0,0.390272737205902,0,0,0,0,0,0,0.0076142111106893,0,0,0,0,0.00771905736438016,-0.0173370501060755,0,0,0,0,0,0
