,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X002271.SZ,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X000629.SZ,X600176.SH,X600362.SH,X600426.SH,X000408.SZ,X300073.SZ,X600096.SH,X601991.SH,X002080.SZ,X600803.SH,X000786.SZ,X000723.SZ,X000983.SZ,X600027.SH,X600160.SH,X600348.SH,X600141.SH,X600219.SH,X601699.SH,X600157.SH,X600399.SH,X600801.SH,X600378.SH,X002407.SZ,X000155.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342671000819205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867827303369315,0,0,0,0,0,0.18518772320086,0,0,0.128350026305589,0,0,0,0,0,0,0,0,0.0310065342035999,0.0062138253580898,0.0189817443074151,0,0.00254044451995938,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.110615715192743,0,0.0747442361420249,0,0,0,0.141474128780729,0,0.0633526347127934,0,0,0,0,0,0,0,0,0,0,-0.0819898573368111,0,0,0,0,0,0,0,0,0,0,0,0.0225636570238327,0,0,0,0,0,0.266564556729886,0,0,0,-0.0152114880902319,0.0128544688658205,0,0,0,0,-0.00933536725601667,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105363564836582,0,0.0248186085640146,0,0,0,0,0,0,0,0,0,0,0,0.0270475621570876,0,0,0,0,8.67361737988404e-19,0.0400614004633219,0.032297152808696,0.0248724420052535,0,0,0,0,0,0,0,0,0,0,0,0,-0.000850093473300225,0,0
X600309.SH,0,0.0468110480316084,0,0,0,0,0,0,0,0,0.0635259708622963,0,0,0,0,-0.00863357853363888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030638066913492,0,0,0.168814440642957,0,0.019191326656965,0,0,0,0,0.0318117078171707,0.0882719262210016,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.607506569907543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960987836503576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500591989118609,0,0,0.190164822093005,0.0683810392196761,0,0,0,0,0,0,0,0,0.0941033556670457,0,0
X002460.SZ,0,0,0,0,0.138797233180124,0,0,0,0,0,0,0.079698408871671,0,0,0,0,0,0,0.182031908529957,0,0,0,0,0,0,0,0,0,0.0909286426073752,0,0,0.0674918058795022,0,0,0.0322210614621961,0,0,0,0,0.0406646777722468,0,0.0719181953114778,0,0,0,0,0.0617077395794108,0,0,0.0559587396059977,0,0.023754143925737,0,0,0,0,0.07251297730654,0,0
X600188.SH,0,0.0304293210868046,0,0,0,0,0,0,0,0,0.50872470109054,0,0,0,0,0,0,0,0,0,0,0,0,0.0375459746105649,0,0,0,0,0,0,0,0,0,0,0,0.119328274253792,0,0,0.00937430674937521,0,0,0.15140799130769,0,0,0,0,0,0,0.0289543206174281,0.0238660942849876,0,0,-0.0387000104532584,0,0,0,0,0,0
X600585.SH,0,0,0,0.087067494454513,0,0,0.0335241402156628,0,0,0,0,0,0,0,0.0530187734938563,0,0,0,0,0,0,0,-0.0182405937074355,0,0,0,0,0,0,0,0,0,0,0.0856386195182287,0.0481041939566687,0,0,0,0,0,0,0,0,0,0.299917921472342,0,0,0,0,0,0,-0.00270405706379474,0,0,0,0,-0.00497864253376937,0,0
X000792.SZ,0,0,0,0,0.287459953439242,0,0,0,0,0,0,0,0.0746129383879292,0,0,0,0,0,0.0361283355783535,0,0,0,0,0.118116228483263,0,0,0,0,0,0.0317220822769662,0,0.0999141252149603,0,0.0411670443724244,0,0,0.0722627979017081,0,0.1092531872182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0568466785832909,0,0,0,0,0.0245942180239294,0.0273203016660825,0,0,0.0665625121808919,0,0.0463108882984787,0,0,0,0,0,0,0,0,0,0.142869768900327,0,0,0,0,0,0,0,0.0708522286725893,0,0,0,0,0,0,8.67361737988404e-19,0.0419090943319016,0,0.0468750433269073,0,0,0,0,0.0170105139018877,0,0
X601898.SH,0,0.125153107640293,0,0.0465240638519136,0,0,0.0680631567788834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205799085550742,0,0,0,0,0,0.37431136737972,0,0,0,0,0,0,0,0,0,0,0,0,0.0393141676927331,0,0,-0.00577838835763872,0,0,0,0,0.0273316647362409,0,0
X600111.SH,0,-0.179949448453387,0,0,0,0.183695112606002,0,0,0,0,0,0,0,0,0.0796579263915954,0,0,0,0,0,0,0,0,0,0,0,0.107340403127222,0.268465618154417,0,0,0,0,0,0,0.140977346198252,0,0,0,0,0,0.132336447763007,0,0,0,0,0.162949069022229,0.053110878091918,0,0,0,0,0.0006582052707601,0.0400762292342155,0,0,0,0.0382007377362142,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00985348913957839,0,0,0,0,0,0,-0.203829961432394,0,0,0.148427283169527,0,0,0,0,0,0,0,0,0,0,-0.0104752045272683,0,0,0,0,0,0,0.861475427732795,0,0,0,0,0,0,0,0,-0.00263936258817253,0,0,0,0,0,-0.00505206591396553,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0311500326734082,0,0,0,0,0.0669863575101665,0,0,0,0,0,0.00187442818621483,0,0,0,0,0.0911921762252363,0,0,0,0.16671043504393,0,0,0,0,0,0.0355719348097179,0,0,0,0,0.138411561451887,0,0,0.00783538985990753,0.115734934830622,0,0,0,-0.0756417890235275,0,0,0,0,-0.0302682543265133,0,0
X002271.SZ,0,0,0,0,-0.00225797173465622,0,0,0,0,0,0,0,0,0.0414622527710235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104355588928903,0,0,0,0,0.878330443411518,0,0,0,0,0.00666441328852203,0,0,0,-0.0241610224346063,0,0,0,0,0,0,0.0381437916865471,0,0.0176220847134858,-0.0359661734870798,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0673476618107854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143906436830146,0.0277086409804291,0,0,0,0,0,0,0,0,0.444350143299506,0,0,0,0.0902968686498845,0,0,0,0,0,0,0.003541443903509,0.00482517371898783,0,0,0,0,0,0,0.0295726635622186,0.146759925317533,0,0.0219385665813469,0,0,0,0,0,0,0.132980706461029,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122816081229956,0,0,0,0,0,0,0,0,0,0,0,0.0459392212105481,0,0,0.0601333002316671,0,0,0,0.191222705985399,0,0,0,0,0,0,0,0,0,0,0,0.0308498042413802,0,0,0,0.0419461303398774,0,0.0267100163850375,0,0,0,0,-0.0167174041559493,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719756344419085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193280750066351,0,0,0,0,0,0.0541301259808509,0,0,0,0,0,0,0,0.0173219929768527,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.473513275865009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180679301298911,0,0.00400765962402178,0.22689923197964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590625757437929,0,0
X600886.SH,0,0.0416877267564901,0,0,0,0,0,0,0,0,0,0,0.0822311610070207,0,0.0739065626531588,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.00866508645713951,0,0.0221517466706128,0,0,0,0,0,0,0,0,0,0.028350959857464,0,0,0,0.0109275954848751,0,0,0,0,-0.000269237375652827,0,0,0,-0.0284318601853331,0,0
