,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X600176.SH,X000786.SZ,X600352.SH,X000709.SZ,X600027.SH,X002271.SZ,X000825.SZ,X000553.SZ,X000792.SZ,X600299.SH,X601699.SH,X000408.SZ,X601158.SH,X600219.SH,X600808.SH,X600489.SH,X000883.SZ,X000959.SZ,X000983.SZ,X000630.SZ,X002110.SZ,X000830.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.147128191402824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175101328014026,0.0493031826021185,0,0,0,0,0,0,-3.46944695195361e-18,0.0256125759747499,-6.93889390390723e-18,0,0,0,0,0.0738932591850907,0,0,0,0,0,0,0,0.105063433444835,0,0,0,0,0,0,0,0,0,-0.0104912609606896,0,0,0,0,0,0,0
X600028.SH,0.0406454074871434,0,0.156760558853614,0,0,0,0,0,0,0.0448557351546486,0,0,0.0448635742008895,0.0371112186106936,0,0,0,0,0,0.161318348450589,0,0,0,0.0230381781369032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683486476787385,0,0,-0.0214013483056084,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.301316459674612,0.03146502982811,0,0,0,0,0.0273996243480241,-0.0240335188566125,0,0,0.0130430615230685,0,0,0,0,0,0.0544154725561687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13501082609045,0,0,0,0,0,0,0,0.0700939991524146,0,0,0,0,0,0,-0.00286489896414272,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.397465736976386,-0.0173899021492242,0,0,0,0.161691337201679,0,0,0,0.0204937695925763,0,0,0,-0.00281162013996546,0,0,0,0,0,0.145197815788613,0,0,0,0,0,0,0.0973523726167499,0,-0.0933703790615313,0,0,0,0,0,0,0,0,0,0,0,0.016329843719168,0,0,0,0.032882179999459,-0.0289761849916273,0,0,0,0,0,0
X600585.SH,0,0,0,0.347195416426438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049992685752217,0.263221221927416,0,0,0,0,0,0,-0.0632030606089442,0,0.20359130994934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00105558720139053,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0318445184377389,0,0,0,0,0.179669644433981,0,0,0,0,0,0,0.0626724612523814,0,0,0,0,0,0,0.0515674282620974,0,0,0,0.0333893341588854,0,0,0,0,0.112405652381115,0.0515878448469992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242680577403782,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209170331071017,0,0,0,0,0,0,0,0.0438842825773872,0,0,0,0,0.0394137667103195,0,0,0,0,0.0849636592267558,0,0,0,0,0,0,0.129081915370124,0,0,0.058578356166361,0.0761684408760029,0,0,0.0220876023363672,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601600.SH,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0378878047947905,0,0,0,0,-0.436562524216243,0,0,0,0,0,0,0,0.113128206202121,0,0,0,0,0,0.179864343016311,0,0,-0.135885234329243,0,0.241123701960592,-0.35877965789721,0,0,0,0,0,0,0,0,-0.0585139029565637,0.0967049487350362,0,0,0.234746333910051,-0.347965979220453,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.00907158494442188,0,0,0,0.174468034300962,0,0,0.135372797168701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071245462666283,0,0.20399329125411,0,0,0,0,0,0,0,0.0796461722518279,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.220665534253901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495850983426383,0,0,0,0,0,0,0,0.0917674904704993,0,0,0,0,0,0,0,0,0.520246014706642,0,0,0,0,0,0,0,0,0,0,0.0967364030673422,0,0,0.00753458067759817,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0547432301903674,0,0,0,0,0,0,0,0,0,0,0,0.398099655792971,0,-0.0889774419804847,0,0,0.211934670687442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17543704576416e-05,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01878568433873,0,0.0381928604638811,0,0,0,0,0.162423126253518,-0.0942207884060629,0.18433164913585,0,0.195419992327398,0,0,0,0,0,0,0,0,0,0,0.13937545089397,0,0,0,-0.00886112609270451,0.00712600864331809,0,0,0,0,0,0
X600688.SH,0,0.291881518433239,0,0,0,0.0629708904958703,0,0,0,0,-0.0537760228269554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499604110435295,0,0,0,0,0,0,0,0.0485015603866594,0,0,0,0,0,0,0.0496631030954008,0,0,0,0,0,0,-0.0289402049871224,0.0134842555048923,0,0.0405976927263361,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.207097881571904,0,0,0,0,0,0,0,0,0,0.111590959964948,0,0,0,0,0,0,0,0,0,0,0.273248974149079,0,0.025040415324844,0,0,0,0,0,0,0.123815248504224,0,0,0,0.265498159145049,0,0.0314464179846025,0,0,-0.0305380809271149,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0331722739180821,0,0,0,0,0,0.018460488428577,0,0,0,0.0137195111894973,0,0,0.058391747324306,0,0,0,0.0452302305901734,0,0,0,0,0,0,0,0.0497065521432502,0.0828314524815385,0,0,0,0,0,0.0630911577444317,0,0,0.0807360392921283,0,0,0.00845296219972291,-0.00914240911100469,0,0,0.0128571001137188,0,0,0,0,0,0,0
X300072.SZ,0.142315964580269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189142285050268,0,0,0,0,0,0,0,0.122278626665918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08055247753872,0,0.151636162529751,0,0.0470797773903744,-0.0689742246481119,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.10813249877091,0,0,0,0,0,0,0.253974445940551,0,0,0,0,0,0.188699663391387,0,0,0,0,0,0,0,0,0.056901751396029,0,0.148724536064004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.761025686347771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206632112994566,0,0,0,0,0.0775415420236249,0,0,0,0,0,0,0,0,0.126708038528413,0,0,0,0,0.00236811930689456,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0057843899454275,0,0,0,0,0,0,0,0,0,0.0571654252045584,0.219611938986447,0,0,0,0,0.0886872924159838,0.0644597147346118,0,0,0,0,0,0,0,0,0.0211634819198857,-0.0328186315462334,0,0.0527745723101904,0,0,0,0,0,0,0,0,0,0,-0.0383435072052022,0,0,-0.00247578151337077,2.71050543121376e-20,0,0,0,0,0,0
X600547.SH,0,0.141478801905278,0,0,0,0,0,0,0,0,0,0,0,0.0976286165134145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633212510914248,0,0,0,0,0,0,-0.0271410276262288,0,-0.00750128777957669,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0482661621402205,0,0,0,0,0,0.0747956475274971,0.132628937644285,0,0,0,0,0,0,0,0.0152410119544276,0,0.113989173526453,0,0,0,0.0344921777324215,0,0,0,0,0,0,0,0,0.00473811023488481,0,0,0,0,0,0,-0.0106301835781157,0,0,-1.73472347597681e-18,0,0,0,0,0,0
