,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600309.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000959.SZ,X600339.SH,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600098.SH,X600352.SH,X000883.SZ,X000630.SZ,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X000983.SZ,X600021.SH,X002092.SZ,X002470.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.386824688853489,0,0,0.0643270936874575,0,0,0,0,0,0.00587012294107362,0,0,0,0,0,0,0,0.0332804797273435,0,0,0,0,0,0,0.068134051893953,0,0,0,0,0,0,0.0244266679978063,0,0,0,0,0,0,0,0.0798556110440066,0,0,0,0,0,0,0,0,0,0,-0.00336198190631307,0,0,0,0,0,0
X600028.SH,0.649367546914803,0,0,0,0,0,0.160589032288187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184971349739358,0,0,-0.00102013930014164,0,0,0,0,0,0,0,0,0,0,-0.0191685772653606,0,0,0,0,0,0,0,0,0,0.0243570836922283,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-5.42101086242752e-20,0.115651271835733,0,0.00557033668450065,0,0,0,0,0,0,0,0,0,0.0803096206248816,0,0,0,0,0,0.10090335832615,0,0,0,0,0,0.0228771769314886,0,0,0,0,0,0,0.0726906831240736,0,-0.0783961234959154,0,0,0,0,0.0324759145850447,0,0,0.11808198641314,0,-0.0220232437132501,0.0127829115565369,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0398706663871312,0,0.31648189611863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359887708211537,0,0,0,0,0,0,0,0,0,-0.0104273752188563,0,0,-0.0618609977400856,0,0,0,0,0,0,0.0555018808301802,0,0,0,0,-0.0204087591725322,0.0292317566746919,0,0,0,0,0,0
X600019.SH,0,0,0.211345175745109,0,0,0,0,0,0,-0.0542960013909537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117907206130166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164072138683915,0,0,0.0233196532297949,0,0.00363067969317166,-0.0462810865695032,0.0524328250578768,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0940654045634058,0,0,0,0,0,0.014143559929977,0,0,0.0103039666444293,0.0485914197828104,0,0,0,0,0.212647594143974,0,0,0,0.0455451657690726,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0813765948535138,0,0,0.0918874287276656,0,0,0,0,0,0,-0.0166230090769088,0,0,0,0,0,0,0
X600585.SH,0,0.101051575465804,0,0,0.0531690317648767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516828191963124,0.102966587597183,0,0,-0.0431050875675858,0,0.143997618800645,0,0,0,0,0,0.00787088515863568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384571880463148,0,-0.150062413059452,0,0.00237186590446848,0,0,0,0,0,0
X601898.SH,0,0,0.231902725933815,0,0,0,0,0,0,0,0,0,0.000624787678985703,-0.10838879561993,0.160778514518749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116022353749631,0,0.0398229330897788,0,0.0505948390303981,0.128051799185443,-0.0398911422232211,-0.00704599786356522,-0.00503728677862203,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0194565438776325,0,0,0,0,-0.0132433197329355,0,0,0,0,0,0,0,0,0,0,0,0,0.0168716138723812,0,0,0,0.00314427940741918,0,0,0,0,0,0.418826595840876,0,0,0,0,0,0.046211449423644,0,0,0,0,0,0,0.032120254594974,0.0813027036874745,0.00133272176833976,0,0,0.0076591913669518,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764015829075186,0,0,0,1.01455241739754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382811634661602,0,0.0427926999643653,0,0,0,0,-0.0526553118059346,0.0306938048141995,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.105109700842551,0,0,0,0,0,0.0723800659715834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165368901740234,0,0,0,0,0,0,0.0404299917000801,0,0.264490082508289,0,0,-0.0611892858392526,0.0599939207473838,0,0,0,0,0,0
X600795.SH,0,0,0,0.265980051679158,-0.0429214853255806,0,0,0,0,0,0.0257409841278506,0,0,0,0,0,-0.0562948617157477,0,0,0.0505520026564361,0,0.0153365359105894,0,0.0386224550928145,0,0,0,0,0,0,0,0,0,0,0,0.0923107697730909,0,0,0,0,0.0456048709015859,0,0,0,0,0.0823632650667064,0,0,0,0,-0.00525633128401696,0.00602367442015798,0.0758081816852537,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.206169358091173,0,0,0.233058299172293,0,0,0.0485730043871251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184920453305818,0.128992066338463,0,0,0,0,0,0,0.321568687005269,0.17428155389213,0.0897597959438096,0,0,0,-0.22180755776925,0,0,0,0.0565637101314165,0,0.0401486800153101,-0.0383895826729458,0.00664661644144917,0,0,0,0,0
X300072.SZ,0,0,0,0,0.0329839178992402,0,0,0,0,-0.0429095353941659,-0.0153115886790928,0,0.164808228312335,0,0,0,0,0,0,0,0,0,0,-0.0328688941027315,0,0,0.0822110300438924,0,0,0,0,0.0691496647569036,0,-8.67361737988404e-19,0,0.125552168357948,0,0,0,0,0.0876014982472248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
