,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600801.SH,X600027.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X002460.SZ,X000709.SZ,X600612.SH,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X601158.SH,X600426.SH,X002353.SZ,X600219.SH,X601699.SH,X000630.SZ,X600583.SH,X600021.SH,X000553.SZ,X600985.SH,X600578.SH,X000825.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069889606555233,0,0,0,0,0,0,0,0,0,0.0254103181107661,0,0,0,0,0.0387147286034452,0,0.0519854872326017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0159012397771529,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0173526478737029,0,-0.0149097469739067,0,0,0,0,0,0,0,0,0,0,0.0780949839143335,0.0311428867681402,0,0,0,0,0,0,0,0,0,0.0142994022498465,0.0191525972684391,0,0,0,0,0.0570532134485527,0,0,0,0,0.0199339756875598,0,0,0,0,0,0.0396445691672229,0,0,0,0,0,-0.0236576252255221,0.0277175766684437,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856283067097482,0.0719352241364364,0,0,0,0.0068673730042888,0,0,0,0,0,0,0,0.0563572031699841,0,0,0,0.0217333770746656,0,0,0,0,0,0,0,0,0,0,0.0252494350226261,0,0,0,0,0,0,0.0358434200098912,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161249502340352,0,0.436409359196412,0,0.0566277114886003,0,0,0.175195648552149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134294919017581,0,0,0,0,-0.00820494256146456,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0111297369703361,0,0,0,0,0,0,0,0,0,0.253045816155401,0,0.0324035463654128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344506263487593,0,0,0,0,0,0.146608759826377,0,0,0,0,0,0,0.00448462486336161,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0445966941408054,0.0774554124342018,0.0385862252387542,0,0,0.0081789392316256,0,0,0,0,0,0.171630492714189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151940874744295,0,0,0,0,0,0,0.0613818428461403,0,0,0,0,0,0,0,0,0,0,0.0128631398138134,0,0,0,0.0290613374466716,0,0
X600547.SH,0,0,0,0,0,0,0,0.101847544383744,0,0,0,0,0,0,0,0,0,0,-0.135333646849396,0,0,0,0.0703072853713612,0.89967238279513,0,-0.103825299988061,0,0,0,0,0,0,0,-0.0789902951757561,0,0,0,0,0,0,0,0,0,0,0,0.142176438104951,0,0,0,0,0,-0.00312455773414088,0.00394561205350333,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.145767777436273,0,0.0991243322578159,0,0,0,0,0,0,0,-0.0315438699609924,-0.0614813388118907,0.0743439243447742,0.649504217997295,0,0,0,-0.0677584153734314,0,0,0,0,0,0,0,0,0.0124982250047748,0.0381340525673257,0,0,0,0,0,0,0,0,0,-0.154264294386933,0,0,0,0,0.0689060968769687,-0.0155834105766419,0,0,0,0,0.0496939875619951,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.271376767230881,0,0,0,0,0,0,0,0,0.0434830626974334,0.099468639432799,0,0,0.100920606719156,0,0,0,0,0,0.137227814634038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173199539130516,0,0,0,0,0.0109230643013725,-0.00960204509124806,0,0,0,0.060773014356992,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.148969294230747,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0142254416479533,0,0,0.0427313147201331,0,0,0,0,0,0.136241137294461,0,0,0,0,0.00320952093093045,0.0507225411705515,0,0,0,0.177174942905877,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328543801634125,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0287106856481318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910739172251915,0,0,0.0209147127803099,0,0,0,0.204797479224603,0,0,0,0,0,0,0,0,0,0.0305285545393304,0,0,0,0,0,0.0786389300479724,0,0,0,0,0,-0.0144909142807382,-0.00923332229037015,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116247440280516,0,0,0,0.0187622113073945,-0.00769593683678175,0,0,0,0,0.052712081374681,0,-8.67361737988404e-19,0,0,0.0359116768958342,0.00529011341117331,0.0115708776430779,0,0,0,0.00354747300022212,0,0,0,0,0,0,0,0,0.0362850488992131,0,0,0.0210882585589,0.016538370802699,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0188601604892406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367699722170143,-0.0414550219251241,0,0,0,0,0,0.108664365202007,0,0,0,0,0.0862326484865902,0,0,0,0,0,0,0,0,0.00545338165682972,0,0,0,0,0,0.0800866877331097,0.062118155940771,0,0,0,0,0.00635200913102744,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.00475740308332967,0,0,0,0,0,0,0,0,0.0492033189625208,0.0204436615359537,0,0,0,0.0455064046456873,0,0.0973035432223448,0,0,0,0.111110067951006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171972543645206,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.250376215652978,0.22323567694702,0,0,0,0,0,0,0,0,0,0.0290956160970298,0,0,0.0730693025666594,0.0759019514056705,0,0,0,0,0,0,0,0,0.0543789497853335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227860692019858,0.00646992872567746,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600112967411288,0.0186511413564613,0,0,0,0.0197574380360897,0,0,0,0,0,0,0,0.130839608275168,0,0.0287406823918879,0,0.0334806351304332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268513330024447,0,-0.0262241425855505,0,0,-0.00532579866548536,0,0,0,0,0.0680628236413833,0,0,0.130569386433385,0,0.0534508897127469,0,0,0,0,0,0,0,0,0,0,0,0.0792366069358354,0,0,0,0,0,0,0.0328562351804529,0.00852146726157098,0,0,0,0,0,0
