,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600886.SH,X002466.SZ,X600547.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X000786.SZ,X601991.SH,X002271.SZ,X600489.SH,X600985.SH,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600612.SH,X600348.SH,X300037.SZ,X600219.SH,X601168.SH,X002128.SZ,X600157.SH,X002353.SZ,X600096.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.342952895138154,0.274956209084446,0,0,0,0,0,0,0,0,0,0.10734477483959,0,0,0,0.0956085683689229,0,0,0,0,0,0,0,0,0,0,0.0419793655163043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105872092510539,0,0,0,-0.0090454046482815,0.00944021490609109,0,0,0,0.0580523410545726,0,0
X601088.SH,0.00177550332142892,0,0.157041077247843,0,0.224429737508709,0,0,0,0,0,0,-0.0109632256291098,0,0,-0.117939914244978,0,0,0,0.0142321770166735,0,0,-0.00321569712909283,0,0,0,0,0,0,0,0,0,0,0.144485708502161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982105042768414,0.0115814314046163,0,0,0,0.0821994396895059,0,0
X600028.SH,0.525457326672749,0,0,0,0,0,0,0,0,0,0,0,0.00752242498635476,0,-1.73472347597681e-18,0,0.0513528322592734,0.172814701479324,0,0,0,0,0,0,0.0401587593571908,0,0,0,0,0,0.026838816614348,0.0279608892552858,0,-0.0590596159438188,0,0,0,0,0,0,0,-0.0477248827938586,0,0,0,0,0,0,0,0,0,-0.0211326343465412,0.0134297535333235,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0748502517823941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156553443076452,0.160293739563381,0,0,0,0,0.149151996213423,0,0,0,0,0,0,0,0,0.0691632628004883,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00710721318878183,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0845811535071914,0,0,0,0,0,0,0,0,0,0,0,0,0.336318618815536,0,0,0,0,0,0,0,0,0.0296952720047281,0,0,0,0,0.107081703544222,0,0,0,0,0,0,0,0,0.0590472755766725,-0.0117532907469186,0,0,0,0,0,0,0,0,-0.0131126430333185,8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0.0230136842147815,0,0,0,0.316613044917827,0,0,0,0,0,0,0,0,0,0,0,0.0742124770148327,0,0.0760649527897656,0,0,0,0,0.0863016961790073,0,0,0,0,0.0667116070176149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867333092895008,-0.000125820296762189,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0199700755424823,-0.0384177514288828,0,0,0,0,0,0,0,0,0,0,0,0,0.381597308513579,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217813710431243,0,0,0,0,0.00575904486704654,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0151272561865285,0,0,0,0,0,0,0.0312794747577129,0,0,0,0,0,0,0,0,0,0,0,-0.0772182012808599,0,0.031301494958832,0,0,0,0,0,0,0.322052974470809,0,0,0,0,0.169378567740499,0,0,0,0,0,0,0.00421845391433777,0,0,0,0,-0.0677584702112948,0,0
X600585.SH,0,0,0,0.158212790918249,0,0,0,0,0,0,0,0,0,0,0.0442253548951017,0,0,0,0,0,0,0,0,0.0613463643942995,0,0,0.174010488849616,3.46944695195361e-18,0.0864267823991735,0,0.14740025740773,-0.119433323555664,0,0,0,0,0,0.0393964314181329,0.0588904277209057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486981577866846,0,0,0,0.0188168084888569,0,0
X600660.SH,0,0,0.109394979795283,0,0,0,0,0,0,0,0,0,0.0448084840619396,0,0,0,0,0,0,0,0,0,0,0,0.0298484624588029,0,0,0,0,0,0,0,-0.106282666156672,0.043241298236227,0,0,-0.0471995132742951,0,0,0,0.0778877799013905,0,0,0,0,0,0,0.00241257227068971,0,0,0,-0.00122624536374547,-0.00398250366090578,0,0,0,0.0241224442005551,0,0
X600886.SH,0,0.12760154948586,0,0,0,0,0.0465415750756185,0,0,0.0547386664477151,0,0,0,0,0,0,0.362316969314711,0,0,0,-0.202130850940399,0,0,0,0,0,0,0,-0.0209255130851479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137261362586761,-0.00353581943830734,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0895825550016736,0,0.696251959810694,0,0,0,0,0.0692766726916045,0,0,0,0,0,0,0,0,0,0,0.0423657480969799,0,0,0,0,0,0,0,0,0,0,0,0.0151179859885755,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0135198216422709,0,0,0,0,0,0
X600547.SH,0.0786026377946085,0,0,0,0.000112461842194636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118259543646419,0,0,0,0,0,0,0,0.515513084783241,0,0,0,0,0.0325902884298543,0,0,0,0,0,0,0,0,0,0,0.0585455499558802,0,0,-0.0543063543930027,-0.00198086960103444,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224197299728314,0,0,0.0441067481905346,0,0,0,0,0.0715769705814095,0.171211461315262,0.144130320254091,0,0,0,0,0.0841309753900409,0,0.246241103029198,0,0,0,0,0,0,-0.0392388240986015,0.0330585521203698,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.62956285473966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936611848107536,0,0,0.0510892848423528,0,-0.144963092175641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381173844975082,-0.000195576515283603,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.170835194310916,0,0,0,0,0,0,0,0,0,0.313844914183655,0,0,0,0,0,0,0,0,0.128442778869369,0,0,0,0,0,0,0,0,0.124564486536882,0,0,0,0,0,0,0,0,0,0,0,0.012018955038687,-0.0165495671384518,0,0,0,0,0,0
X600795.SH,0.00542663870568209,0,0,0,0.112343583581919,0.0396393742835738,0,0,0,0,0.329665627925372,0,0,0,0,0,0,0,0.00431556207444078,0,0,0,0,0,0.135409642520587,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0421043628283122,0,3.46944695195361e-18,0.197073907218431,0,0,0,0,0,0,0,0,0,0,-0.00182843750069122,-0.00158134690036347,0,0,0,0.0404949415225485,0,0
X000708.SZ,0.0307044134683999,0,0,0,0,0,0.110563708665899,0.0130597729549187,0,0,0,-0.0715839945773835,0,0,0,0,0,0,0,0.0911737029688001,0,0,0,0,0,0,0,0,0,0.208494624971227,0,0,0,0,0,0.127413213914007,0,0,0,0.0468486623609912,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0161244230390157,-0.107098664442597,0,0,0,0,0
X601699.SH,0,0.15176461256864,0,0,0.375007138027696,0,0,0,0,0,0,0,0,0,0,0,0.0331409280358286,0,0,0,0,0,0,0.0458043555123398,0,0,0,0,0,0,0,0,0.306995372912492,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.187086543597196,0,0,0,-0.00532043371123077,0,0,0,0.0557010627159215,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0960083576388376,0,0,0,0,0,0,0,0,0.225984573450296,0,0,0,0,0,0,0.00234991729065855,0,0,0,0.0893238030344619,0,0,0,0,0.0370530412510477,0,0,0,0,0,0.111860519712788,0,0,0,0,0.121127771470312,-4.33680868994202e-19,0,0,0.0181408390119183,-0.00425460993330415,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142360824264794,0,0,0,0,0.0702658079889475,0,0.276155458300291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965308710937823,0.163127098926059,0,0,0,0,0,0,0,0,0,0,0.0263815071503262,-0.0117667037226404,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,-0.0113070494841397,0,0,0,0.27064941879312,0,0,0,0,0,0,0,0,0.0967483142952674,0,0,0,0,0,0,0,0,0,0,0,0.0466090073436511,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.18115806553894,0.195862433336344,0,0,0.0137174002923278,-0.0224878670787873,0,0,0,0.0423933066460684,0,0
X600362.SH,0,0,0,0.0206903311805194,0.140774325079276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119801677414667,0.0377283073233151,0,0,0,0.228967239139062,0.0828470568792698,0,0,0,0,0,0,0.058514802894918,0,0,0,0,0,0,0,0,0.000640689352156727,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00368047871438027,0,0,-0.0305904169569161,0,0,0,0.439849066424714,0,0,0,0,0,0,0,0,0,0.145988775938557,0,0,0,0,0,0,0,0,0,0,0,0,0.192203284470312,0,0,0,0,0,0,0,0,0,0.0137061990615367,-0.00523385697971905,0,0,0,0.0469835990197632,0,0
X600027.SH,0,0,0,0,-0.0212200442356767,0,0.480926290171837,0,0,0.0783504661249325,0,-0.008315815770023,0,0,0,0,0,0,-0.115272527678588,0,0.0347415611101467,0,0,0,0,-0.080821588078228,0,0,0,0.270267986523593,-0.159424500001969,0,0,0,0,0,0,0,0,0.0263733418758747,0,0,0,0,0,0,0,0,0,0,0,-0.0145824035652764,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717059132939226,0,0,0,-0.0335925381118955,0,0,0,0.00201930272203759,0,0,0.108460297986111,0,0,0,0,0,0,0,0.0687556976616654,0,0,0,0,0.0289818151163132,0,0,0,-2.71050543121376e-20,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0.272949059069817,0,-0.362672546202434,0,0,0,0.0427176980571542,0,0,0,0,0,0,0,0,0.0740759113863185,0,0,0,0,0.0634556241963339,0,0,-0.142960246109093,0,0,0,0,0,0.292869284627029,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331084318381463,0.0155503906990132,-0.0296200804477558,0,0,0,-0.0462876325368914,0,0
X600426.SH,0,0,0,0.33028766667467,0.0955332611212974,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216518380239211,0,0,0,0.191354039256328,0,0.192297423847062,0,0,0,0,0,0,0,0,0,0,0,0,0.0211164264244659,0.0168740261083293,0,0,0,0,-0.086338881131147,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.267527389298157,0,0,0,0,-0.0250997635530301,0,0,0,0,0,0,0,0,0,0.190928808335638,0,0,0,0,0,0,0.129145461843648,0,-0.352318896057821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041483007302027,0,0,0,0.00223124961982289,0,0,0,0,0.0445906305436987,0,0
X601991.SH,0,0,0,0,0,0,0.0581119654780265,0,0,0,0,0,0,0.0289922917770203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036943367953784,0,0,0,0,0,0,0,0,0.12445568257184,0,0.0657882373055093,0.0152205251840294,0,0,0,0,0.0237245412392469,0,0.1187778277817,0.00554281578474418,0.247602768844522,-0.130967290076935,-0.00645592894916007,-0.00140168551824725,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.193687457479278,0,0,0,0,0.0261888929210768,0,0.47148504705807,0,0,0,0,0,0,0,0,-0.0610408688103642,0,0,0,0,0,0,0,-0.0998933039989958,0,0,0,0.0413036584671773,0,0,0,0,0,0.15956088247911,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0208264593631571,0,0,0,-0.0996339175680633,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0.0575861790327494,0.566916396235635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0208481169682121,0,0,0.0145256554553277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0031915776241311,-0.00546325928295674,0,0,0,-0.0365985274784177,0,0
X600985.SH,0,0,0,0,0.224411222535746,0,0,0,0,0,0,0,0,0,-0.0640292517916623,0,0,0,0.490904152946678,0,0,0,0,0,0,-0.0539621016913412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00764937309851844,0,0,0,0,-0.148592556919316,0,0,0.0625393613075976,0,0,0,0,0,0.029295347401265,0,0
X600160.SH,0,0,0,0.0734060601336401,0,0,-0.0245149446200945,0,0,0,0,0,0,-1.0842021724855e-19,0,0.159763810875947,0,0,0,0,0.150811914019023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252213091089828,0,0,0,0.148215323442355,0,0.0375124871046015,0,-0.068223062860205,-0.0210312255100259,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10854311845711,0.194228381362145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235968466729181,0,0,0,0,0,0,0,0,0,-0.0146769344441248,0,0.0899425978449358,0,0,0,0,0,0,0,0,0,-0.00546737283262124,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175777381130763,0,0,0,0,0,0,0,0.234994506402967,0,0,0,0,0,0.0189896410949764,0,0,0,0.0886855208959554,0,0.116751756921083,0,0,0.220703559482627,0.0177911802945185,0,0,0,0.0047833540068874,0,0,0,0,0,0,0.0306540833663848,0,0,-0.00582452614674342,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,-0.0447106767249918,0,0,0,0,0,0,0,0,0.453477322296945,0,0,0,0,-0.12182978933298,0,0,0,0,-0.066072562381078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180893582139757,0.0825065948443312,0,0,0,0,0,0,0,0,0,-0.0191350926034561,0,-0.148601622373608,-0.00715888797742824,-0.00709371580356127,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0406203082498975,0,0.158113235894122,0,0,0,0,0,0,0,0,0,0.172911199330581,0,0,0,0.00305337611453717,0,0,0,0,0,0,0,0,0.583220235752187,0,0,0,0,0,0,0,0.0160718619483181,0,0,0,0,0,0,0,0.0184360593327635,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.440435722795329,0,0,-0.0037668599586938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17517068143248,0.0172461444638643,0,0.141045415569743,0,0.00850036482131297,0,0,0,0.0323196156833519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140206584782774,0,0,0.179495219043941,0,0
X000932.SZ,0,0,0,0,0.0835242184962314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169851486456871,0,0.293891805659396,0,0,0,0,0,0,0,0,0,0,0.128782025155485,0,0,0,0,0,0,0,0,0,0,-0.0213648277102093,0.0268975903967337,0.164857738083518,0,0,0,0,0
X600612.SH,0,0,0,0,0.0697389153764831,0,0,-0.0830408950357668,0,0,0,0,0,0,-0.0753792509882667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368735507935063,0,0,0,0,0,0.0688401802747888,0,0,0.0893495067866589,0,0,0,0,0.193243220987413,0,0,0,-0.022293419743143,-0.00706932577517151,0,0,0,0.0475932543562037,0,0
X600348.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0147380570409433,0,0,0,0,0.138835716199281,0,0,0,0,0.0728107214736535,0,0,0,0,0,0,0,0,0.0739304260369799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593358681544192,0,0,0,-0.0113626791332812,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,-0.0809144865497192,0,0,0,0,0,0,0.206307952686878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039164993554014,0,0,0.0258264162518679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017906824510546,-0.0182845592956322,0,0,0,0,0,0
X600219.SH,0,0,0,0.00627726239889247,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-1.73472347597681e-18,0.175191422198855,0,0,0,0,0,0,0.114468538691007,0.105586819435565,0,0,0.0432474690280475,0,0.141565911559874,0,0,0,0.0077648684956735,0,0.0340237125725118,0,0,0,0,0,0,0,0,0,-0.00310995423499018,0.00658915727289641,0,0,0,0,0,0
X601168.SH,0,0,0,0,0.13821516319785,0,0,0.158790072178281,0,0,0,-0.026493839585069,0,0.161273397410158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557633553921683,0,0,0,0,0.136165559692844,0,0,0,0,0,0,0,0,0,0,0,0,-0.174534348408128,-0.0242145260778816,0.00950917113223532,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0.0360465920898956,0.176532655722043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662777174000072,0,0,0,0,0.1657231057554,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.045645571349695,0,0,0,0,0,0,0,0,-0.0293728012446963,-0.000519667019929788,-0.00574766947000022,0,0,0,0,0,0
