,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600188.SH,X601158.SH,X000792.SZ,X600160.SH,X600583.SH,X600623.SH,X000027.SZ,X600352.SH,X600660.SH,X000539.SZ,X600309.SH,X002466.SZ,X000709.SZ,X000629.SZ,X000898.SZ,X000630.SZ,X600098.SH,X000060.SZ,X000883.SZ,X002470.SZ,X600021.SH,X000012.SZ,X600547.SH,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.510936244333434,0,0,0,0,0,0,0,0,0.0550902550801852,0,0,0,0,0,0,0.0250726543213371,0,-4.33680868994202e-19,0,0,-4.33680868994202e-19,0.0627246676724625,0,0,0,0,0,0,0,0.0568756344157271,0,0,0,0,0.00471005292301556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460382129925209,0,0,0,0,0
X600028.SH,0.233376212611148,0,0,0,0,0,0.0617736198396579,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0948478777620539,0,0,0,0.183736125956866,0,0,0,0,0,0,0,0,0.0474033792278172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109154063545922,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.295076598619693,0,0,0,0,0,0,0,0,0,0,0,0.117127473302432,0,0,0,0,0,0,0,0,0,0,0,0.022236618943447,0,0,0,0,0.024003612595454,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.00572202921056041,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118234404322972,0,0,0,0,0,0.115443414260567,0,-5.42101086242752e-20,0.0806374254881441,0,0,0,0,0,0,0,0,0,0,0,0,0.0204014738807115,0.0230680744718512,0,0,0,0.0595491406800826,0,0,0,0,0,0,0,0,0,0.00209471013511715,0.0155489436605677,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0266760506238151,0,0,0,0.0277499245515471,0,0.261445710218843,0,0,0.0783927852490811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158224437581387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.16623731106849,0,0.0304798258366458,0,0,0,0,0,0,0,0,0,0,0,0.163720982953086,0,0,0,0,0.0661469914040277,0,0,0,0,0,0.00151674915517556,0,0,0,0,0,0,0,5.42101086242752e-20,0.0189136907396399,0,0,0,0,0,0
X600585.SH,0,0.112083499108732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156155620576762,0,0.110562475633271,0,0,0.0111644633971697,0.237527964212144,0,0,0.0192772843838261,0,0,0,0.037101657987605,0,0,0,0,0,0.028644377376688,0,0,0,0,0,0,0,0,0,0,0.011160687770257,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.107819230923244,0,0,0,0,0.0128549316781465,0.0460329858431313,0.0197067051044952,0,0.192357502408593,0,0.0106110909882015,0.00967090923458468,0,0,0.0629964713036587,0,0,0,0,0,0.204052612649837,0,0,0,0.040495810986054,0.0178545218835153,0,0,0,0.045676862532239,0,0,0,0,0,0,0,0,0,-0.00383152011382506,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0474823315259418,0,0,0,0.0227197566121454,0,0.0433264569357282,0.00866361192247552,0,0,0,0.083166794306257,0,0.0499442835994688,0,0.0101571048119036,0.03449149171021,0,0,0,0,0,0,0,0,0,0,0,0,0.0656366572725387,0.0209726567153212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00403029798426308,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0743080226757257,0,0,0,0.186274699785964,0.0577991550292048,0,0,0,0.140630775026485,0,0,0,0,0,0,0,0,0,0,0,0.10459418866457,0,0,0,0,0.154446010331241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401168946646193,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249901982645854,0,0,0,0.0157165021554349,0.0514637655918449,0.00523347572129009,0.00489207354921054,0,0,0.0878792766403498,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.161369756095195,0.179574197114439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.00761158016758114,0,0,0.033220724498747,0,0,0,0,0,0,0,0,0.238007990288969,0,0.036746662085423,0.0147424621674272,0,0,0,0,0,0,0.0742287163787597,0,0,0,0,0,0,0.0472790773744638,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141937607677534,0,0.020152092339824,0,0.0394130818537633,0.00588135875792795,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0800000349297195,0,0,0,0.0703570854023789,0.0496369221921163,0,0,0,0,0,0,0,0,0,0,0.00797728575108929,0,0,0,0,0,0
