,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X600362.SH,X002466.SZ,X002460.SZ,X600027.SH,X000708.SZ,X600010.SH,X600111.SH,X000301.SZ,X601699.SH,X600489.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X600426.SH,X000933.SZ,X000630.SZ,X600985.SH,X000807.SZ,X000408.SZ,X000786.SZ,X601168.SH,X600612.SH,X600176.SH,X600219.SH,X002128.SZ,X002271.SZ,X000932.SZ,X000883.SZ,X600096.SH,X600348.SH,X000027.SZ,X601666.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X000708.SZ,0,0,0,0,0,0,0,0,0.0512957980882397,0.0246001237499279,0,0,0,0.0253937772650005,0,0,-0.103473917148172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102283737154984,0,0,0,0.00124176078034939,0,0,0,0,0.114432365310356,0,0,0,0,0,0,0,0,0.0439603157998734,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260807029338768,0,-0.0246296989696368,0,0,0.0134348298292498,0,0,0,0,-0.0404000414046213,-0.0285990294654896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-1.0842021724855e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698023444606968,0.0469953949932349,0,0,0.499815482157599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108206900323997,0,0,0,0,0,0,0.111654528648631,0,0,0,0,0,0,0.10686944176455,0,0,-0.0399885148239512,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744755748263875,0,0,0,0,0,0,0,0.0415332083568546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129519966918948,0.109987167262637,0,0.12728193319783,0,0,0,0,0,-0.0185724871238894,0,0,0,0,0,0,0
X601699.SH,0,0,0,-0.014064330214043,0.187503365239452,0.352749143457415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701814388624328,-0.0604588440276682,0,-0.0692681383583571,0,0,1.73472347597681e-18,0,0,0,0,0,0.0653578390324721,0,-0.0580589725659794,0,0,0,0,0,0,0,0,0.314343579602946,0,0,-0.0743872000178606,0.0286639258065075,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.56449322783363,0.0882155063096254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118688519097379,0,0,0.109919490324079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000983.SZ,0.188275410269724,0.235658878905785,0,0,0.0503638329584333,0.0108343913425644,0,0,0,0,0,0,0,0,0,0,-0.0423366814429394,0,0,0,0,0,0,0.165011524350393,0,0,0,0,0,0,-0.0397240509956328,0,0,0.251925131713881,0,-0.0265828304391404,0,0,0,0,0,0,0,0,0,0,0,0,0.0784129531267128,0,0,0,0,0,0,0,0,0,0
X600160.SH,0,0,0,0.262408322118936,0,0,0,0,0,0,0,0,0.0767460862905373,0,0,0,-0.15910258367776,0,0,0,0,0,0,0.027038531244501,0.0499863815815336,0,0,0.104479144650223,0,0,0,-0.356877769273066,1.73472347597681e-18,0,0,0,0,-0.136652712855902,0,0,0,0,0,0.451472124260691,0,0.512499790734381,0,0,0,0,0,0,0,0,0,0,0,0,0
X600803.SH,0.0737331006667241,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0298105905769264,0.14667544415502,0.0943952094685421,0,0,0,0,0,0,0.0310683276447369,0,0,0,0,0,0,0,0,0,0,0.085221531218739,0,0,0,0,0,0.038021975752019,0,0,0,0.0608659131393128,0,0,0,0,0.112230512043725,0,0,0,0,0,0
X000877.SZ,-0.0445961651469619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402560912055488,0.0417944581339947,0,0.0723851062692882,0,0,0,0,0,0,0,0,-0.132275352658832,0,0,0,0.0454941262934164,0,0,0.0806567327735345,0,0,0,0,0,0.0274584819976799,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0199923724718893,0.0523335166377109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106970759502442,0,0.0179843216943024,0,0,0,0,0,0,0,0,0,0.374578576715601,0,0.223086366881709,0.115006014767048,0,0,0,0.0377416116169194,0,0,0,0,0,0,0
X600426.SH,0,0,0.0756081404452661,0.34676781049744,0.0526153742548339,0,0,0,0,0,0,0.1283335383551,0,0,0,0,0,0.0362529521146931,0,0,0,0,0,0.106800540847289,0.0233220673883169,0,0,0,0,0,0,0,-0.0702890233357384,0,0,0,0.031845544634095,0,0,0.45857195430182,0,0,0,-0.0544556614069923,0,0,0,0,0,0,0,0,0.0385330597154692,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0.121028105093502,0,0,0,0,0,0,0,0,-0.0561701818868372,0,0,0,0,0,0.0694872946827721,0,0,0,0,0,0.162703447451897,0,0,0,0.0796827224725103,0.13476285775873,0,0,0,0,0,0,0.0858057403624789,0,0,0,0.0127082535410822,0,0,-6.93889390390723e-18,0.294849363811466,0,0,0.00243412313907464,-0.00429406031334951,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0.0108815729011326,0,0,0,0.013714723817769,0,0,0,0,0,0.430817903225915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297846960172227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154283386608471,0,0,0,0,0,0
X600985.SH,0,0.123941077734639,0,0,0.0128293871738867,0.093725040490417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247055382270047,-0.0147976108507362,0,0,0,0,0,0,0,0,0,0,0.0422067105280192,0,0,0,0,0,0,0,0,0,0,0.28170979218129,0.0296608957855269,0,-0.0264402247819477,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0.344126782315554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572176990482705,0,0.189580697202511,0,0,0,0,0,0.0848902244732151,0,0,0.294238947348616,0,0.0870539007143636,0,0,0,0,0,0,0.0129269455710985,0,0.0120558407635068,0,0,0,0,0,0,0
X000408.SZ,0.0888701036035285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256796027871735,0.196512177125345,0,-0.137793862904883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337898994131114,0,0,0,0,0,0,0,0.331962868995295,0,0,0,0,0,0.00923780105487094,6.93889390390723e-18,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.233290809508278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085011969326781,0,0,0.214870023602423,0,0,0,0.0556727700685305,0,0,0,0,-0.0351677067087651,0,0.0902128284645243,0,0,0,0.0917274824817142,0,0,0,0,0,0.152543969354607,0,-0.0699435913340114,0,0,0,0,0,0,0
X601168.SH,0,0,0.213885779304352,0,0.17468392641763,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278385702840122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633173545822848,0,0,0.0527296202668281,0,0,0.0106913649536212,0,0,0.104277757959555,0,0,0,0,0,0,0,0.0874262161962472,0,0,0,0,0,0,0,0,0
X600612.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137539277633765,0,0,0,0,0,0,0,0.0837152091852769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256034498610204,0.282871839488902,0,0.0815344036062139,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168460467610605,0,0,0,0.227173185953452,0,0,0,0,0,0,0,0,0.128710281644216,0.0548997943720171,0,0,0,0,0.117867732708598,0,0.0177811671018431,0,0,0,0.224066408681345,0,0,0,0,0,0,0,0,-0.0123328713409428,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124168117190457,0.0812751762231418,0,0,0,0,0.0166622900806188,0,0,0,0,0,0,0,0.0553194102723197,0,0,0,0,0.278233879856388,0.0158327951356039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196446238150864,-0.0211252314762423,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0.0935436967795584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732276952837846,0,0,0,0,0,0,0,0.0903636193887752,0,0,0.00174500149304751,0,0,0.177593574775941,0,0,0,0,0,0.035233059195248,0,0,0,0,0.0586526093550094,0.0189779154448628,0,0.000308903503126472,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0641930684081568,0,0,-0.00534001947427208,0,0,0,0,0,0,0,0.129880643487963,0.0520863949149261,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0415536226837078,0,0,0,-0.0532328459335918,0,0,0,0.190146189552751,0,0.120290820375395,0,-0.0722577287049969,0.395156420249677,0,0,0,0,0,0.0615556439711438,0,0,0,0,0,-0.057610914383466,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0.162035806281459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190444202290034,0,0,0,0,0,0.0755481838772099,0,0,0,0,0,0.109326523952769,0,0,0,0,0,0,0,0,0,0.0321835939326337,0.00676021377279499,0,0,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095449032738947,0,0,0,0.0878028843477761,0,0,0,0,0.104364634938887,0,0,0.112693910304145,0,0,0,0,0,0.0946807539305504,0,0.117253915904636,0,0,0,0.181013253905531,0,0,0,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178899033173872,0,0,0,0,0.141248282082068,0,0,0,0,0.177151526914865,0,0,0,0.19119385058882,0,0.0677451004652017,0,0.146721459288714,0,0,0,0.061807132429456,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0437832250682457,0,0,0,0,0,0
X600348.SH,0,0,0,0,0.108985719833493,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138397025023403,0,0.237875414887731,0,0.0477700299323769,0.0344825056745991,0.0285983973527949,0,0,0,0,0,0.121160962938245,0,0,0.110658990527017,0,0,0,0,0,0,0.0336687875882664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,-0.0031514723899968,0,0,0,0.0820832902746005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489972439252879,0,0,0,0,0,0.22084467606827,0,0,0,-0.0473139930730035,0,0,0,0,0,0,0,0,0.0122641821716187,0,0.323733025170299,0,0,0,0,0.0309913472479487,0,0.00323337628315713,0,0,0,0,0,0,0
X601666.SH,0,0,0,0,0,0,0,0,-0.036214487007258,0,0,0,0,0,0,0,-0.0288117225505232,-8.67361737988404e-19,0,0,0,0,0,0.218375581345331,0,0.0760113691569179,0,0,0,0,0,0,0,0.323354429286371,0.0114966739456733,0,0,0.00424495143363628,0,0,0,0,0,0,0,0,0.337394141624203,0,0,0,0,-0.0460891214507475,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0.157985975256074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960016321121497,0,0,0,0,0.0490180509587866,0.297819660857269,0,0,0,0,0.201871832812986,0,0,0,0,0,0,0.0736736832352834,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0.0928760506671099,0,0,0.0288595030407307,0,0,0,0,0,0,0,0.251806249961484,0,0.11556766059912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0188909755215992,0.0573854454103114,0,0,0,-0.0720963097248296,0,0,0,0,0,-0.20493482806612,0,0,0,-0.0851667623628676,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527801909384119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583055672262729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799290258223969,0.236836016859433,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128381249947908,0,0,0,0,0,0,0,0,0,0.203944766658237,-0.0265808437907256,-0.058164155901853,0,0,0,0,0,0,0,0,0,0.100800406753137,0,0,0.681578648915789,0,0,0,0,0,0,0
RealEstate_excess,0.405817956706909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0985242730015628,0,0,0,0,0,0,-0.0666074472900351,-0.0109881065292233,0,0,0,0,0,0,0,0,0,0,-0.286775809201953,0,0,0,-0.0995610315281427,0,0.0895429914478007,-0.0849869419743024,0,0.107179238188312,0,0,0,0
MKreturn,0.134421147446769,-0.121619583374425,0,0,0,0,0,0,0,0,0,0,-0.0011355922067588,0,0,0,0,0,-0.0502046504622048,0,0,0,0,-0.0596141278465284,0,-0.00311402439470505,0,0,0,0,0,0,0.0575965404725335,0,0,0,0,-0.136513713133442,0,0,0,0,0,0.0917501504142424,0,0,0,0,0,0,-0.114770601021298,0.0499785967495781,-0.0464984397359655,0.117822708720398,0,0,0,0,0
MKvol,0,0,0,0.0167881205712816,0,-0.0103887702052088,0,0,0,0,0,0,0,0.00267347430602801,0,0,0,0,0,0,0,0.00541806379422502,0,0,0.0451227571430615,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.00975571000663793,0,0,0,0,0,0,0,0,0,0,0,0.00580086256718886,0,0,0.0135354181264411,-0.00546508689377019,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324478433027265,0,-0.000538111057774862,0,0,0,0,0,0,0,0,0,0,0,-0.015454073135231,0,0,0,0,0.00552342110165934,0,0,0,0,0,0,0.00211074367573885,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0152880222240071,0.0432248553189485,0.00809213346362216,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,-0.00516781827292523,0,0,0.00358128500888722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000602859616205655,0,0,0,0,0,0,0
