,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X601898.SH,X600886.SH,X601600.SH,X000301.SZ,X600111.SH,X600010.SH,X600188.SH,X600352.SH,X600486.SH,X002080.SZ,X601991.SH,X600801.SH,X600219.SH,X002353.SZ,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X002409.SZ,X601168.SH,X600027.SH,X601992.SH,X600299.SH,X600157.SH,X000932.SZ,X600516.SH,X002497.SZ,X000830.SZ,X000027.SZ,X600399.SH,X000898.SZ,X600529.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0535663369749555,0,0,0,0.00668919663756997,0,0,0,0,0,0,0,0.0665229623222138,0.00667760509295056,0,0,0,0,0.015892629551292,0.0117587747281276,0,0.0434423216732378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313258254628442,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00244298331895119,0,0,0,0,0.000395649982612818,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0652106012108523,0,-0.0225336665766212,0,0,0,0.0108700114438162,0.0313236332224547,0.154343758030029,0.148823268290812,0,0,0,0,0,0,0,0.00976064686207315,0,0,0,-0.0463552264185299,0,0,0,0,0,0,0,0,0,-0.00678861273339936,0,0,0,0,0,0,0,0.0525310860718655,0,0,-0.00874180272723971,0,0,0,0,-0.00187095772249139,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941890126074383,0,0,0.114569027408877,0,0,0,0,0,0.396660395241315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110083043259139,0,0,0,0,-0.00661675376546526,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385952510850608,0,0,0,0,0.283198477449846,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149961187495313,0,0,0,-0.203179941903577,0,8.67361737988404e-19,0.0150993132300375,0,0,0,0.0124219144850433,0,0
X600585.SH,0,0,0,0,0,0.0541902615261937,0,0,0,-0.0256908666830919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896347092755758,0,0,0,0,0,0,0,-0.0130345263872111,0,0,0,0,0,0,-0.00353104124175621,0,0,0,0.0059228294186047,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0513585746782002,0,0,0,0.37956202302561,0,0,0,0,0,0,0,-0.230246467284319,0.0255408949651078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384668896526231,-0.0287146308704819,0.13152070754178,0,0,0,0,0,0,0.321903063149957,0,0,0,0,0,0,0,-0.0154403779555723,0,0,0,-0.00389543869924794,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.210214658903972,0,0,0,0,0,0,0,0,0,0,0,0,0.252523940215842,0,0,0,0,0,0,0,0.138328889812509,0,0,0,0,0,0,0,0,0,0,0,0,0.0363049970773779,0,0,-0.00854404674965235,0,0,0,-0.0421593908094746,0,0,-0.0389863293561793,0,0,0,0.00175759948071861,0,0
X600660.SH,0,0,0,0,0,0.0892087061893633,0,0,0,0,0,-0.0127349780492584,0,0,0,0,0,0,0,-0.0421821834344325,0.0150272526650423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460285341577602,0,0,0,0,0,0,0,0,0.0578387895851341,0,0.0822293832954129,0,0,0,0,-0.0408580479639437,0,0,0,0.0194369531042054,0,0
X000708.SZ,0,0,0,0,0,0,0.0332921798216968,0,0,0,0,0,0,0,0,0,0,0.0369579515615594,0,0,0,0,0,0,0,0,0,0,0,0.113366073073177,0,0,0,0,0,0,0,0.0538329144554737,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000970415412105819,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.293857775082571,0,0,0,0.000787188047502502,0,0.0537220853059442,-0.0153922761810327,0,0.116244437287761,0,0,0,0,0,0,0,0,0,0.115412848963579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00406471961582292,0,0,0,0,0,0,-0.0449670700494457,0.0160669445962351,0,0,0,0.0264166501695824,0,0
X600547.SH,0,0,0,0.0448770301019391,0,0.126146615997829,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0088108022963463,0,0,0,0,0,0.417764237198057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849902984287908,0,0,0,-0.00123304583722394,-0.00311119368061489,0,0,0,0.00258362983499701,0,0
X002466.SZ,0,0,0,0,0,0,-0.11059613975178,0,-0.388791260747282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.350481725482008,0,-0.151478311868389,0,0,0,0,0,0,0,0,0,0,-0.31594248464319,0,0,0.235468956139258,0.152676046575393,0,0,0,0,0,-0.00578687144928542,0,0,0,0,0.0399065567851974,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.158515251128276,0,0,0,0,0,0,0,0,0.131405745171485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233123633555616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271482482701757,0,0,0,0,0.0166238788850333,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0522963663137286,0,0,0,-0.295893673349857,0,0,0,0,0,0,0,0,0,0,0.191225120570947,0,0,0,0,0,0,0,0,0.00933599664449367,0,0,0,0,0,0,0.0482106659895171,0,0,0.184074105222356,0.0471060648836713,-0.141360210075137,0,0,0,0,-0.00929036956607358,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093154639375169,0,0,0.156205015779508,0,0,0,0.476850608954142,0,0,0.0161012862312904,0,0,0.183497021022488,0,0,0,0,0,0,0,0.0483937837430004,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0173282570685521,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0332409785972512,0,0,0,0,0,0.165123734509752,0,0,0,0,0,0,0.0177609013430666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407048459583622,0,0,0.064674004899377,0,0.00804040689004488,0,0,0,0,0.00721420347220583,0,0
X600426.SH,0,0,0,0.371448122539778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222290516451427,0,0,0.0419328252800971,0,0,0,0,0,0.019346025939535,0,0,0,0,0,0,0,0,0,0,0.0229813400760596,0,0,0,0,0,0,-0.026017862234599,0.183315314614515,0,0.00782016967219636,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0
X601898.SH,0,0,0.229435183911566,0,0,0,0,0,0,0,0,0,0,0,0.0248330006252289,0,0,0,0,0.0980099809752837,0,0,0,0,0,0.13507271394808,0.0239635812042486,0,0,0.139357855210033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278030759311642,0,0,0,0,-0.00811307010194538,0,0
X600886.SH,0,0.0833662158318211,0,0,0,0,0,0,0,0,0,0.0244665668265456,0.0612539709168283,0,0,0.0791351461645996,0.0013147657688221,0,0,0,0,0,0,0,0,0,0,0,0,0.0567688176336506,0,0,0,0.135614287936223,0,0,0,0,0,0,0,0,0,0,0.0243814432347374,0,0,0,0,0,0,0.0750757821139635,-0.105644750459271,0,0,0,-0.000938046316341562,0,0
X601600.SH,0,0,0,0,0,0,0.0947689791332832,0,0,0,0,0,0,0,0.205012037861734,0,0,0.15437930852456,0,0,0,0.032599529285699,0,0,0,0,0,0,0,0.174557888227145,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.104379259294407,0,0,0,0,0,0,-0.0284237187495132,0,0,0,0,-0.0122456424432215,0,0
X000301.SZ,0,0,0,0,0,0.0262320228928304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595279117236116,0,0,0,0,0,0,0,0.111575960489847,0.0797379027067368,0,0,0,0,0,-0.187218132748962,0.0119260585435552,0,0,0,0,0,0,0,0,-0.577039937842871,0.175598491538946,-0.419282959576935,0,-0.150906029267555,-0.0388332886618304,0,0,0,0,-0.0173427016587988,0,0
