,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600027.SH,X600362.SH,X601991.SH,X600426.SH,X600803.SH,X601699.SH,X600176.SH,X000983.SZ,X600489.SH,X000807.SZ,X000786.SZ,X000408.SZ,X300037.SZ,X600160.SH,X000539.SZ,X600219.SH,X600995.SH,X000629.SZ,X600688.SH,X000932.SZ,X600612.SH,X002080.SZ,X600378.SH,X600157.SH,X600985.SH,X000027.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.510817065253735,0,0,0,0.167811866494965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597660943800407,0,0,0,0,0,0,0,0,0,0,0,0,0.021575172637594,0,0,0,0.0798951983646858,0.0429836627761725,0,0,0,0,0,0,0.0576666463005761,0,0.0333916717891336,0,0,0,0,0
X600028.SH,0.674025668677154,0,0,0,0,-0.0915343043091063,0,0,0,-0.120855047404727,0.0292550104274587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144577396227145,0,0,0,0,0,0,0,0,0,-0.0223494317235637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904292427731067,0,0,0,0,0,0,0
X601088.SH,0.170898369664534,0,0,0,0,0,0,0,0,0.0318007300303087,0.232038635091941,0,0,0,0,0,0,0,0,-0.0326586891603239,0,0,0.0216377362616214,0,0,0,0,0,0.0152925569925644,0,0,0,0.103801158512163,0,0,0,0,0,0,0,0,0,0,0,0,0.0584190141630695,0,0.0829460173452049,0,0,0,-0.031542258804594,0,0,0,0,0,0,0
X600309.SH,0,-0.0331652792765495,0,0,-0.177613144845469,0,0.0276252200311244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148511449536473,0,0,0.116611447778031,0,0,0.0813749508547435,0,0,0,0.0061064868806064,0,0,0,0,0,0,-0.024339892148354,0.00769613058565124,0,0,0,0,-0.00655495202120136,0,0,-0.0168366449234398,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.206928007632362,0,0,0,0,0,0,0,0,0,0,0,0.219063777904522,0.310530630979942,0,0,0,0,0,0,-0.0564728522047488,0,0,0,0,0,0,0,0,0.0142144026737113,0,0,0,0,0.0462483863945665,0,0,0,0.108333973935654,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.436744176077609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103396033909808,0,0.104621672118623,0,0.207934671070761,0,0,0,0,-0.0848308404149725,0,0,0,0,0,0,-0.049763242761075,0,0,0,0,0,0,-0.0621634429183115,-0.0253419830736292,0,0,0,0,0,0
X600585.SH,0,0,0,0.102264674046839,0,-0.0802082223864811,0,0.150818304383083,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0222415409707656,0,0,-0.0892883266518999,0,0,0,0,0,0,0,0,0,0.235885864786877,0,0.0542513619381202,0,0.0592666015887186,0,0,0.0409057671273764,0,0,0,0,0,0,0,0,-0.0148710349269905,0,-0.0197895420587129,0,0,0,0,0,0,0
X600019.SH,0,0.0570611640223172,0,0,0,0.138328822746593,0,0,0,0,0,0.0945634861677326,0,0.097567891242018,0,0,0,0,0,0,0,0,0,0,0.00974940499359265,0.0404797196431447,0,0,0,0,0,0,0,0,0,-0.062234393896748,0,0,0,0,0,0.128484662217784,0,-0.0293661096498999,0,0,0,0,0,0,0,0.0403535287022173,0,0,0,0,0,0,0
X002460.SZ,-0.00582086116021676,0,0,0,0,0,0,0,0,0.540104825412841,0,0,0,0,0,0,0,0,0,0,0,0.203640662861024,0,0,0,0,0,0,0,0,0,-0.0674848335263653,0,0,0.0142918375275209,0,0,0,0,0,0.0592408058325715,0,0,-0.0244527447182025,0,0,0,0,0,0,0,0.00870062854390868,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0552856407759367,0,0,0.495252776462815,0,0,0,0.204603454656599,0,0,0,0,0,0,0,0,0,0,-0.0196121131886919,0,0,0,0,0,0,0,0,0,0,0,0,0.177124646460802,0,0,0,0,0,0,0,0.11559967510556,0,0,0,0,0,0,0.00397963775610148,0.00672905995951915,0,0,0,0,0,0
X601898.SH,0.0653986273168553,0,0.276869983027524,0,0,0.184006142655245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580874468643106,0,-0.0267220676457003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346762389875522,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209461259835892,0,0.0396907120049041,0,0,0,0.0471140089399021,0,0,0,0,0,0,0.620177810319762,0,0,0,0,0,0.110923562514435,0,0,0,0,0,0.00878830443786739,0.00318911928222569,0,0,0,0,0.0371430545273107,0,-0.0175533951417856,-0.00362338345546237,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.143939437193176,0.237549599390032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052815235895027,0,0,0,0,0.110878846316889,0,0,0.156601954474214,0,0,0,0,0,0,0,-0.021707867159307,0,0,0,0,0,0,-0.0474418556462252,0,0,0,0,0,0,0
X601600.SH,0.163233534656262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199042180136639,0.551036459211098,0.127954610612048,0,0,0,0,0,0.0236984164272411,0,0,0,0,0,0.0821305390387388,0,0,0,0,0,0,0.0853634250056347,-0.0636303225962406,0,0,0,0,0
X600886.SH,0.0956170012513427,0,0,0,0.0694546288741727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334170359786513,0.0236944949003573,0,0,0,0.0209697236639638,0,0,-0.00864946318212809,0.0417442166280439,0,0,-0.0778234465652213,0,0,0,-0.0159400923737671,0,0,0,0,0,0,-0.0588103231208796,0.0682845499745231,0,0,0,0,0,0
