,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600426.SH,X002271.SZ,X600027.SH,X600803.SH,X600362.SH,X000983.SZ,X600176.SH,X600348.SH,X601699.SH,X000629.SZ,X000408.SZ,X600160.SH,X000723.SZ,X600096.SH,X000786.SZ,X600985.SH,X600219.SH,X600995.SH,X600378.SH,X600157.SH,X002080.SZ,X600141.SH,X600489.SH,X600688.SH,X000933.SZ,X600549.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.117399835096932,0,0,0,0,-0.0418638550651969,0,0,0,0,0,0,0,0.087508091465169,0,0,0,0,0,0,0.0464939898467337,0,0,0.0624232524374441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173994971302759,0,0,0,0.173952030905639,0,-0.0440908625169194,0.011863484353043,0,0,0,0,0,0
X601088.SH,0,0,0,0.0175869382965537,0.326687709746519,0,0,0,0.285130415776453,0.0260883173175918,0,0,0,-0.0112256625568212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586732953482022,0,0,0,0,0,0,0,0,0.155139408318157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087020073463163,-0.0478022944257525,0,0,0,0,0,0
X600028.SH,0.121812758487353,0,0,0,0,0,0,0,0.0462449310890683,0,0,0,0,0,0,0,0,0,0,0,0,0.107720593561959,0,0,0,0,0.0860195918369752,0,0.0336049763810452,0,0,0,0,0.00413073700470186,0,0,0.0164361800799606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501395644182091,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00280729314520172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020280859763024,0,0.088976977312321,0.0430086455914528,0,0,0,-0.071173277253343,0.011808199558346,0,0,0,0,0.0192750720795583,0.131887040055383,0,0,0.0416619513597935,0,0,0,0.035635277195971,0,0,0,0,0,0,0,0.0100013026525313,0,0,0,0,0,0
X600188.SH,0,0.484820336375605,0,0,0,0,0,0,0,0.0141541618585639,0,0,0,0,0,0,-0.0492512452118328,0,0,0,0,0,0,0,0,0,0,0,0.172325790516169,0,0.0391119745666476,0,-0.0253574456769326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910211016472755,0.13325622090411,0,0,-0.0634920323859896,0.035744742055141,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.42090758465394,0,0,0,0,0,0.0230257534200422,0,0,0,0,0.0661358450087054,0,0,0,0,0,0,0.0363704381837577,0,-0.0747030046663717,0,0,0,0.0367219862474363,0,0.0458181295439267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237296400535227,0,0,0,0.0831663090721527,-0.0403304054752885,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.549432365072677,0,0,0,0,0,0,0,0.075425432729999,0,0,0.0495087869556785,0,0,0,0,0,0,0,0,-0.0231507359273388,0,0,0,0,0,0,0,0.280022480276454,0,0,0,0,0.144631960876678,0,0,0,-0.0416572652775937,0.0371784125876143,0.179181604453872,0,-0.0245258956810038,-0.139640727135187,0,0,0,0.0856387786388047,-0.0100115425133434,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0423051367134101,0,0,0.168699524546805,0,0,0,-0.039731571093609,0,0,0,0.0153711206224097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965971258022115,0.371404069393814,0,0,-0.0431477865912217,0,0,0.0444151900447715,0,0,0,0,0,0,0,0,0.0229760206823848,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0378608932564774,0,0.0434721368269739,0,0,0,0,0,0,-0.00779859436549216,0,0,0,0,0,0,0,0,0,0,-0.0788905241969122,0,0.187151061292992,0,0.444948725697992,0,0,0.0250963473936949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0778704458368033,0.152659122442345,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231222746981133,0,0,0,0,0.056464385094711,0,0,0.227881397017933,0.0946749102698138,0,-0.0327126881771628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298909175294662,0.0821168604667738,0,0,0,-0.105595852419938,0,0,0,0,-0.0191298262991138,0,0,0,0,0,0
