,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600886.SH,X600188.SH,X600010.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X601992.SH,X002353.SZ,X000883.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600490.SH,X600489.SH,X000825.SZ,X000831.SZ,X600315.SH,X000539.SZ,X600808.SH,X600547.SH,X600352.SH,X601699.SH,X600660.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000027.SZ,X600578.SH,X000937.SZ,X002470.SZ,X000959.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0288330105451448,0.0263426284689147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175389471402293,0.0331848964524642,0,0.0250595590574974,0,0,0,0.0141715844379051,0,0,0.0137609637396429,0,0,0,0,0,0,0,0,0,0,0,0.0228314498231213,0,0.0267713388840802,0,0,0,0,0,0,0,-0.00562712358055631,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.03377758831634,0.0718318733604343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545969272817524,0,0,0.0476803029980492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317498433698925,0,0,0.0199605684769585,0,0,0.082487144061957,0,0,0,0,0.0126973631584723,0.0459525127116455,0,-0.019581534332828,0.0261612305813884,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0519133498849447,0,0,0.0848729299082344,0,0,0,0,0.135509646313694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120578455241403,0,0.00606984072005509,0,0.0317137097061667,0.0848339493664369,0,0,0,-0.0502194953800238,0,0,-0.00351986441949989,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0691729129427851,0,0.134337645477572,0,0,0,0,0,0.0684569909206813,0,0,0,0.0864779213740842,0,0,0,0,-0.0779747641870827,0,0,0,0,0,0,0,0,0.118439403667809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191435305128022,0,-0.0054801886151108,0,0,0,0.0381590834220099,0,0,0,0,0,0
X600585.SH,0,0.0166340970674789,0,0,0,0,0.0837867827493325,0,0,0,0,0,0,0,-0.0120155700361248,0,0,0,0,0.0246908017265803,0,0,0,0,0,0,0,0,0.0268107626878004,0,0.10076181925907,0,0,0,0,0,0,0,0,0,0.0480540848352653,0,0,0.0826480937500252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.139176095649897,0,0,0,0.0907830938487112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170853903308484,0.013151762944229,0,0,0,0,0,0.160212708046085,0,0,0.00512587714201196,0,0,0,0,0,0,0,0,0,0.10892079640799,0,0,0.02375177682293,0,0.00565978265958041,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.104023572896898,0,0,0.00986930263657092,0,0,0,0,0,0.000951084267008747,0,0,0,0,0.166125167941518,0,0,0,0,0,0,0.0159843979332585,0,0,0,0.0913528642634358,0,0,0,0,0,0.0353624753832201,0,0,0,0,0,0,0,0,0,0,0.0853814721989227,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561299149745577,0,0,0,0,0.142103466438362,0,0,0.0260536679275117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231121560331704,0,0,0,0,0,0,0,-0.00127697241364676,5.42101086242752e-20,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392879390941108,0,0,0,0,0,0,0,0,0.137273017381059,0,0.192556946997663,0,0,0.0243364077094964,0,0,0,0.107789562761256,0,0,0,0,0.100529767216471,0.0502620360439017,0.0659838729241417,0,0.113643708414669,0,0,0,0.0862107811408028,0,0,0,0,-0.0205421057287268,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0104784736090482,0,0,0,0,0.061008358509327,0,0,0,0,0,0.0601390856770513,0,0,0,0,0,0,0.0125566734431378,0,0,0.089135720624616,0,0,0,0,0,0,0.0298989273511863,0,0,0.0268709972378922,0.230295078022328,0.0207733947658613,0,0,0,0,0,0,0.0641488674590961,0,0,-0.00751649119553583,0,0,0,0,0,0,0
