,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X000539.SZ,X000629.SZ,X300037.SZ,X000408.SZ,X600219.SH,X600995.SH,X600160.SH,X600612.SH,X002080.SZ,X000932.SZ,X600378.SH,X600688.SH,X000723.SZ,X002409.SZ,X000831.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.510305140494377,0,0,0.078964915276103,0,0,0,0,0.0227166687598804,0,0,0,0.0639643075688413,0,0,0,0,0,0,0,0,0,0,-0.0934753343168087,0,0,0,0.090932239933701,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0432882138415018,0,0,0.091360299867623,0,0,0,0,0.0147266843385994,0.0540150369743917,0,0,0,0,0,0
X600028.SH,0.726226598089741,0,0,0,0,0.0211584355585536,0.0377628547879548,0,0,0,-0.0473921012718145,0.122974595693246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520879409743597,-0.074245428173098,0,0,-0.00411462429792914,0,0,-0.0440504046476968,0,-0.0321588616780352,-0.0693135810631448,0,0,0,0,-0.00399314365937476,0,0,0,0.0141265717505535,0,0,0,0,0,0,0
X601088.SH,0.0787409271799085,0,0,0,0.197515634645098,0,0,0,0,0.179016231596372,-0.000909587497251128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0270135433674539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749837337468396,0.0321568988674625,-0.0141388163469736,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0752120089566633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442127684498887,-0.0832248618066088,0,0.0872395202164357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312724477283629,0,0.0228806073546929,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0123056938439062,-0.00247279821351699,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0501079239796895,0,0,0.403560258485956,0.0513994350359773,-0.0214209655088604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10033301482667,0.10998589956637,0.172046531627986,0,-0.0676652794727088,0,0,0,0,0,0,0,0,0,0,0,0.0944621108072728,0,0,0,0,-0.0461256233375643,-0.0454160495566273,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0544709516807434,0,0,-0.0682384273431268,0,0,0,0,0,0,0,0,0,0,0,0.350558627920919,0.180382309167163,0,0,0,0.330926901391086,0,0,0,0,-0.0121902751118773,0,0,0,0,0,0,0,0.00916151227790022,0,0,0.0543877480830869,0,0,0,0,0,0,0,0,0.0362885121204546,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0710022658166125,0,0,0.0988441113179442,0,0,0,0.0337246002253295,0,0.136636665770421,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0430927170937825,0,0.0558460559515162,0,0,0,0,0,0.110678653224183,0,0,0,-0.0653650743545242,0,0,0,0,-0.0493257546631454,0,0,0,0,0,0,0,0.012005412191082,0,0.0375788293657753,0.0342308510266115,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0746294308508828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404142637368647,0,0,0.00550644893928978,0,0,0,0,0.0571438258875567,0,0.0210016495102587,0.0514165221745589,0.198002739893707,0,0.0970030733264117,0.00745626163564011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336853021213098,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.462933045517499,-0.0673616088579458,0,0,0,0,0,0,0,0,0.0207142280722471,0,0,0,0,0,0,0,0,-0.0343701396318726,0,0,0,0,0.0317764190226129,0.18307740117978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288544586354968,0,0,0,0,0,0,0
X601898.SH,0.214408266852703,0,0,0,0.289178131685066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630644940584765,0,0,0,0,0,0,0,0,0.23700475830698,0,-0.0239416607102481,0.00040917165847066,0,0,-0.0348018104911319,0,0,0,0,0,0,0,0,0,0.0350496210312078,0.0480717086963458,0,0,0,0,0.0076395943032095,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.376204394706975,0.143891340501806,0,0,0.248168879176209,0,0,0,0,0,0,0.051353987381004,0,0,0,0,0,0,0,0,0,0,0.0838794697698408,0,0,0,0,0.133309064840211,0,0,0,0,0,0,0.0844968630378038,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0322823262089019,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543373359813299,0,0,0,0,0,0,0,0,0,0,0.591466560544148,0,0,0,0,0,0,-0.0659461038319215,0,0,0,0,0.0351328427185015,0.0104302633045092,0,0,0,0,0,-0.0924063300663405,0,0,0,-0.0141000506610251,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0553542422029119,0,0,0,0.235102323702668,0,0.105713825488523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804633832700695,0,0,0,0,0,0,0.0322280659121825,0.078380627461598,0.068161354323602,0,0,0.00624001364988799,0,0,0,0,0,0,0,0,0,0,0.000105026022045903,0,0,0,0,0,0,0
X601600.SH,0.122523827563507,0,0,0,0,0,0.108321486289377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428173850433564,0,0,0,0,0,0,0,0,0.235410701311871,0,0,0.444053720314225,0.00736337714608684,0,0,0,0,0,0.00101978032263814,0,0,0,0,0,0,0,0,0,0,0,0,0.00656354645134861,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0113729121311221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413145596011537,0,0,0,0,0.0519907454837732,0,0,0,0.121354555331336,0,0.0638754864669668,0,0,0,0,0,0.0108501628299171,0.240229689601291,0.0443276995471091,0,0.0124178487788875,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0188803278781068,0,0,0,0,0,0.0228852708564157,0,0,0,0,0,0,0,0,0.0535319737025085,0,0,0,0,0,0,0,0,0,-0.0279783257347584,-8.67361737988404e-19,0,0,0,0,8.67361737988404e-19,0.0130313922468455,0,0,0.0624062868594319,0.0275647729072525,0.018731412427058,0,0,0,0,0,-0.0263635057220936,0,0,0,0.0266365021372638,-0.0518838060007197,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0665749689904329,0,0,0,0,0,0,0,-0.0753056394349021,0,0,0,0,0,0,0,0.119894869576101,0,0,0,0,0.225385068075798,0.0865436503613184,0.0624251888431785,0,0,0.220053036472127,-0.0326113125464323,0,0,-0.122444278558867,0,0,0,0,0,0,-0.0114215843109994,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0148431452566799,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0346625228382991,0,0.0675766368334763,0,0,0,0.00480251644256779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535256748765203,0,0,0,0,0,0,0,0,0,0.0183794748102338,0,0,0,0,0,0,0,0.104543164225606,0,0,0,0,0.000141488762792464,0,0,0,0.0124268382866435,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.125548026628617,0,0,0,0,0.330313619815511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165477783719412,0,0,0,0,0,0.0486078221470537,0.00241518333806384,0,0,0,0,0,0,0,0,0,0.184426600202903,0,0,0,0,0,0,0,0,0.0858931805108194,-0.111031627700624,0,0,0,0,0,0
X000301.SZ,0,-0.0428698173802359,0,0,0.15445530039578,0,0,0,0,0,0,0,0,0,0,0,0.0117256128453298,0,0,0,0,0,0,0,0.0685593346800416,0.0544424485634957,0,0,0,0,0,0.126836735874974,0,0,0,0,0,0,0,0,0,0,0.0713999377431283,0,0.0788117106433272,0,0,0,0.0603658659567421,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218257675057567,0.205745698574316,0,0,0,0.107790506478313,0.134133526948354,0,0,0,0,0,0.00914350372641371,0,0,0,0,0,0.0144156464190838,0,0,0,0,0,0
X600027.SH,0.168903416456149,0,0,0,0,0.273921594655486,0,0,0,0,-0.10372082578042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462219110104401,0,0,0,0,0,0,0,0,0,0.505545688668832,0,-0.161803069941024,0,0,0,0,0,0,0,-0.0107460788060269,0,0,0,0,0,0,0,0.0113455035199694,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.12630560807341,0.332016229384508,0,0,0,0,0,0,0,0,0,0,0,0,0.0665780832080382,0,0,0,0,0,0,0,0.23752360783358,0.0293498357038334,0,-0.0035772834749396,0,0,0,0,0,0,0,0,0,0.0350582661721054,0.0345954874081952,-0.0917005942574139,0,0,0,0,0,-0.0877490687872304,0,0,0,0.00144097024087299,0,0,0,0,0,0,0
