,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X002466.SZ,X600795.SH,X600362.SH,X600188.SH,X600111.SH,X600516.SH,X601991.SH,X600547.SH,X600660.SH,X000709.SZ,X600886.SH,X300072.SZ,X002460.SZ,X600157.SH,X000898.SZ,X600027.SH,X000959.SZ,X600339.SH,X600489.SH,X600808.SH,X600352.SH,X002092.SZ,X600549.SH,X600219.SH,X000553.SZ,X601158.SH,X000792.SZ,X000630.SZ,X000983.SZ,X000883.SZ,X600176.SH,X000723.SZ,X002271.SZ,X600299.SH,X600008.SH,X600578.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.01261791704553,0,0,0,0.00599642934051042,0,0.0415078019158121,0,0,0,0,0.00680593073395311,0,0,0,0,0,-0.0485723520481374,0,0,0,-0.0375765459149961,0.0296115786324474,0,0,0,0,0,0,0,0,-0.085379891954195,0,0,0,0,0,0,-0.0101391624474425,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.206450488326598,0,0,0,0,0,0,0,0,0,0.103109059819044,0,-0.0150645330598747,0,-0.046745738740284,0,0,0,0,0,0,0,0,0,-0.0582813941804797,0,0,0,0,0,0,-0.0265632973130249,0,0,0,0,0,0,-0.00777509307132075,0,1.73472347597681e-18,0,0,-0.0900768196120148,0,0.00299425585518845,0,-0.0323525381211661,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00405411452600214,0,0,0,0,0.0161124333781133,0,0.0279997551955266,0,0,0,0,0.00268581647858508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069764240006004,-0.00896559697893319,0,0,0,0.0571365944082521,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.255698420583048,0,0,0,0,0,0.0310392238283655,0,0,0,0,0.0925735625323447,0,0,0,0,0,0,0,0,0,0,0.311493368659854,0,0,0,0,-0.0236253943354881,0,0,0,0,0,0,0,0.0373249699997012,0,0,0,0,0,-0.0127155074287803,0.0374265884169437,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115022801685656,0.00919413978222059,0,0,0,0.0566979054943801,0,0,0,0,0,0,0,0.00866598979669632,0,0.038846807062519,0,0,0.00581238780700422,0,0,0,0,0,0.0536009434493506,0,0,0,0,0,0.0329531700480116,0,0,0,-0.0047355908823743,0.0103503848195647,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0679864576880491,0,0.127184092815632,0,0,0,0.126327803326019,0,0,-0.0675962378196715,0,0,0.226173997263796,0,0,0,0,0,0,0,0,0.0495278108575003,0,0.0458983218135353,0.335739835349033,0,-0.0195619131202672,0,0.0193028057855904,0,0,0,0.0417599917630592,0,1.73472347597681e-18,0,0,0,-0.0831367554449659,0,0,0,-0.00407071717287071,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0321459926551269,0,0,0,0,0,0,0.367460540869081,0.0407129083354156,0,0,0,0,0.0189107694768114,0,0,0,0,0,0,-0.0777829397188209,0,0,0,0,0.161285302752754,0,0,0,0,0,0.0867795992159375,-0.0347859457635346,0,0,0,0,0,0,0.0269946662030625,-0.0341780241809247,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685893580814619,0,0.0201031986039391,0,0,0,0,0,0,0,0,0,0,0,0.228455443787046,0,0,0.0953452720372097,0,0,0,0,0,0.159122228456089,0,0,0,0.0272486932418421,0,0,0,0,0,-0.0195329043419618,0.0082232371088677,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0365673001600012,0,0,0.341396466582205,0,0.0665676899962304,0,0,0.159143889103624,0,0,0,0.0136365584552673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038323455814527,0,0,0,0,0,0,-0.0324936964325319,0,0,0,0,0,0
X601898.SH,0,0,0,0.0496435468807748,0,0,0,0,0,0,0,0.0281255003844065,0,0,0,0.0105692018038511,0,0,0,0,0,0,0,0,0,0,0.244554160517949,0,0,0,0,0.0768120225961458,0,0,0,0,0,0,0,0,0.263759110515357,0,0.094898703248564,0,0,0,0,0,0,0,-0.00865683482401797,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0637682788585506,-0.0364544569635835,0,0,0,0,0,-0.000747024180938641,0,0,0,0,-0.023923526835186,0,-0.0788573927225979,0,-0.00816341415590245,0,-5.42101086242752e-20,-0.0665525722900202,0,0,0,0,0,0,0,0,0,0,0,-0.042932585387063,0,0,0,-0.00354270240424923,0,0.0301625482721139,0,0.0718429705969069,0,0.0605976265274702,0,0,0,-0.00710832286583681,-0.0326485094061576,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579253988018138,0,0,0,0,0,0,0,0,0.255396104216131,0,0,0,0,0,0,0,0,0.14161688453479,0,0,0,0,0,0.0670079151297641,0,0,0,0,0,0.0400569622201886,0,0,0,0.460674481086344,0.461360148017687,0,0,-0.0209632313853608,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511864245139304,0,0,0,0,0,0.122846406183462,0,0,0,0.00180882458979154,0,0,0,0.0712962885358901,0,0.0451310469788951,0,0,0,0,0,0,0,0,0,-0.0132975682047038,-0.0283111166614053,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.047018934693019,0,0,0,0,0,0.00954550016108225,0,0.0236059329698455,-0.0206296129675062,0,0,0,0.0189144433096705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00190612516320028,-0.0155435428897736,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225487656971231,0.0953081167894687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26156763418271,0,0,0,0.0172279483945144,0,-0.00154453388405018,0,0,0,-0.0133514500699896,-0.0234252352993233,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.127344479331646,0,0,0,0.0670417348408619,0,0,0,0,0,0,0,0,0.10333972430767,0,0,0,0,0,0,0,-0.0633553478633577,0,0.0841864002030063,0,0,0,0,0,0,0,0,0.475842389647749,0,0,0,0,0,0,0,0,0,-0.0256313030981736,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843484843881196,0,0,0,0,0,0,0.0962925024478219,0,0.130714464838547,0,0,0,0,0,0,0,0,0,0,0.151497042426315,0,0,0,0,0,0.13110258310552,0,0.134153607237521,0,0,0,0,0,0,0,-0.0133074953819563,0.00843978103299379,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186759372192232,0,0,0,0,0.206966354835962,0,0,0,0.0884315055561679,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.500769656231552,0,0,0,0,0,0,0,0,0,0,0,0.00759900098511303,0.0485380717208519,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217978993670407,0,0,0,0,0,0,0,0,0.133956232725583,0,0,0,0,0,0,0,0.112992218931866,0,0,0,0,0,0,0,0,0,0.0609071879052722,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611463712340455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411724425150322,-0.0417948909418437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668809182056752,0,0,0,-0.0270571153637974,0.0740422855110409,0,0,0,0.742143349430808,0,0
X600660.SH,0,0,0,0,0,0.151551772410163,0,0.0426207420240244,0,0,0,0,0.0171037778782627,0,0,0,-0.150817220802767,0,0,0,0,0,0,0.0257472658103517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723021458357825,0,0.126864514416204,0,0,0,0,0,0.022620501141557,-0.0329483276653982,0,0,0,-0.0567215302957474,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0.294872740649914,0,0,0,0.250624282848614,0,0,0,0,0,0,0,0,0,0,0,0,0.187519670749593,0,0,0,0,0,0,0,0.00874496724473208,0,0.0381940079570093,0,0.0690018841596963,0,0,0,0,0,0.13611107653961,0,0,0,0.00583314803122122,-0.00712177534290404,0,0,0,0,0,0
